entity_id	valid	rejected	polled	electors	SJB	SLPP	UNP	JJB	IND19_D01	IND08_D01	JSWP	IND05_D01	IND02_D01	IND13_D01	IND11_D01	ULF	IND17_D01	IND10_D01	FSP	IND07_D01	USP	SPS	IND01_D01	IND06_D01	IND04_D01	IND20_D01	IND12_D01	IND15_D01	JSP	LP	SEP	NPP	IND18_D01	IND09_D01	IND24_D01	IND14_D01	IND26_D01	DUNF	NSU	IND25_D01	IND21_D01	IND03_D01	IND22_D01	SJP	IND16_D01	IND23_D01
LK-6136155	894	32	927	1232	189	649	13	30			1								0			0							0	0														0		
LK-6136160	658	24	682	906	139	477	9	22			1								0			0							0	0														0		
LK-6136165	947	34	982	1305	200	687	13	31			1								0			0							0	0														0		
LK-6136170	712	26	738	982	151	517	10	23			1								0			0							0	0														0		
LK-6136175	788	28	817	1086	167	572	11	26			1								0			0							0	0														0		
LK-6136180	504	18	523	695	106	366	7	16			0								0			0							0	0														0		
LK-6136185	420	15	435	578	89	305	6	14			0								0			0							0	0														0		
LK-6136190	421	15	436	580	89	305	6	14			0								0			0							0	0														0		
LK-6136195	471	17	488	649	99	342	6	15			0								0			0							0	0														0		
LK-6136200	592	21	613	815	125	429	8	19			1								0			0							0	0														0		
LK-6136205	547	20	567	753	115	397	8	18			1								0			0							0	0														0		
LK-6136210	610	22	633	841	129	443	9	20			1								0			0							0	0														0		
LK-6136215	398	14	413	549	84	289	5	13			0								0			0							0	0														0		
LK-6136220	626	22	649	863	132	455	9	21			1								0			0							0	0														0		
LK-6136225	917	33	951	1264	194	666	13	30			1								0			0							0	0														0		
LK-6136230	1243	45	1288	1713	263	902	18	41			2								1			1							0	0														1		
LK-6136235	564	20	584	777	119	409	8	18			1								0			0							0	0														0		
LK-6136240	555	20	575	765	117	403	8	18			1								0			0							0	0														0		
LK-6136245	668	24	693	921	141	485	9	22			1								0			0							0	0														0		
LK-6136250	1138	41	1180	1568	241	826	16	38			2								1			0							0	0														1		
LK-6136255	576	21	597	794	122	418	8	19			1								0			0							0	0														0		
LK-6136260	1084	39	1124	1494	229	787	15	36			2								1			0							0	0														1		
LK-6136265	643	23	667	887	136	467	9	21			1								0			0							0	0														0		
LK-6136270	820	30	850	1130	173	595	12	27			1								0			0							0	0														0		
LK-6136275	420	15	435	578	89	305	6	14			0								0			0							0	0														0		
LK-6136280	1070	39	1110	1475	226	777	15	35			1								1			0							0	0														1		
LK-6139	20159	1059	21238	28433	5550	13185	413	668			28								0			1							2	0														0		
LK-6139005	572	30	603	807	157	374	12	19			1								0			0							0	0														0		
LK-6139010	738	39	777	1040	203	482	15	25			1								0			0							0	0														0		
LK-6139015	580	30	611	818	160	379	12	19			1								0			0							0	0														0		
LK-6139020	564	30	594	795	155	369	11	19			1								0			0							0	0														0		
LK-6139025	549	29	578	774	151	359	11	18			1								0			0							0	0														0		
LK-6139030	642	34	676	905	177	420	13	21			1								0			0							0	0														0		
LK-6139035	763	40	804	1076	210	499	16	26			1								0			0							0	0														0		
LK-6139040	616	32	649	869	170	403	13	20			1								0			0							0	0														0		
LK-6139045	569	30	600	803	157	372	12	19			1								0			0							0	0														0		
LK-6139050	579	30	610	817	159	379	12	19			1								0			0							0	0														0		
LK-6139055	586	31	617	827	161	383	12	19			1								0			0							0	0														0		
LK-6139060	435	23	459	614	120	285	9	14			0								0			0							0	0														0		
LK-6139065	621	33	654	876	171	406	13	21			1								0			0							0	0														0		
LK-6139070	427	22	450	603	118	279	9	14			0								0			0							0	0														0		
LK-6139075	393	21	414	555	108	257	8	13			0								0			0							0	0														0		
LK-6139080	487	26	513	687	134	318	10	16			1								0			0							0	0														0		
LK-6139085	826	44	870	1165	228	540	17	28			1								0			0							1	0														0		
LK-6139090	541	28	570	763	149	354	11	18			1								0			0							0	0														0		
LK-6139095	466	24	491	657	128	305	9	15			0								0			0							0	0														0		
LK-6139100	505	26	532	712	139	330	10	17			1								0			0							0	0														0		
LK-6139105	480	25	506	677	132	314	10	16			0								0			0							0	0														0		
LK-6139110	364	19	383	513	100	238	7	12			0								0			0							0	0														0		
LK-6139115	538	28	567	759	148	352	11	18			1								0			0							0	0														0		
LK-6139120	518	27	546	731	143	339	11	17			1								0			0							0	0														0		
LK-6139125	1169	62	1231	1648	322	765	24	39			2								0			1							1	0														0		
LK-6139130	496	26	523	700	137	325	10	16			1								0			0							0	0														0		
LK-6139135	747	39	787	1054	206	489	15	25			1								0			0							0	0														0		
LK-6139140	611	32	644	862	168	400	13	20			1								0			0							0	0														0		
LK-6139145	606	32	639	855	167	397	12	20			1								0			0							0	0														0		
LK-6139150	546	29	575	770	150	357	11	18			1								0			0							0	0														0		
LK-6139155	661	35	696	932	182	432	14	22			1								0			0							0	0														0		
LK-6139160	496	26	522	699	136	324	10	16			1								0			0							0	0														0		
LK-6139165	592	31	624	835	163	387	12	20			1								0			0							0	0														0		
LK-6139170	475	25	501	670	131	311	10	16			0								0			0							0	0														0		
LK-6139175	401	21	422	565	110	262	8	13			0								0			0							0	0														0		
LK-6142	34118	1503	35640	49432	10015	22197	668	673			51								8			2							3	0														0		
LK-6142005	519	23	542	751	152	337	10	10			1								0			0							0	0														0		
LK-6142010	949	42	991	1374	279	617	19	19			2								1			0							0	0														0		
LK-6142015	662	29	692	959	194	431	13	13			1								0			0							0	0														0		
LK-6142020	834	37	871	1208	245	543	16	17			1								0			0							0	0														0		
LK-6142025	581	25	606	841	170	378	11	11			1								0			0							0	0														0		
LK-6142030	543	24	567	786	159	353	11	11			1								0			0							0	0														0		
LK-6142035	502	22	525	728	147	327	10	10			1								0			0							0	0														0		
LK-6142040	499	22	522	724	147	325	10	10			1								0			0							0	0														0		
LK-6142045	921	41	962	1334	270	599	18	18			2								1			0							0	0														0		
LK-6142050	486	21	507	704	143	316	9	9			1								0			0							0	0														0		
LK-6142055	566	25	592	821	166	368	11	11			1								0			0							0	0														0		
LK-6142060	664	29	693	962	195	432	13	13			1								0			0							0	0														0		
LK-6142065	471	21	492	682	138	306	9	9			1								0			0							0	0														0		
LK-6142070	597	26	624	866	175	389	12	12			1								0			0							0	0														0		
LK-6142075	494	22	516	716	145	321	10	10			1								0			0							0	0														0		
LK-6142080	272	12	284	394	80	177	5	5			0								0			0							0	0														0		
LK-6142085	636	28	665	922	187	414	12	13			1								0			0							0	0														0		
LK-6142090	788	35	823	1141	231	512	16	16			1								0			0							0	0														0		
LK-6142095	597	26	624	865	175	388	12	12			1								0			0							0	0														0		
LK-6142100	565	25	590	819	166	368	11	11			1								0			0							0	0														0		
LK-6142105	427	19	446	619	125	278	8	8			0								0			0							0	0														0		
LK-6142110	509	22	531	737	149	331	10	10			1								0			0							0	0														0		
LK-6142115	895	39	935	1296	263	582	18	18			1								1			0							0	0														0		
LK-6142120	863	38	902	1250	254	562	17	17			1								0			0							0	0														0		
LK-6142125	921	41	962	1335	271	599	18	18			2								1			0							0	0														0		
LK-6142130	364	16	380	527	107	237	7	7			0								0			0							0	0														0		
LK-6142135	668	29	698	968	196	435	13	13			1								0			0							0	0														0		
LK-6142140	694	30	725	1005	204	451	14	14			1								0			0							0	0														0		
LK-6142145	775	34	809	1123	228	504	15	15			1								0			0							0	0														0		
LK-6142150	879	39	918	1273	258	572	17	18			1								0			0							0	0														0		
LK-6142155	924	41	966	1339	272	601	18	18			2								1			0							0	0														0		
LK-6142160	816	36	852	1182	240	531	16	16			1								0			0							0	0														0		
LK-6142165	676	30	706	979	198	440	13	13			1								0			0							0	0														0		
LK-6142170	1290	57	1348	1869	379	840	26	26			2								1			1							1	0														0		
LK-6142175	659	29	689	955	194	429	13	13			1								0			0							0	0														0		
LK-6142180	1262	56	1318	1828	371	821	25	25			2								1			1							1	0														0		
LK-6142185	1148	51	1200	1664	337	747	23	23			2								1			0							1	0														0		
LK-6142190	682	30	713	989	200	444	13	14			1								0			0							0	0														0		
LK-6142195	579	25	605	839	170	377	11	11			1								0			0							0	0														0		
LK-6142200	703	31	735	1019	206	458	14	14			1								0			0							0	0														0		
LK-6142205	746	33	779	1081	219	485	15	15			1								0			0							0	0														0		
LK-6142210	481	21	502	697	141	313	9	9			1								0			0							0	0														0		
LK-6142215	680	30	711	986	200	443	13	13			1								0			0							0	0														0		
LK-6142220	428	19	447	620	125	278	8	8			0								0			0							0	0														0		
LK-6142225	766	34	800	1110	225	498	15	15			1								0			0							0	0														0		
LK-6142230	370	16	386	536	108	240	7	7			0								0			0							0	0														0		
LK-6142235	607	27	634	880	178	395	12	12			1								0			0							0	0														0		
LK-6142240	454	20	474	658	133	295	9	9			0								0			0							0	0														0		
LK-6142245	440	19	459	637	129	286	8	9			0								0			0							0	0														0		
LK-6142250	472	21	493	683	138	307	9	9			1								0			0							0	0														0		
LK-6142255	496	22	518	719	146	323	10	10			1								0			0							0	0														0		
LK-6142260	298	13	311	432	87	194	6	6			0								0			0							0	0														0		
LK-6145	36171	1603	37814	50675	9469	24200	965	970			29								0			0							1	0														9		
LK-6145005	569	25	595	797	149	381	15	15			1								0			0							0	0														0		
LK-6145010	475	21	497	666	124	318	13	13			0								0			0							0	0														0		
LK-6145015	694	31	726	972	182	464	19	19			1								0			0							0	0														0		
LK-6145020	411	18	430	576	108	275	11	11			0								0			0							0	0														0		
LK-6145025	691	31	723	968	181	463	19	19			1								0			0							0	0														0		
LK-6145030	859	38	898	1204	225	575	23	23			1								0			0							0	0														1		
LK-6145035	359	16	375	503	94	240	9	9			0								0			0							0	0														0		
LK-6145040	465	21	486	652	122	311	12	12			0								0			0							0	0														0		
LK-6145045	658	29	688	922	172	440	18	18			1								0			0							0	0														0		
LK-6145050	524	23	548	735	137	351	14	14			0								0			0							0	0														0		
LK-6145055	307	13	321	430	80	205	8	8			0								0			0							0	0														0		
LK-6145060	564	25	590	790	148	377	15	15			1								0			0							0	0														0		
LK-6145065	452	20	472	633	118	302	12	12			0								0			0							0	0														0		
LK-6145070	500	22	523	700	131	334	13	13			0								0			0							0	0														0		
LK-6145075	425	19	445	596	111	285	11	11			0								0			0							0	0														0		
LK-6145080	662	29	692	927	173	443	18	18			1								0			0							0	0														0		
LK-6145085	599	27	626	839	157	401	16	16			1								0			0							0	0														0		
LK-6145090	517	23	540	724	135	346	14	14			0								0			0							0	0														0		
LK-6145095	515	23	539	722	135	345	14	14			0								0			0							0	0														0		
LK-6145100	594	26	620	832	155	397	16	16			1								0			0							0	0														0		
LK-6145105	639	28	668	895	167	428	17	17			1								0			0							0	0														0		
LK-6145110	586	26	613	821	154	392	16	16			1								0			0							0	0														0		
LK-6145115	1330	60	1390	1863	349	890	36	36			2								0			0							1	0														1		
LK-6145120	837	37	875	1172	219	560	23	23			1								0			0							0	0														1		
LK-6145125	525	23	549	735	137	351	14	14			0								0			0							0	0														0		
LK-6145130	788	35	823	1104	206	527	21	21			1								0			0							0	0														1		
LK-6145135	530	23	554	743	139	355	14	14			0								0			0							0	0														0		
LK-6145140	498	22	521	698	130	333	13	13			0								0			0							0	0														0		
LK-6145145	833	37	871	1167	218	558	22	23			1								0			0							0	0														1		
LK-6145150	577	26	603	809	151	386	15	16			1								0			0							0	0														0		
LK-6145155	786	35	822	1101	206	526	21	21			1								0			0							0	0														1		
LK-6145160	795	35	831	1113	208	532	21	22			1								0			0							0	0														1		
LK-6145165	634	28	663	888	166	424	17	17			1								0			0							0	0														0		
LK-6145170	533	24	558	747	140	357	14	14			0								0			0							0	0														0		
LK-6145175	449	20	470	630	118	301	12	12			0								0			0							0	0														0		
LK-6145180	336	15	351	470	88	225	9	9			0								0			0							0	0														0		
LK-6145185	533	24	557	746	140	356	14	14			0								0			0							0	0														0		
LK-6145190	512	23	536	718	134	343	14	14			0								0			0							0	0														0		
LK-6145195	445	20	466	624	117	298	12	12			0								0			0							0	0														0		
LK-6145200	521	23	544	730	136	348	14	14			0								0			0							0	0														0		
LK-6145205	920	41	962	1289	241	616	25	25			1								0			0							0	0														1		
LK-6145210	562	25	587	787	147	376	15	15			1								0			0							0	0														0		
LK-6145215	433	19	453	607	113	290	11	12			0								0			0							0	0														0		
LK-6145220	390	17	407	546	102	261	10	10			0								0			0							0	0														0		
LK-6145225	584	26	610	818	153	391	16	16			1								0			0							0	0														0		
LK-6145230	412	18	431	578	108	276	11	11			0								0			0							0	0														0		
LK-6145235	383	17	400	536	100	256	10	10			0								0			0							0	0														0		
LK-6145240	513	23	536	719	134	343	14	14			0								0			0							0	0														0		
LK-6145245	352	15	368	493	92	235	9	9			0								0			0							0	0														0		
LK-6145250	624	28	652	874	163	417	17	17			1								0			0							0	0														0		
LK-6145255	425	19	444	595	111	284	11	11			0								0			0							0	0														0		
LK-6145260	387	17	405	543	101	259	10	10			0								0			0							0	0														0		
LK-6145265	617	27	645	864	162	413	17	17			1								0			0							0	0														0		
LK-6145270	414	18	433	580	108	277	11	11			0								0			0							0	0														0		
LK-6145275	477	21	499	669	125	319	13	13			0								0			0							0	0														0		
LK-6145280	540	24	564	756	141	361	14	15			0								0			0							0	0														0		
LK-6145285	464	20	485	650	121	310	12	12			0								0			0							0	0														0		
LK-6145290	322	14	336	451	84	215	8	8			0								0			0							0	0														0		
LK-6145295	610	27	638	855	160	408	16	16			1								0			0							0	0														0		
LK-6145300	644	29	673	902	169	431	17	17			1								0			0							0	0														0		
LK-6145305	537	24	561	752	141	359	14	14			0								0			0							0	0														0		
LK-6145310	659	29	689	923	173	441	18	18			1								0			0							0	0														0		
LK-6145315	860	38	899	1205	225	575	23	23			1								0			0							0	0														1		
LK-6145320	515	23	538	721	135	344	14	14			0								0			0							0	0														0		
LK-6148	17023	753	17792	23854	4457	11387	455	456			6								0			0							0	0														2		
LK-6148020	466	21	487	653	122	312	12	12			0								0			0							0	0														0		
LK-6148025	427	19	446	598	112	285	11	11			0								0			0							0	0														0		
LK-6148030	445	20	465	623	116	298	12	12			0								0			0							0	0														0		
LK-6148035	388	17	406	544	101	260	10	10			0								0			0							0	0														0		
LK-6148040	461	20	482	646	121	309	12	12			0								0			0							0	0														0		
LK-6148045	521	23	545	731	137	349	14	14			0								0			0							0	0														0		
LK-6148050	851	38	889	1192	223	569	23	23			1								0			0							0	0														1		
LK-6148055	548	24	572	767	143	366	15	15			0								0			0							0	0														0		
LK-6148060	430	19	449	602	113	288	11	11			0								0			0							0	0														0		
LK-6148065	438	19	458	614	115	293	12	12			0								0			0							0	0														0		
LK-6148070	545	24	569	763	143	364	15	15			0								0			0							0	0														0		
LK-6148075	566	25	591	793	148	378	15	15			1								0			0							0	0														0		
LK-6148080	415	18	433	581	109	277	11	11			0								0			0							0	0														0		
LK-6148085	559	25	584	783	146	374	15	15			0								0			0							0	0														0		
LK-6148090	297	13	310	416	77	198	8	8			0								0			0							0	0														0		
LK-6148095	379	17	396	531	99	253	10	10			0								0			0							0	0														0		
LK-6148100	629	28	658	882	165	421	17	17			1								0			0							0	0														0		
LK-6148105	476	21	498	667	125	318	13	13			0								0			0							0	0														0		
LK-6148110	570	25	596	799	149	382	15	15			1								0			0							0	0														0		
LK-6148115	546	24	571	766	143	366	15	15			0								0			0							0	0														0		
LK-6148120	518	23	542	726	136	347	14	14			0								0			0							0	0														0		
LK-6148125	512	23	535	717	134	342	14	14			0								0			0							0	0														0		
LK-6148130	342	15	357	479	89	229	9	9			0								0			0							0	0														0		
LK-6148135	320	14	334	448	84	214	8	8			0								0			0							0	0														0		
LK-6148140	299	13	313	420	78	200	8	8			0								0			0							0	0														0		
LK-6148145	414	18	433	580	108	277	11	11			0								0			0							0	0														0		
LK-6148150	412	18	431	578	108	276	11	11			0								0			0							0	0														0		
LK-6148155	232	10	243	326	61	155	6	6			0								0			0							0	0														0		
LK-6148160	468	21	489	656	123	313	12	13			0								0			0							0	0														0		
LK-6148165	841	38	879	1178	220	563	23	23			1								0			0							0	0														1		
LK-6148170	426	19	445	597	111	285	11	11			0								0			0							0	0														0		
LK-6148175	407	18	426	571	107	272	11	11			0								0			0							0	0														0		
LK-6148180	412	18	431	578	108	276	11	11			0								0			0							0	0														0		
LK-6148185	403	18	421	564	105	269	11	11			0								0			0							0	0														0		
LK-6148190	584	26	610	818	153	391	16	16			1								0			0							0	0														0		
LK-6148195	476	21	498	667	125	318	13	13			0								0			0							0	0														0		
LK-6149	20597	738	21355	28392	4349	14952	282	677			20								1			1							1	0														1		
LK-6149005	372	13	386	513	79	270	5	12			0								0			0							0	0														0		
LK-6149010	339	12	351	467	71	246	4	11			0								0			0							0	0														0		
LK-6149015	551	20	571	760	116	400	8	18			1								0			0							0	0														0		
LK-6149020	846	31	877	1166	179	614	12	28			1								0			0							0	0														0		
LK-6149025	753	27	781	1038	159	547	11	25			1								0			0							0	0														0		
LK-6149030	1339	49	1388	1845	283	972	19	44			2								1			1							1	0														1		
LK-6149035	403	14	417	555	85	292	5	13			0								0			0							0	0														0		
LK-6149040	837	30	868	1154	177	608	12	28			1								0			0							0	0														0		
LK-6149045	584	21	606	805	123	424	8	19			1								0			0							0	0														0		
LK-6149050	455	16	472	627	96	330	6	15			0								0			0							0	0														0		
LK-6149055	573	21	594	790	121	416	8	19			1								0			0							0	0														0		
LK-6149060	455	16	472	628	96	331	6	15			0								0			0							0	0														0		
LK-6149065	455	16	472	628	96	331	6	15			0								0			0							0	0														0		
LK-6149070	570	20	591	786	120	414	8	19			1								0			0							0	0														0		
LK-6149075	540	19	560	744	114	392	7	18			1								0			0							0	0														0		
LK-6149080	573	21	594	789	121	416	8	19			1								0			0							0	0														0		
LK-6149085	213	7	221	294	45	154	3	7			0								0			0							0	0														0		
LK-6149090	465	17	482	640	98	337	6	15			0								0			0							0	0														0		
LK-6149095	397	14	411	547	84	288	5	13			0								0			0							0	0														0		
LK-6149100	975	35	1010	1343	206	708	14	32			1								0			0							0	0														0		
LK-6149105	706	25	732	973	149	512	10	23			1								0			0							0	0														0		
LK-6149110	245	9	254	338	51	178	3	8			0								0			0							0	0														0		
LK-6149115	397	14	411	547	84	288	5	13			0								0			0							0	0														0		
LK-6149120	940	34	974	1295	199	682	13	31			1								0			0							0	0														0		
LK-6149125	730	26	757	1006	154	530	10	24			1								0			0							0	0														0		
LK-6149130	738	27	766	1018	156	536	10	24			1								0			0							0	0														0		
LK-6149135	863	31	894	1189	182	626	12	28			1								0			0							0	0														0		
LK-6149140	376	13	390	518	79	273	5	12			0								0			0							0	0														0		
LK-6149145	337	12	349	465	71	245	4	11			0								0			0							0	0														0		
LK-6149150	656	24	681	905	139	476	9	22			1								0			0							0	0														0		
LK-6149155	516	18	535	711	109	374	7	17			0								0			0							0	0														0		
LK-6149160	833	30	864	1149	176	605	12	28			1								0			0							0	0														0		
LK-6149165	639	23	663	881	135	464	9	21			1								0			0							0	0														0		
LK-6149170	204	7	212	282	43	148	3	6			0								0			0							0	0														0		
LK-6149175	330	12	342	455	70	240	4	11			0								0			0							0	0														0		
LK-6149180	392	14	407	541	83	285	5	13			0								0			0							0	0														0		
LK-6151	18764	774	19552	27444	4920	12208	373	974			22								0			0							2	0														2		
LK-6151005	541	22	564	791	142	352	11	28			1								0			0							0	0														0		
LK-6151010	538	22	560	787	141	350	11	28			1								0			0							0	0														0		
LK-6151015	461	19	480	674	121	300	9	24			0								0			0							0	0														0		
LK-6151020	201	8	210	294	53	131	4	10			0								0			0							0	0														0		
LK-6151025	495	20	516	724	130	322	10	26			1								0			0							0	0														0		
LK-6151030	412	17	429	602	108	268	8	21			0								0			0							0	0														0		
LK-6151035	378	15	394	553	99	246	7	19			0								0			0							0	0														0		
LK-6151040	310	13	323	453	81	201	6	16			0								0			0							0	0														0		
LK-6151045	248	10	258	363	65	161	5	13			0								0			0							0	0														0		
LK-6151050	550	23	574	805	144	358	11	29			1								0			0							0	0														0		
LK-6151055	297	12	309	434	78	193	6	15			0								0			0							0	0														0		
LK-6151060	607	25	632	888	159	395	12	32			1								0			0							0	0														0		
LK-6151065	456	19	475	667	120	297	9	24			0								0			0							0	0														0		
LK-6151070	789	33	822	1154	207	513	16	41			1								0			0							0	0														0		
LK-6151075	196	8	205	287	51	128	4	10			0								0			0							0	0														0		
LK-6151080	714	30	744	1045	187	465	14	37			1								0			0							0	0														0		
LK-6151085	847	35	883	1239	222	551	17	44			1								0			0							0	0														0		
LK-6151090	360	15	375	526	94	234	7	18			0								0			0							0	0														0		
LK-6151095	420	17	438	615	110	273	8	22			0								0			0							0	0														0		
LK-6151100	856	36	892	1252	225	557	17	45			1								0			0							0	0														0		
LK-6151105	618	26	644	904	162	402	12	32			1								0			0							0	0														0		
LK-6151110	790	33	824	1156	207	514	16	41			1								0			0							0	0														0		
LK-6151115	1201	50	1251	1756	315	781	24	63			2								0			0							1	0														1		
LK-6151120	425	17	443	622	111	277	8	22			0								0			0							0	0														0		
LK-6151125	782	32	815	1144	205	509	16	41			1								0			0							0	0														0		
LK-6151130	868	36	904	1269	228	565	17	45			1								0			0							0	0														0		
LK-6151135	567	23	591	830	149	369	11	29			1								0			0							0	0														0		
LK-6151140	735	30	765	1074	193	478	15	38			1								0			0							0	0														0		
LK-6151145	306	12	319	448	80	199	6	16			0								0			0							0	0														0		
LK-6151150	541	22	564	791	142	352	11	28			1								0			0							0	0														0		
LK-6151155	575	24	599	841	151	374	11	30			1								0			0							0	0														0		
LK-6151160	1194	50	1244	1746	313	777	24	62			2								0			0							1	0														1		
LK-6151165	486	20	506	710	127	316	10	25			1								0			0							0	0														0		
LK-6154	44239	1833	46097	64705	11610	28782	887	2304			62								5			6							11	0														10		
LK-6154005	351	14	366	513	92	228	7	18			0								0			0							0	0														0		
LK-6154010	361	15	376	528	94	235	7	19			0								0			0							0	0														0		
LK-6154015	445	18	463	650	117	289	9	23			0								0			0							0	0														0		
LK-6154020	393	16	410	575	103	256	8	20			0								0			0							0	0														0		
LK-6154025	546	22	569	799	143	355	11	28			1								0			0							0	0														0		
LK-6154030	529	22	551	774	139	344	10	27			1								0			0							0	0														0		
LK-6154035	487	20	508	713	128	317	10	25			1								0			0							0	0														0		
LK-6154040	589	24	614	861	154	383	12	31			1								0			0							0	0														0		
LK-6154045	758	31	789	1108	199	493	15	39			1								0			0							0	0														0		
LK-6154050	539	22	562	789	141	351	11	28			1								0			0							0	0														0		
LK-6154055	487	20	507	712	128	317	10	25			1								0			0							0	0														0		
LK-6154060	457	19	476	669	120	297	9	24			0								0			0							0	0														0		
LK-6154065	570	23	594	834	150	371	11	30			1								0			0							0	0														0		
LK-6154070	401	16	418	587	105	261	8	21			0								0			0							0	0														0		
LK-6154075	936	39	975	1369	246	609	19	49			1								0			0							0	0														0		
LK-6154080	433	18	451	633	113	281	8	22			0								0			0							0	0														0		
LK-6154085	431	18	449	630	113	280	8	22			0								0			0							0	0														0		
LK-6154090	762	32	794	1114	200	496	15	40			1								0			0							0	0														0		
LK-6154095	1587	66	1654	2321	417	1033	32	83			3								1			1							1	0														1		
LK-6154100	1814	76	1891	2653	477	1181	37	95			3								1			1							1	0														1		
LK-6154105	789	33	823	1155	207	514	16	41			1								0			0							0	0														0		
LK-6154110	1107	46	1153	1619	291	720	22	58			2								0			0							1	0														1		
LK-6154115	803	33	836	1174	211	522	16	42			1								0			0							0	0														0		
LK-6154120	896	37	934	1311	235	583	18	47			1								0			0							0	0														0		
LK-6154125	1777	74	1852	2599	467	1156	36	93			3								1			1							1	0														1		
LK-6154130	1307	54	1362	1912	343	851	27	68			2								0			0							1	0														1		
LK-6154135	814	34	848	1190	213	529	16	42			1								0			0							0	0														0		
LK-6154140	1080	45	1126	1580	284	703	22	56			2								0			0							1	0														0		
LK-6154145	2037	85	2123	2979	535	1325	42	107			4								1			1							1	0														1		
LK-6154150	1816	76	1892	2656	477	1182	37	95			3								1			1							1	0														1		
LK-6154155	714	30	744	1045	187	465	14	37			1								0			0							0	0														0		
LK-6154160	260	10	271	380	68	169	5	13			0								0			0							0	0														0		
LK-6154165	910	38	948	1331	239	592	18	47			1								0			0							0	0														0		
LK-6154170	839	35	874	1227	220	546	17	44			1								0			0							0	0														0		
LK-6154175	1504	63	1567	2200	395	979	31	79			3								0			1							1	0														1		
LK-6154180	755	31	787	1104	198	491	15	39			1								0			0							0	0														0		
LK-6154185	1061	44	1105	1551	278	690	21	55			2								0			0							0	0														0		
LK-6154190	810	34	844	1185	213	527	16	42			1								0			0							0	0														0		
LK-6154195	691	29	720	1011	181	450	14	36			1								0			0							0	0														0		
LK-6154200	788	33	821	1152	207	512	16	41			1								0			0							0	0														0		
LK-6154205	664	27	692	972	174	432	13	35			1								0			0							0	0														0		
LK-6154210	538	22	561	787	141	350	11	28			1								0			0							0	0														0		
LK-6154215	444	18	462	649	116	288	9	23			0								0			0							0	0														0		
LK-6154220	733	30	764	1072	192	477	15	38			1								0			0							0	0														0		
LK-6154225	726	30	756	1062	190	472	14	38			1								0			0							0	0														0		
LK-6154230	865	36	901	1265	227	563	17	45			1								0			0							0	0														0		
LK-6154235	858	36	894	1255	225	558	17	45			1								0			0							0	0														0		
LK-6154240	1059	44	1103	1548	278	689	21	55			2								0			0							0	0														0		
LK-6154245	1231	51	1283	1801	323	801	25	64			2								0			0							1	0														1		
LK-6154250	731	30	762	1070	192	476	15	38			1								0			0							0	0														0		
LK-6154255	1160	48	1209	1696	305	755	23	61			2								0			0							1	0														1		
LK-6154260	442	18	460	646	116	287	9	23			0								0			0							0	0														0		
LK-6154265	430	18	448	630	113	280	8	22			0								0			0							0	0														0		
LK-6154270	724	30	755	1059	190	471	14	38			1								0			0							0	0														0		
LK-6157	29112	1740	30875	41852	8186	18632	696	1092			43								5			5							5	3														1		
LK-6157005	573	34	608	824	161	367	14	21			1								0			0							0	0														0		
LK-6157010	479	28	508	689	135	307	11	18			1								0			0							0	0														0		
LK-6157015	912	55	967	1311	257	583	22	34			2								0			0							0	0														0		
LK-6157020	550	33	583	790	155	352	13	21			1								0			0							0	0														0		
LK-6157025	664	40	705	955	187	425	16	25			1								0			0							0	0														0		
LK-6157030	537	32	569	772	151	344	13	20			1								0			0							0	0														0		
LK-6157035	376	22	399	541	106	241	9	14			0								0			0							0	0														0		
LK-6157040	383	23	406	550	107	245	9	14			0								0			0							0	0														0		
LK-6157045	840	50	891	1207	236	537	20	32			1								0			0							0	0														0		
LK-6157050	531	32	564	764	149	340	13	20			1								0			0							0	0														0		
LK-6157055	1617	97	1715	2324	455	1035	39	62			3								1			1							1	1														0		
LK-6157060	734	44	778	1055	206	470	18	28			1								0			0							0	0														0		
LK-6157065	558	33	591	802	157	357	13	21			1								0			0							0	0														0		
LK-6157070	511	30	542	735	144	327	12	19			1								0			0							0	0														0		
LK-6157075	296	17	314	426	83	189	7	11			0								0			0							0	0														0		
LK-6157080	964	58	1023	1386	271	617	23	36			2								0			0							0	0														0		
LK-6157085	1159	70	1229	1666	326	742	28	44			2								1			1							1	0														0		
LK-6157090	723	43	767	1039	203	463	17	27			1								0			0							0	0														0		
LK-6157095	1029	62	1091	1479	290	659	25	39			2								0			0							0	0														0		
LK-6157100	2394	144	2539	3441	674	1532	58	91			5								2			2							2	1														1		
LK-6157105	1795	108	1903	2580	505	1149	44	68			4								1			1							1	1														0		
LK-6157110	696	42	738	1000	196	445	17	26			1								0			0							0	0														0		
LK-6157115	984	59	1044	1415	277	630	24	37			2								0			0							0	0														0		
LK-6157120	344	20	365	495	97	220	8	13			0								0			0							0	0														0		
LK-6157125	747	45	792	1074	210	478	18	28			1								0			0							0	0														0		
LK-6157130	389	23	412	559	109	249	9	14			0								0			0							0	0														0		
LK-6157135	307	18	326	442	86	197	7	11			0								0			0							0	0														0		
LK-6157140	318	19	338	458	89	204	7	12			0								0			0							0	0														0		
LK-6157145	528	31	560	759	148	338	13	20			1								0			0							0	0														0		
LK-6157150	542	32	575	779	152	347	13	20			1								0			0							0	0														0		
LK-6157155	337	20	357	484	94	215	8	12			0								0			0							0	0														0		
