entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-6160185	352	4	356	459	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	168	0	0	0
LK-6160190	436	5	442	570	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	209	0	0	0
LK-6160195	609	7	616	794	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	291	0	0	0
LK-6160200	1201	14	1216	1568	0	1	0	0	0	0	0	0	1	615	0	0	0	0	1	575	1	0	0
LK-6160205	366	4	371	478	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	175	0	0	0
LK-6160210	519	6	525	677	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	248	0	0	0
LK-6160215	601	7	609	785	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	287	0	0	0
LK-6160220	893	10	904	1166	0	0	0	0	0	0	0	0	0	457	0	0	0	0	1	427	1	0	0
LK-6160225	813	9	823	1062	0	0	0	0	0	0	0	0	0	416	0	0	0	0	1	389	0	0	0
LK-6160230	1101	13	1115	1438	0	0	0	0	0	0	0	0	1	564	0	0	0	0	1	527	1	0	0
LK-6160235	522	6	528	682	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	250	0	0	0
LK-6160240	498	5	504	651	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	238	0	0	0
LK-6160245	439	5	445	574	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	210	0	0	0
LK-6160250	894	10	905	1167	0	0	0	0	0	0	0	0	0	458	0	0	0	0	1	428	1	0	0
LK-6160255	357	4	361	466	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	170	0	0	0
LK-6160260	856	10	866	1118	0	0	0	0	0	0	0	0	0	438	0	0	0	0	1	409	1	0	0
LK-6160265	290	3	294	379	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	139	0	0	0
LK-6160270	408	4	413	533	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	195	0	0	0
LK-6160275	516	6	522	673	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	246	0	0	0
LK-6160280	554	6	560	723	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	265	0	0	0
LK-6160285	784	9	794	1024	0	0	0	0	0	0	0	0	0	401	0	0	0	0	1	375	0	0	0
LK-6160290	314	3	318	410	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	150	0	0	0
LK-6160295	484	5	489	631	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	231	0	0	0
LK-6160300	661	7	669	863	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	316	0	0	0
LK-6160305	683	8	691	891	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	326	0	0	0
LK-6160310	443	5	448	578	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	212	0	0	0
LK-6160315	331	3	335	432	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	158	0	0	0
LK-6160320	411	4	416	536	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	196	0	0	0
LK-6160325	422	5	427	551	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	202	0	0	0
LK-6160330	350	4	354	457	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	167	0	0	0
LK-6160335	350	4	354	456	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	167	0	0	0
LK-6160340	235	2	238	307	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	112	0	0	0
LK-6160345	240	2	243	313	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	115	0	0	0
LK-6160350	303	3	306	395	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	144	0	0	0
LK-6160355	172	2	174	224	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	82	0	0	0
LK-6163	52350	459	52870	70149	1	8	0	0	0	0	0	0	1	23796	1	0	0	0	14	27954	20	0	0
LK-6163005	270	2	273	362	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	144	0	0	0
LK-6163010	549	5	554	735	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	293	0	0	0
LK-6163015	481	4	486	644	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	257	0	0	0
LK-6163020	573	5	579	768	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	306	0	0	0
LK-6163025	433	4	437	580	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	231	0	0	0
LK-6163030	591	5	597	792	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	316	0	0	0
LK-6163035	348	3	351	466	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	186	0	0	0
LK-6163040	473	4	477	633	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	252	0	0	0
LK-6163045	566	5	572	758	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	302	0	0	0
LK-6163050	211	2	213	283	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	113	0	0	0
LK-6163055	451	4	455	604	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	241	0	0	0
LK-6163060	415	4	419	557	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	222	0	0	0
LK-6163065	447	4	452	599	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	239	0	0	0
LK-6163070	864	8	872	1157	0	1	0	0	0	0	0	0	0	393	0	0	0	0	1	461	1	0	0
LK-6163075	482	4	487	646	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	257	0	0	0
LK-6163080	394	3	398	528	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	210	0	0	0
LK-6163085	627	6	634	841	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	335	1	0	0
LK-6163090	413	4	417	553	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	221	0	0	0
LK-6163095	441	4	445	591	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	235	0	0	0
LK-6163100	312	3	315	418	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	167	0	0	0
LK-6163105	549	5	554	735	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	293	0	0	0
LK-6163110	519	5	524	695	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	277	0	0	0
LK-6163115	468	4	473	627	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	250	0	0	0
LK-6163120	1071	10	1082	1435	0	1	0	0	0	0	0	0	0	487	0	0	0	0	1	572	1	0	0
LK-6163125	346	3	350	464	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	185	0	0	0
LK-6163130	622	6	628	834	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	332	1	0	0
LK-6163135	540	5	545	724	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	288	0	0	0
LK-6163140	967	9	977	1296	0	1	0	0	0	0	0	0	0	440	0	0	0	0	1	517	1	0	0
LK-6163145	886	8	895	1187	0	1	0	0	0	0	0	0	0	403	0	0	0	0	1	473	1	0	0
LK-6163150	906	8	915	1213	0	1	0	0	0	0	0	0	0	412	0	0	0	0	1	484	1	0	0
LK-6163155	783	7	791	1050	0	0	0	0	0	0	0	0	0	356	0	0	0	0	1	418	1	0	0
LK-6163160	743	7	750	995	0	0	0	0	0	0	0	0	0	338	0	0	0	0	1	397	1	0	0
LK-6163165	446	4	450	597	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	238	0	0	0
LK-6163170	670	6	677	898	0	0	0	0	0	0	0	0	0	305	0	0	0	0	1	358	1	0	0
LK-6163175	483	4	488	648	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	258	0	0	0
LK-6163180	551	5	556	738	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	294	0	0	0
LK-6163185	669	6	676	897	0	0	0	0	0	0	0	0	0	304	0	0	0	0	1	358	1	0	0
LK-6163190	474	4	479	635	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	253	0	0	0
LK-6163195	407	3	411	545	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	217	0	0	0
LK-6163200	339	3	343	455	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	181	0	0	0
LK-6163205	141	1	142	189	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	75	0	0	0
LK-6163210	1164	11	1176	1560	1	1	0	0	0	0	0	0	1	530	1	0	0	0	1	622	1	0	0
LK-6163215	883	8	892	1183	0	1	0	0	0	0	0	0	0	402	0	0	0	0	1	472	1	0	0
LK-6163220	314	3	317	420	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	167	0	0	0
LK-6163225	584	5	589	782	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	312	0	0	0
LK-6163230	581	5	586	778	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	310	0	0	0
LK-6163235	637	6	643	853	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	340	1	0	0
LK-6163240	259	2	262	348	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	138	0	0	0
LK-6163245	444	4	448	595	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	237	0	0	0
LK-6163250	380	3	384	509	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	203	0	0	0
LK-6163255	356	3	360	477	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	190	0	0	0
LK-6163260	519	5	524	696	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	277	0	0	0
LK-6163265	508	4	513	681	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	271	0	0	0
LK-6163270	314	3	317	421	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	168	0	0	0
LK-6163275	95	0	96	127	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	50	0	0	0
LK-6163280	194	1	196	260	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	103	0	0	0
LK-6163285	443	4	447	594	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	237	0	0	0
LK-6163290	672	6	679	901	0	0	0	0	0	0	0	0	0	306	0	0	0	0	1	359	1	0	0
LK-6163295	213	2	215	286	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	114	0	0	0
LK-6163300	266	2	269	356	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	142	0	0	0
LK-6163305	518	5	523	694	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	277	0	0	0
LK-6163310	284	2	286	380	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	151	0	0	0
LK-6163315	454	4	458	608	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	242	0	0	0
LK-6163320	255	2	258	342	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	136	0	0	0
LK-6163325	417	4	421	559	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	223	0	0	0
LK-6163330	325	3	328	436	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	173	0	0	0
LK-6163335	245	2	247	328	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	131	0	0	0
LK-6163340	529	5	535	709	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	283	0	0	0
LK-6163345	309	3	312	414	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	165	0	0	0
LK-6163350	486	4	490	651	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	259	0	0	0
LK-6163355	321	3	325	431	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	172	0	0	0
LK-6163360	350	3	353	469	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	187	0	0	0
LK-6163365	733	7	740	982	0	0	0	0	0	0	0	0	0	333	0	0	0	0	1	392	1	0	0
LK-6163370	630	6	637	845	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	337	1	0	0
LK-6163375	177	1	179	238	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	95	0	0	0
LK-6163380	199	1	201	267	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	106	0	0	0
LK-6163385	194	1	196	260	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	103	0	0	0
LK-6163390	388	3	392	520	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	207	0	0	0
LK-6163395	638	6	644	855	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	341	1	0	0
LK-6163400	294	2	297	394	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	157	0	0	0
LK-6163405	395	3	399	529	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	211	0	0	0
LK-6163410	603	5	609	808	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	322	0	0	0
LK-6163415	477	4	482	639	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	255	0	0	0
LK-6163420	661	6	668	886	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	353	1	0	0
LK-6163425	350	3	354	470	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	187	0	0	0
LK-6163430	166	1	168	223	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	89	0	0	0
LK-6163435	397	3	401	532	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	212	0	0	0
LK-6163440	389	3	393	521	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	208	0	0	0
LK-6163445	425	4	429	569	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	227	0	0	0
LK-6163450	918	8	927	1230	0	1	0	0	0	0	0	0	0	417	0	0	0	0	1	490	1	0	0
LK-6163455	599	5	604	802	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	320	0	0	0
LK-6163460	362	3	365	485	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	193	0	0	0
LK-6163465	274	2	276	367	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	146	0	0	0
LK-6163470	272	2	275	365	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	145	0	0	0
LK-6163475	329	3	332	440	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	175	0	0	0
LK-6163480	443	4	447	594	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	237	0	0	0
LK-6163485	319	3	322	427	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	170	0	0	0
LK-6163490	157	1	158	210	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	83	0	0	0
LK-6163495	361	3	365	484	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	193	0	0	0
LK-6163500	414	4	418	554	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	221	0	0	0
LK-6163505	355	3	359	476	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	190	0	0	0
LK-6163510	327	3	331	439	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	175	0	0	0
LK-6163515	575	5	581	770	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	307	0	0	0
LK-6163520	238	2	241	319	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	127	0	0	0
LK-6163525	464	4	469	622	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	248	0	0	0
LK-6163530	457	4	462	613	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	244	0	0	0
LK-6163535	524	5	529	701	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	280	0	0	0
LK-6163540	330	3	334	443	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	176	0	0	0
LK-6163545	517	5	522	693	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	276	0	0	0
LK-6163550	288	2	291	386	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	154	0	0	0
LK-6163555	395	3	399	530	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	211	0	0	0
LK-6163560	532	5	537	713	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	284	0	0	0
LK-6163565	544	5	549	728	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	290	0	0	0
LK-6166	20775	131	20923	26810	0	1	0	0	0	0	0	0	0	9825	0	0	0	0	3	10776	1	0	0
LK-6166005	250	1	252	323	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	130	0	0	0
LK-6166010	621	4	625	801	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	322	0	0	0
LK-6166015	436	3	439	563	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	226	0	0	0
LK-6166020	432	3	435	557	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	224	0	0	0
LK-6166025	369	2	372	477	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	192	0	0	0
LK-6166030	260	1	262	335	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	135	0	0	0
LK-6166035	643	4	648	830	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	334	0	0	0
LK-6166040	505	3	509	652	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	262	0	0	0
LK-6166045	686	4	690	885	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	356	0	0	0
LK-6166050	329	2	331	425	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	171	0	0	0
LK-6166055	500	3	504	646	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	259	0	0	0
LK-6166060	413	3	416	533	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	214	0	0	0
LK-6166065	429	3	432	553	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	222	0	0	0
LK-6166070	1031	7	1038	1330	0	0	0	0	0	0	0	0	0	488	0	0	0	0	1	535	0	0	0
LK-6166075	662	4	667	854	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	343	0	0	0
LK-6166080	503	3	506	649	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	261	0	0	0
LK-6166085	473	3	476	610	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	245	0	0	0
LK-6166090	486	3	490	628	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	252	0	0	0
LK-6166095	659	4	664	851	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	342	0	0	0
LK-6166100	434	3	437	560	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	225	0	0	0
LK-6166105	748	5	753	965	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	388	0	0	0
LK-6166110	294	2	296	379	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	152	0	0	0
LK-6166115	548	3	552	707	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	284	0	0	0
LK-6166120	773	5	779	998	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	401	0	0	0
LK-6166125	339	2	342	438	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	176	0	0	0
LK-6166130	928	6	935	1198	0	0	0	0	0	0	0	0	0	439	0	0	0	0	1	482	0	0	0
LK-6166135	1318	9	1327	1700	0	1	0	0	0	0	0	0	0	623	0	0	0	0	1	684	1	0	0
LK-6166140	586	4	590	756	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	304	0	0	0
LK-6166145	687	4	692	886	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	356	0	0	0
LK-6166150	471	3	474	607	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	244	0	0	0
LK-6166155	836	6	842	1079	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	434	0	0	0
LK-6166160	518	3	522	669	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	269	0	0	0
LK-6166165	395	2	398	510	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	205	0	0	0
LK-6166170	379	2	381	489	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	196	0	0	0
LK-6166175	602	4	606	777	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	312	0	0	0
LK-6166180	465	3	468	600	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	241	0	0	0
LK-6166185	353	2	356	456	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	183	0	0	0
LK-6166190	414	3	417	534	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	215	0	0	0
LK-6169	31784	210	32013	41323	6	9	0	0	1	0	0	4	1	15421	2	0	0	0	9	16071	6	0	0
LK-6169005	651	4	656	847	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	329	0	0	0
LK-6169010	663	4	668	862	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	335	0	0	0
LK-6169015	769	5	775	1000	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	389	0	0	0
LK-6169020	503	3	507	654	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	254	0	0	0
LK-6169025	641	4	646	834	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	324	0	0	0
LK-6169030	409	3	412	532	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	207	0	0	0
LK-6169035	791	5	797	1029	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	400	0	0	0
LK-6169040	1423	10	1434	1850	1	1	0	0	0	0	0	1	0	691	0	0	0	0	1	720	1	0	0
LK-6169045	602	4	606	783	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	304	0	0	0
LK-6169050	729	5	734	948	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	369	0	0	0
LK-6169055	1135	8	1143	1476	1	1	0	0	0	0	0	0	0	551	0	0	0	0	1	574	1	0	0
LK-6169060	2225	16	2242	2893	2	2	0	0	1	0	0	1	1	1080	1	0	0	0	2	1126	2	0	0
LK-6169065	874	6	880	1136	0	1	0	0	0	0	0	0	0	424	0	0	0	0	1	442	0	0	0
LK-6169070	1486	10	1497	1932	1	1	0	0	0	0	0	1	0	721	0	0	0	0	1	752	1	0	0
LK-6169075	788	5	794	1024	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	398	0	0	0
LK-6169080	436	3	439	567	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	220	0	0	0
LK-6169085	517	3	520	672	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	261	0	0	0
LK-6169090	550	4	554	715	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	278	0	0	0
LK-6169095	535	3	539	695	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	270	0	0	0
LK-6169100	787	5	792	1023	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	398	0	0	0
LK-6169105	719	5	724	935	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	364	0	0	0
LK-6169110	525	3	529	683	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	266	0	0	0
LK-6169115	832	6	838	1082	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	421	0	0	0
LK-6169120	488	3	491	634	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	247	0	0	0
LK-6169125	914	6	921	1189	0	1	0	0	0	0	0	0	0	444	0	0	0	0	1	462	0	0	0
LK-6169130	592	4	596	770	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	299	0	0	0
LK-6169135	565	4	569	734	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	286	0	0	0
LK-6169140	608	4	613	791	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	308	0	0	0
LK-6169145	1669	12	1681	2169	1	1	0	0	0	0	0	1	0	810	1	0	0	0	1	844	1	0	0
LK-6169150	800	5	806	1040	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	404	0	0	0
LK-6169155	933	6	939	1212	0	1	0	0	0	0	0	0	0	453	0	0	0	0	1	472	0	0	0
LK-6169160	424	3	427	551	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	214	0	0	0
LK-6169165	478	3	481	621	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	242	0	0	0
LK-6169170	471	3	474	612	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	238	0	0	0
LK-6169175	786	5	791	1021	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	397	0	0	0
LK-6169180	437	3	440	568	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	221	0	0	0
LK-6169185	564	4	568	734	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	285	0	0	0
LK-6169190	300	2	302	390	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	151	0	0	0
LK-6169195	358	2	361	466	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	181	0	0	0
LK-6169200	548	4	552	713	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	277	0	0	0
LK-6169205	361	2	363	469	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	182	0	0	0
LK-6169210	520	3	524	676	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	263	0	0	0
LK-6169215	600	4	604	780	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	303	0	0	0
LK-6169220	395	2	398	513	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	200	0	0	0
LK-6169225	383	2	386	498	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	194	0	0	0
LK-6172	45453	302	45790	59100	4	11	0	0	0	0	0	1	0	22052	0	0	0	0	13	22982	7	0	0
LK-6172005	265	1	267	345	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	134	0	0	0
LK-6172010	887	6	894	1154	0	1	0	0	0	0	0	0	0	431	0	0	0	0	1	449	0	0	0
LK-6172015	290	2	292	377	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	146	0	0	0
LK-6172020	844	6	851	1098	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	427	0	0	0
LK-6172025	936	6	943	1217	0	1	0	0	0	0	0	0	0	454	0	0	0	0	1	473	0	0	0
LK-6172030	539	3	543	701	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	273	0	0	0
LK-6172035	626	4	631	814	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	317	0	0	0
LK-6172040	977	7	984	1271	0	1	0	0	0	0	0	0	0	474	0	0	0	0	1	494	1	0	0
LK-6172045	862	6	868	1121	0	0	0	0	0	0	0	0	0	418	0	0	0	0	1	436	0	0	0
LK-6172050	1274	9	1284	1657	1	1	0	0	0	0	0	0	0	619	0	0	0	0	1	645	1	0	0
LK-6172055	650	4	654	845	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	328	0	0	0
LK-6172060	837	6	843	1088	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	423	0	0	0
LK-6172065	614	4	619	799	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	311	0	0	0
LK-6172070	785	5	791	1020	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	397	0	0	0
LK-6172075	666	4	671	866	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	337	0	0	0
LK-6172080	991	7	999	1289	0	1	0	0	0	0	0	0	0	481	0	0	0	0	1	501	1	0	0
LK-6172085	527	3	531	685	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	267	0	0	0
LK-6172090	940	6	947	1222	0	1	0	0	0	0	0	0	0	456	0	0	0	0	1	476	0	0	0
LK-6172095	1362	10	1372	1771	1	1	0	0	0	0	0	1	0	661	0	0	0	0	1	689	1	0	0
LK-6172100	1221	8	1230	1587	1	1	0	0	0	0	0	0	0	593	0	0	0	0	1	618	1	0	0
LK-6172105	608	4	613	791	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	308	0	0	0
LK-6172110	733	5	738	952	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	370	0	0	0
LK-6172115	691	5	696	898	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	349	0	0	0
LK-6172120	683	5	688	887	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	345	0	0	0
LK-6172125	441	3	445	574	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	223	0	0	0
