entity_id	valid	rejected	polled	electors	UNP	UPFA	JHU	NLF	S	JSP	UMPA	EPDP	USP	NPP	ULF	SLMK	SEP	IP2D	IP7D	IP1D	IP4D	IP6D	SMBP	IP5D	IP8D	SLNF	IP3D	IP9D	RJP	SLPF
LK-7215	34832	2365	37231	49274	14877	19303	421	0		1			94					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215005	614	42	656	869	262	340	7	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215010	465	31	497	657	198	257	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215015	401	27	428	567	171	222	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215020	397	27	424	561	169	220	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215025	784	53	838	1110	335	435	10	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215030	688	47	735	973	294	381	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215035	380	26	406	538	162	211	4	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215040	506	34	541	716	216	280	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215045	430	29	459	608	183	238	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215050	642	44	687	909	274	356	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215055	382	26	409	541	163	212	4	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215060	477	32	509	674	203	264	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215065	247	16	264	349	105	137	3	0		0			0					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215070	475	32	508	672	203	263	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215075	442	30	472	625	189	245	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215080	424	29	453	599	181	235	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215085	658	45	704	931	281	365	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215090	393	26	420	556	168	218	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215095	466	32	499	660	199	258	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215100	359	24	383	507	153	199	4	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215105	845	57	903	1195	361	468	10	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215110	760	52	813	1076	325	421	9	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215115	528	36	565	747	226	293	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215120	672	46	718	951	287	372	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215125	606	41	648	858	259	336	7	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215130	993	68	1061	1405	424	550	12	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215135	496	34	530	701	212	275	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215140	353	24	377	499	151	195	4	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215145	509	34	544	720	217	282	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215150	485	33	518	686	207	269	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215155	573	39	613	811	245	318	7	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215160	720	49	769	1018	307	399	9	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215165	421	28	450	595	180	233	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215170	784	53	838	1110	335	435	10	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215175	742	50	793	1049	317	411	9	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215180	496	34	531	702	212	275	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215185	646	44	690	913	276	358	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215190	2164	148	2313	3061	925	1200	27	0		1			7					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215195	694	47	742	982	297	385	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215200	999	68	1068	1413	427	554	12	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215205	624	42	667	883	267	346	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215210	1099	75	1175	1555	470	609	14	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215215	621	42	664	879	265	344	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215220	847	58	906	1199	362	470	10	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215225	897	61	959	1269	383	497	11	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215230	878	60	938	1242	375	487	11	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215235	1045	71	1117	1478	447	579	13	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215240	753	51	805	1065	322	417	9	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215245	626	43	669	886	268	347	8	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215250	562	38	601	795	240	311	7	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215255	356	24	381	504	152	197	4	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215260	362	24	386	511	154	200	4	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215265	381	26	407	538	162	211	4	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215270	829	56	886	1173	354	460	10	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7215275	836	57	894	1183	357	463	10	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218	19851	1505	21377	28518	7096	12301	332	0		0			51					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218005	805	61	867	1156	288	499	13	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218010	742	56	799	1066	265	460	12	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218015	1436	109	1547	2063	514	890	24	0		0			4					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218020	686	52	738	985	245	425	11	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218025	328	25	353	471	117	203	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218030	588	45	633	845	210	364	10	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218035	657	50	708	944	235	407	11	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218040	828	63	892	1190	296	513	14	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218045	467	35	503	671	167	289	8	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218050	1015	77	1093	1458	363	629	17	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218055	832	63	896	1196	298	516	14	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218060	851	65	916	1222	304	527	14	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218065	724	55	779	1040	259	448	12	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218070	765	58	824	1099	273	474	13	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218075	635	48	683	912	227	393	11	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218080	322	24	346	462	115	199	5	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218085	538	41	580	773	192	333	9	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218090	411	31	442	590	147	254	7	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218095	868	66	935	1247	310	538	15	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218100	1056	80	1137	1517	378	655	18	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218105	317	24	342	456	113	197	5	0		0			0					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218110	966	73	1040	1387	345	598	16	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218115	350	26	377	503	125	217	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218120	1056	80	1137	1517	378	655	18	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218125	1101	84	1186	1582	394	683	19	0		0			3					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218130	661	50	712	950	236	410	11	0		0			2					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218135	380	29	410	547	136	236	6	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-7218140	466	35	502	669	166	289	8	0		0			1					0	0	0	0	0	0	0	0	0	0	0	0	
LK-8	561856	42518	604835	796448	252328	295648	9150	95	0	341			308		470			0	58	2	1	0	5	1		3	1		5	2
LK-81	354661	29582	384543	510834	175896	169327	5986	82	0	311			296		364			0	56	0	0	0	0	0			0		0	0
LK-8103	31084	2026	33134	44215	14153	16476	199	0	0	4			30		36			0	14	0	0	0	0	0			0		0	0
LK-8103005	770	50	821	1096	351	408	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103010	889	58	948	1264	405	471	6	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103015	779	51	831	1109	355	413	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103020	826	54	881	1175	376	438	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103025	648	42	691	922	295	344	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8103030	559	36	596	796	255	296	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8103035	771	50	822	1096	351	408	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103040	751	49	801	1069	342	398	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103045	1026	67	1094	1460	467	544	7	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103050	983	64	1047	1398	447	521	6	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103055	1023	67	1091	1455	466	542	7	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103060	678	44	722	964	308	359	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8103065	643	42	685	914	293	341	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8103070	1652	108	1761	2350	753	876	11	0	0	1			2		2			0	1	0	0	0	0	0			0		0	0
LK-8103075	1311	86	1398	1865	597	695	9	0	0	1			1		2			0	1	0	0	0	0	0			0		0	0
LK-8103080	830	54	885	1180	378	440	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103085	690	45	735	981	314	366	4	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103090	1017	66	1084	1447	463	539	7	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103095	987	64	1052	1403	449	523	6	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103100	894	58	953	1271	407	474	6	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103105	509	33	543	725	232	270	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8103110	772	50	822	1098	351	409	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103115	822	54	876	1169	374	436	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103120	811	53	865	1154	369	430	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103125	1375	90	1465	1955	626	729	9	0	0	1			1		2			0	1	0	0	0	0	0			0		0	0
LK-8103130	937	61	999	1333	427	497	6	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103135	955	62	1018	1359	435	506	6	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103140	1108	72	1181	1576	504	587	7	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103145	922	60	983	1312	420	489	6	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103150	867	57	924	1233	395	459	6	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103155	903	59	963	1285	411	479	6	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103160	1116	73	1189	1587	508	592	7	0	0	1			1		1			0	1	0	0	0	0	0			0		0	0
LK-8103165	852	56	908	1211	388	451	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103170	818	53	871	1163	372	433	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8103175	590	38	629	840	269	313	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8106	21166	1373	22560	30110	9632	11211	127	0	0	0			10		16			0	1	0	0	0	0	0			0		0	0
LK-8106005	696	45	742	991	317	369	4	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106010	532	35	567	757	242	282	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106015	864	56	921	1229	393	458	6	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106020	804	52	857	1144	366	426	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106025	600	39	640	854	273	318	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8106030	362	23	385	514	164	191	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106035	435	28	464	619	198	231	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106040	542	35	578	771	247	287	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106045	874	57	931	1243	398	463	6	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106050	155	10	165	220	70	82	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106055	416	27	443	591	189	220	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106060	242	15	258	344	110	128	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106065	669	44	713	951	304	354	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8106070	875	57	932	1244	398	464	6	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106075	672	44	716	956	306	356	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8106080	695	45	741	989	316	368	4	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106085	780	51	831	1109	355	413	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106090	923	60	983	1312	420	489	6	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8106095	461	30	492	656	210	244	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106100	226	14	241	322	103	120	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106105	336	22	358	478	153	178	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106110	542	35	578	771	247	287	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106115	610	40	650	868	278	323	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8106120	735	48	784	1046	335	390	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106125	506	33	540	720	230	268	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106130	249	16	265	354	113	132	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106135	229	15	244	325	104	121	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106140	724	47	772	1030	330	384	5	0	0	0			1		1			0	0	0	0	0	0	0			0		0	0
LK-8106145	257	16	274	366	117	136	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106150	631	41	672	897	287	334	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8106155	441	29	470	628	201	234	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106160	414	27	441	589	188	219	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106165	399	26	426	568	182	211	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106170	195	12	208	278	89	103	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106175	321	21	342	457	146	170	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106180	356	23	379	506	162	188	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106185	608	40	648	865	277	322	4	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8106190	275	18	293	391	125	145	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106195	389	25	415	554	177	206	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106200	317	20	338	451	144	168	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106205	279	18	298	398	127	148	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8106210	530	34	565	754	241	281	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109	8482	763	9252	12938	3874	4456	52	0	0	1			6		9			0	6	0	0	0	0	0			0		0	0
LK-8109005	651	59	711	994	298	342	4	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8109010	531	48	579	810	243	279	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8109015	600	54	654	915	274	315	4	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8109020	519	47	566	791	237	273	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8109025	313	28	342	478	143	165	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109030	156	14	170	239	71	82	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109035	158	14	172	241	72	83	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109040	881	80	961	1343	402	463	6	0	0	1			1		1			0	1	0	0	0	0	0			0		0	0
LK-8109045	390	35	425	594	178	205	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109050	195	17	212	297	89	102	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109055	278	25	303	424	127	146	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109060	285	25	311	435	130	150	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109065	523	47	571	798	239	275	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8109070	630	57	688	961	288	331	4	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8109075	577	52	629	879	263	303	4	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8109080	659	59	719	1005	301	346	4	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8109085	242	22	264	370	111	127	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109090	374	34	408	571	171	197	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109095	239	21	261	365	109	125	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8109100	281	25	306	428	128	147	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112	9923	889	10826	15139	4530	5210	61	0	0	0			2		4			0	2	0	0	0	0	0			0		0	0
LK-8112005	467	42	510	713	213	245	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112010	425	38	463	648	194	223	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112015	340	30	371	518	155	178	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112020	286	26	312	437	131	150	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112025	432	39	471	659	197	227	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112030	788	71	860	1202	360	414	5	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8112035	407	36	444	621	186	214	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112040	330	30	360	504	151	173	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112045	526	47	574	802	240	276	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8112050	489	44	534	746	223	257	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112055	377	34	411	575	172	198	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112060	456	41	498	696	208	240	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112065	271	24	295	413	124	142	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112070	263	23	287	402	120	138	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112075	279	25	304	426	127	146	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112080	252	22	275	384	115	132	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112085	180	16	197	275	82	95	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112090	328	29	358	501	150	172	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112095	399	36	435	608	182	209	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112100	294	26	321	449	134	155	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112105	201	18	219	306	91	105	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112110	285	25	311	436	130	150	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112115	367	33	401	560	168	193	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8112120	529	48	577	807	242	278	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8112125	687	62	749	1047	314	361	5	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8112130	265	24	289	404	121	139	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115	9708	869	10592	14808	4431	5102	58	0	0	0			5		6			0	5	0	0	0	0	0			0		0	0
LK-8115005	149	13	163	228	68	78	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115010	201	18	219	306	91	105	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115015	182	16	199	278	83	96	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115020	411	37	449	627	188	216	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115025	229	20	249	349	104	120	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115030	239	21	261	365	109	126	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115035	123	11	134	188	56	65	0	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115040	524	47	572	799	239	275	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8115045	384	34	419	585	175	202	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115050	231	20	252	352	105	121	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115055	394	35	430	601	180	207	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115060	397	36	434	606	181	209	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115065	642	58	701	980	294	338	4	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8115070	393	35	429	600	180	207	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115075	333	30	364	508	152	175	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115080	340	30	371	518	155	178	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115085	486	44	530	741	222	255	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115090	438	39	478	669	200	230	3	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115095	221	20	241	338	101	116	1	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115100	347	31	378	529	158	182	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115105	788	71	859	1201	360	414	5	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8115110	578	52	630	881	264	304	4	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8115115	273	24	298	417	125	144	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8115120	732	66	798	1116	334	385	5	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8115125	673	61	734	1026	307	354	5	0	0	0			1		1			0	1	0	0	0	0	0			0		0	0
LK-8118	21523	2186	23732	32068	12769	8368	146	0	0	27			25		40			0	0	0	0	0	0	0			0		0	0
LK-8118005	290	29	320	433	172	113	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8118010	317	32	350	473	188	123	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8118015	419	42	462	624	248	163	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8118020	493	50	544	735	293	192	3	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118025	269	27	296	401	159	104	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8118030	378	38	417	564	224	147	2	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8118035	415	42	458	619	246	161	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8118040	409	41	451	610	243	159	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8118045	709	72	782	1056	421	276	5	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118050	363	37	400	541	215	141	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8118055	927	95	1022	1381	550	361	7	0	0	2			2		2			0	0	0	0	0	0	0			0		0	0
LK-8118060	406	41	447	604	241	158	3	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8118065	828	84	913	1234	492	322	6	0	0	1			1		2			0	0	0	0	0	0	0			0		0	0
LK-8118070	484	49	534	721	287	188	3	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118075	1134	116	1251	1690	673	441	8	0	0	2			2		3			0	0	0	0	0	0	0			0		0	0
LK-8118080	467	47	514	695	277	181	3	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118085	456	46	503	679	270	177	3	0	0	1			0		1			0	0	0	0	0	0	0			0		0	0
LK-8118090	356	36	392	530	211	138	2	0	0	0			0		0			0	0	0	0	0	0	0			0		0	0
LK-8118095	586	60	646	873	348	228	4	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118100	524	53	578	781	311	204	4	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118105	500	51	551	744	296	194	3	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118110	612	62	675	911	363	238	4	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118115	376	38	415	561	223	146	2	0	0	0			0		1			0	0	0	0	0	0	0			0		0	0
LK-8118120	524	53	578	781	311	204	4	0	0	1			1		1			0	0	0	0	0	0	0			0		0	0
LK-8118125	799	81	881	1191	474	311	6	0	0	1			1		2			0	0	0	0	0	0	0			0		0	0
