entity_id	valid	rejected	polled	electors	PA	UNP	JVP	SMBP	LDA	SLMP	Liberal	Ind 1	Ind 2	PLSF	Ind 3	DUNF	PFF
LK-9130030	985	13	999	1191	545	395	24	2	2	1	3	3	3	1	1	0	0
LK-9130035	884	12	896	1068	489	355	22	1	2	1	3	3	3	1	0	0	0
LK-9130040	461	6	467	557	255	185	11	1	1	0	1	1	1	0	0	0	0
LK-9130045	501	7	509	606	277	201	12	1	1	0	1	1	1	0	0	0	0
LK-9130050	439	6	446	531	243	176	11	0	1	0	1	1	1	0	0	0	0
LK-9130055	748	10	759	904	414	300	18	1	1	0	2	2	2	0	0	0	0
LK-9130060	595	8	604	720	329	239	14	1	1	0	2	2	2	0	0	0	0
LK-9130065	365	5	370	442	202	146	9	0	0	0	1	1	1	0	0	0	0
LK-9130070	474	6	481	574	262	190	11	1	1	0	1	1	1	0	0	0	0
LK-9130075	858	12	871	1038	475	345	21	1	2	1	2	3	3	1	0	0	0
LK-9130080	460	6	467	556	254	184	11	1	1	0	1	1	1	0	0	0	0
LK-9130085	335	4	340	405	185	134	8	0	0	0	1	1	1	0	0	0	0
LK-9130090	864	12	876	1044	478	347	21	1	2	1	2	3	3	1	0	0	0
LK-9130095	532	7	540	644	294	214	13	1	1	0	1	1	1	0	0	0	0
LK-9130100	609	8	618	737	337	244	15	1	1	0	2	2	2	0	0	0	0
LK-9130105	473	6	480	572	262	190	11	1	1	0	1	1	1	0	0	0	0
LK-9133	21677	289	21985	26208	11993	8699	525	32	38	9	59	62	62	9	5	0	0
LK-9133005	909	12	922	1099	503	365	22	1	2	1	3	3	3	1	1	0	0
LK-9133010	514	7	521	622	284	206	12	1	1	0	1	1	1	0	0	0	0
LK-9133015	601	8	609	726	332	241	15	1	1	0	2	2	2	0	0	0	0
LK-9133020	890	12	903	1077	493	357	22	1	2	1	3	3	3	1	0	0	0
LK-9133025	856	12	868	1035	474	344	21	1	2	1	2	3	3	1	0	0	0
LK-9133030	885	12	897	1069	489	355	22	1	2	1	3	3	3	1	0	0	0
LK-9133035	1056	14	1071	1276	584	424	26	2	2	1	3	3	3	1	1	0	0
LK-9133040	754	10	765	912	417	303	18	1	1	0	2	2	2	0	0	0	0
LK-9133045	474	6	481	574	262	190	11	1	1	0	1	1	1	0	0	0	0
LK-9133050	498	7	505	602	275	200	12	1	1	0	1	1	1	0	0	0	0
LK-9133055	335	4	340	405	185	134	8	0	0	0	1	1	1	0	0	0	0
LK-9133060	777	11	788	940	430	312	19	1	1	0	2	2	2	0	0	0	0
LK-9133065	547	7	555	661	303	219	13	1	1	0	1	1	1	0	0	0	0
LK-9133070	703	9	713	850	389	282	17	1	1	0	2	2	2	0	0	0	0
LK-9133075	1210	17	1227	1463	670	486	30	2	2	1	4	4	4	1	1	0	0
LK-9133080	829	11	841	1002	459	333	20	1	2	1	2	2	2	1	0	0	0
LK-9133085	631	8	640	763	349	253	15	1	1	0	2	2	2	0	0	0	0
LK-9133090	661	9	671	799	366	265	16	1	1	0	2	2	2	0	0	0	0
LK-9133095	542	7	550	656	300	218	13	1	1	0	1	1	1	0	0	0	0
LK-9133100	381	5	386	460	210	153	9	0	0	0	1	1	1	0	0	0	0
LK-9133105	471	6	478	570	261	189	11	1	1	0	1	1	1	0	0	0	0
LK-9133110	499	7	506	603	276	200	12	1	1	0	1	1	1	0	0	0	0
LK-9133115	595	8	603	719	329	239	14	1	1	0	2	2	2	0	0	0	0
LK-9133120	901	12	914	1089	499	362	22	1	2	1	3	3	3	1	1	0	0
LK-9133125	570	8	578	689	315	229	14	1	1	0	1	2	2	0	0	0	0
LK-9133130	1091	15	1107	1319	604	438	27	2	2	1	3	3	3	1	1	0	0
LK-9133135	635	8	644	767	351	255	15	1	1	0	2	2	2	0	0	0	0
LK-9133140	484	6	491	585	268	194	12	1	1	0	1	1	1	0	0	0	0
LK-9133145	345	4	350	418	191	138	8	0	0	0	1	1	1	0	0	0	0
LK-9133150	576	8	584	697	319	231	14	1	1	0	1	2	2	0	0	0	0
LK-9133155	609	8	617	736	337	244	15	1	1	0	2	2	2	0	0	0	0
LK-9133160	376	5	381	454	208	151	9	0	0	0	1	1	1	0	0	0	0
LK-9133165	472	6	479	571	261	189	11	1	1	0	1	1	1	0	0	0	0
LK-9136	25713	398	26125	30617	13990	10648	502	52	41	33	76	77	100	28	28	2	2
LK-9136005	981	15	997	1169	534	406	19	2	2	1	3	3	4	1	1	0	0
LK-9136010	1470	23	1493	1750	800	609	29	3	3	2	5	5	6	2	2	0	0
LK-9136015	1154	18	1173	1374	628	478	23	2	2	1	3	4	4	1	1	0	0
LK-9136020	828	13	841	986	451	343	16	2	1	1	2	2	3	1	1	0	0
LK-9136025	765	12	778	911	416	317	15	1	1	1	2	2	3	1	1	0	0
LK-9136030	792	12	804	943	431	328	15	1	1	1	2	2	3	1	1	0	0
LK-9136035	678	10	689	808	369	281	13	1	1	1	2	2	2	0	0	0	0
LK-9136040	781	12	794	930	425	323	15	1	1	1	2	2	3	1	1	0	0
LK-9136045	1246	19	1266	1483	678	516	24	3	2	2	4	4	5	1	1	0	0
LK-9136050	1232	19	1251	1467	670	510	24	3	2	2	4	4	5	1	1	0	0
LK-9136055	1019	16	1036	1214	555	422	20	2	2	1	3	3	4	1	1	0	0
LK-9136060	883	14	898	1052	481	366	17	2	1	1	3	3	3	1	1	0	0
LK-9136065	1652	26	1679	1967	899	684	33	4	3	2	5	5	7	2	2	0	0
LK-9136070	1272	20	1293	1515	692	527	25	3	2	2	4	4	5	1	1	0	0
LK-9136075	1005	15	1021	1196	546	416	20	2	2	1	3	3	4	1	1	0	0
LK-9136080	922	14	937	1098	502	382	18	2	1	1	3	3	3	1	1	0	0
LK-9136085	832	13	845	990	452	344	16	2	1	1	2	2	3	1	1	0	0
LK-9136090	721	11	732	858	392	298	14	1	1	1	2	2	3	1	1	0	0
LK-9136095	1919	30	1949	2285	1044	795	38	4	3	3	6	6	8	2	2	1	1
LK-9136100	1429	22	1451	1701	777	592	28	3	2	2	4	4	6	2	2	0	0
LK-9136105	744	11	756	886	405	308	14	1	1	1	2	2	3	1	1	0	0
LK-9136110	1046	16	1063	1246	569	433	20	2	2	1	3	3	4	1	1	0	0
LK-9136115	2145	34	2179	2554	1167	889	43	5	4	3	7	7	9	3	3	1	1
LK-9136120	197	3	200	234	107	81	3	0	0	0	0	0	0	0	0	0	0
LK-9139	18515	284	18811	22048	10074	7669	361	35	29	21	52	54	67	15	15	0	0
LK-9139005	1632	25	1658	1943	888	676	32	4	3	2	5	5	6	2	2	0	0
LK-9139010	973	15	989	1159	529	403	19	2	2	1	3	3	4	1	1	0	0
LK-9139015	526	8	535	627	286	218	10	1	1	0	1	1	2	0	0	0	0
LK-9139020	1612	25	1638	1920	877	668	32	3	3	2	5	5	6	2	2	0	0
LK-9139025	604	9	614	720	329	250	12	1	1	1	2	2	2	0	0	0	0
LK-9139030	1458	23	1481	1736	793	604	29	3	3	2	4	5	6	2	2	0	0
LK-9139035	698	11	709	831	380	289	13	1	1	1	2	2	2	0	0	0	0
LK-9139040	869	13	883	1035	473	360	17	2	1	1	2	3	3	1	1	0	0
LK-9139045	663	10	674	790	361	275	13	1	1	1	2	2	2	0	0	0	0
LK-9139050	1058	16	1075	1260	576	438	21	2	2	1	3	3	4	1	1	0	0
LK-9139055	1105	17	1122	1315	601	458	22	2	2	1	3	3	4	1	1	0	0
LK-9139060	354	5	360	422	193	147	7	0	0	0	1	1	1	0	0	0	0
LK-9139065	1325	21	1346	1577	721	549	26	3	2	2	4	4	5	1	1	0	0
LK-9139070	597	9	606	711	325	247	11	1	1	1	2	2	2	0	0	0	0
LK-9139075	783	12	796	933	426	324	15	1	1	1	2	2	3	1	1	0	0
LK-9139080	1345	21	1366	1602	732	557	26	3	2	2	4	4	5	1	1	0	0
LK-9139085	479	7	486	570	260	198	9	1	0	0	1	1	2	0	0	0	0
LK-9139090	978	15	993	1164	532	405	19	2	2	1	3	3	4	1	1	0	0
LK-9139095	449	7	456	534	244	186	9	1	0	0	1	1	1	0	0	0	0
LK-9139100	785	12	798	935	427	325	15	1	1	1	2	2	3	1	1	0	0
LK-9139105	222	3	226	264	121	92	4	0	0	0	0	0	0	0	0	0	0
LK-9142	33757	579	34362	43016	16125	15986	867	73	33	35	120	83	125	36	20	0	0
LK-9142005	1488	26	1515	1896	711	705	39	4	2	2	6	4	6	2	1	0	0
LK-9142010	975	17	993	1243	466	462	25	2	1	1	4	3	4	1	1	0	0
LK-9142015	930	16	946	1185	444	440	24	2	1	1	3	2	4	1	1	0	0
LK-9142020	473	8	481	603	226	224	12	1	0	0	2	1	2	0	0	0	0
LK-9142025	600	10	611	764	286	284	15	1	0	1	2	1	2	1	0	0	0
LK-9142030	587	10	598	749	281	278	15	1	0	1	2	1	2	1	0	0	0
LK-9142035	396	7	403	504	189	187	10	1	0	0	1	1	1	0	0	0	0
LK-9142040	707	12	720	901	338	335	18	1	1	1	3	2	3	1	0	0	0
LK-9142045	410	7	418	523	196	194	10	1	0	0	1	1	1	0	0	0	0
LK-9142050	576	10	587	735	275	273	15	1	0	0	2	1	2	1	0	0	0
LK-9142055	1480	26	1507	1886	707	701	38	4	2	2	6	4	6	2	1	0	0
LK-9142060	683	12	695	871	326	324	17	1	1	1	2	2	2	1	0	0	0
LK-9142065	841	14	856	1071	402	398	22	2	1	1	3	2	3	1	1	0	0
LK-9142070	892	15	908	1136	426	422	23	2	1	1	3	2	3	1	1	0	0
LK-9142075	493	8	502	629	236	234	12	1	0	0	2	1	2	0	0	0	0
LK-9142080	617	11	628	786	295	292	16	1	1	1	2	1	2	1	0	0	0
LK-9142085	871	15	887	1110	416	413	22	2	1	1	3	2	3	1	1	0	0
LK-9142090	523	9	532	666	250	247	13	1	0	0	2	1	2	0	0	0	0
LK-9142095	839	14	854	1069	401	397	22	2	1	1	3	2	3	1	1	0	0
LK-9142100	448	7	456	571	214	212	11	1	0	0	1	1	1	0	0	0	0
LK-9142105	307	5	312	391	146	145	8	0	0	0	1	0	1	0	0	0	0
LK-9142110	422	7	429	538	201	200	11	1	0	0	1	1	1	0	0	0	0
LK-9142115	642	11	654	818	307	304	16	1	1	1	2	2	2	1	0	0	0
LK-9142120	735	13	748	937	351	348	19	2	1	1	3	2	3	1	0	0	0
LK-9142125	883	15	899	1126	422	418	23	2	1	1	3	2	3	1	1	0	0
LK-9142130	458	8	466	584	219	217	12	1	0	0	1	1	1	0	0	0	0
LK-9142135	937	16	954	1194	448	444	24	2	1	1	4	2	4	1	1	0	0
LK-9142140	325	5	331	414	155	154	8	0	0	0	1	1	1	0	0	0	0
LK-9142145	612	10	623	780	292	290	16	1	1	1	2	1	2	1	0	0	0
LK-9142150	488	8	496	621	233	231	12	1	0	0	2	1	2	0	0	0	0
LK-9142155	1848	32	1881	2354	883	875	48	5	3	3	7	5	8	3	2	0	0
LK-9142160	848	15	863	1080	405	401	22	2	1	1	3	2	3	1	1	0	0
LK-9142165	1842	32	1875	2347	880	873	48	5	3	3	7	5	7	3	2	0	0
LK-9142170	1108	19	1128	1412	529	525	29	3	1	1	4	3	4	1	1	0	0
LK-9142175	1385	24	1409	1764	662	656	36	3	2	2	5	4	6	2	1	0	0
LK-9142180	1122	20	1142	1430	536	532	29	3	1	1	4	3	4	1	1	0	0
LK-9142185	971	17	989	1238	464	460	25	2	1	1	4	3	4	1	1	0	0
LK-9142190	647	11	658	824	309	306	16	1	1	1	2	2	2	1	0	0	0
LK-9142195	654	11	666	834	312	310	17	1	1	1	2	2	2	1	0	0	0
LK-9142200	462	8	470	588	220	218	12	1	0	0	1	1	2	0	0	0	0
LK-9142205	986	17	1004	1257	471	467	25	2	1	1	4	3	4	1	1	0	0
LK-9142210	466	8	474	593	222	220	12	1	0	0	1	1	2	0	0	0	0
LK-9142215	500	8	509	637	239	237	13	1	0	0	2	1	2	0	0	0	0
LK-9142220	280	5	285	357	134	133	7	0	0	0	1	0	1	0	0	0	0
LK-9145	13672	228	13911	17418	6526	6472	342	26	4	4	43	31	44	4	1	0	0
LK-9145005	440	7	448	561	210	208	11	1	0	0	1	1	1	0	0	0	0
LK-9145010	471	8	479	600	225	223	12	1	0	0	2	1	2	0	0	0	0
LK-9145015	381	6	388	486	182	180	10	1	0	0	1	1	1	0	0	0	0
LK-9145020	480	8	488	611	229	227	12	1	0	0	2	1	2	0	0	0	0
LK-9145025	332	5	338	423	159	157	8	0	0	0	1	1	1	0	0	0	0
LK-9145030	426	7	433	543	203	202	11	1	0	0	1	1	1	0	0	0	0
LK-9145035	421	7	429	537	201	199	11	1	0	0	1	1	1	0	0	0	0
LK-9145040	228	4	232	290	109	108	5	0	0	0	0	0	0	0	0	0	0
LK-9145045	627	11	638	799	300	297	16	1	1	1	2	1	2	1	0	0	0
LK-9145050	526	9	536	671	251	249	13	1	0	0	2	1	2	0	0	0	0
LK-9145055	488	8	497	622	233	231	12	1	0	0	2	1	2	0	0	0	0
LK-9145060	359	6	365	458	171	170	9	1	0	0	1	1	1	0	0	0	0
LK-9145065	230	4	234	293	110	109	6	0	0	0	0	0	1	0	0	0	0
LK-9145070	379	6	385	482	181	179	9	1	0	0	1	1	1	0	0	0	0
LK-9145075	418	7	425	532	199	198	10	1	0	0	1	1	1	0	0	0	0
LK-9145080	515	9	524	656	246	244	13	1	0	0	2	1	2	0	0	0	0
LK-9145085	360	6	366	458	172	170	9	1	0	0	1	1	1	0	0	0	0
LK-9145090	477	8	486	608	228	226	12	1	0	0	2	1	2	0	0	0	0
LK-9145095	453	8	461	577	216	214	11	1	0	0	1	1	1	0	0	0	0
LK-9145100	502	8	511	639	240	238	13	1	0	0	2	1	2	0	0	0	0
LK-9145105	381	6	388	485	182	180	9	1	0	0	1	1	1	0	0	0	0
LK-9145110	455	8	463	580	217	216	11	1	0	0	1	1	1	0	0	0	0
LK-9145115	313	5	318	399	149	148	8	0	0	0	1	0	1	0	0	0	0
LK-9145120	485	8	493	617	231	229	12	1	0	0	2	1	2	0	0	0	0
LK-9145125	667	11	678	849	318	316	17	1	1	1	2	2	2	1	0	0	0
LK-9145130	662	11	674	844	316	314	17	1	1	1	2	2	2	1	0	0	0
LK-9145135	522	9	531	665	249	247	13	1	0	0	2	1	2	0	0	0	0
LK-9145140	378	6	384	481	180	179	9	1	0	0	1	1	1	0	0	0	0
LK-9145145	944	16	961	1203	451	447	24	2	1	1	4	3	4	1	1	0	0
LK-9145150	352	6	358	449	168	167	9	0	0	0	1	1	1	0	0	0	0
LK-9148	57066	1231	58316	74867	29317	21956	4414	124	144	56	226	209	235	79	37	15	13
LK-9148005	925	20	945	1213	475	356	71	2	2	1	3	3	4	1	0	0	0
LK-9148010	788	17	805	1034	405	303	61	2	2	1	3	3	3	1	0	0	0
LK-9148015	904	19	924	1186	464	348	70	2	2	1	3	3	4	1	0	0	0
LK-9148020	1245	27	1273	1634	640	479	96	3	3	1	5	4	5	2	1	0	0
LK-9148025	1076	23	1099	1412	553	414	83	2	3	1	4	4	4	1	1	0	0
LK-9148030	1514	33	1547	1986	778	583	117	3	4	1	6	6	6	2	1	1	0
LK-9148035	1342	29	1371	1760	689	516	104	3	3	1	5	5	6	2	1	0	0
LK-9148040	729	15	745	956	374	280	56	1	2	0	3	2	3	1	0	0	0
LK-9148045	1074	23	1098	1409	552	413	83	2	3	1	4	4	4	1	1	0	0
LK-9148050	1655	36	1691	2171	850	637	128	4	4	2	7	6	7	2	1	1	0
LK-9148055	1329	29	1358	1744	683	511	103	3	3	1	5	5	5	2	1	0	0
LK-9148060	2190	47	2238	2873	1125	843	170	5	6	2	9	8	9	3	2	1	1
LK-9148065	1346	29	1376	1766	692	518	104	3	3	1	5	5	6	2	1	0	0
LK-9148070	1379	30	1409	1809	708	531	107	3	3	1	5	5	6	2	1	0	0
LK-9148075	926	20	946	1215	476	356	71	2	2	1	4	3	4	1	0	0	0
LK-9148080	1031	22	1054	1353	530	397	80	2	2	1	4	4	4	1	1	0	0
LK-9148085	2154	47	2201	2826	1107	829	167	5	6	2	9	8	9	3	2	1	1
LK-9148090	1324	28	1353	1737	680	509	102	3	3	1	5	5	5	2	1	0	0
LK-9148095	1085	23	1109	1424	557	417	84	2	3	1	4	4	4	1	1	0	0
LK-9148100	1458	31	1490	1913	749	561	113	3	4	1	6	5	6	2	1	0	0
LK-9148105	1859	40	1899	2438	955	715	144	4	5	2	8	7	8	3	1	1	1
LK-9148110	1778	38	1817	2332	913	684	138	4	5	2	7	7	7	3	1	1	1
LK-9148115	2396	52	2448	3143	1231	922	185	6	6	3	10	9	10	4	2	1	1
LK-9148120	2217	48	2265	2908	1139	853	172	5	6	2	9	8	9	3	2	1	1
LK-9148125	2397	52	2449	3144	1231	922	186	6	6	3	10	9	10	4	2	1	1
LK-9148130	1155	25	1180	1515	593	444	89	2	3	1	4	4	5	2	1	0	0
LK-9148135	1019	22	1042	1338	524	392	79	2	2	1	4	4	4	1	0	0	0
LK-9148140	1057	23	1080	1387	543	407	82	2	3	1	4	4	4	1	1	0	0
LK-9148145	1055	23	1078	1384	542	406	81	2	3	1	4	4	4	1	1	0	0
LK-9148150	964	21	986	1265	495	371	74	2	2	1	4	3	4	1	0	0	0
LK-9148155	1014	22	1036	1330	521	390	78	2	2	1	4	4	4	1	0	0	0
LK-9148160	1136	24	1161	1491	584	437	88	2	3	1	4	4	5	1	1	0	0
LK-9148165	1716	37	1754	2252	882	660	133	4	4	2	7	6	7	2	1	1	1
LK-9148170	1962	42	2005	2575	1008	755	152	4	5	2	8	7	8	3	1	1	1
LK-9148175	1209	26	1236	1587	621	465	93	3	3	1	5	4	5	2	1	0	0
LK-9148180	2330	51	2381	3056	1197	897	180	5	6	3	10	9	10	4	2	1	1
LK-9148185	1795	39	1834	2354	922	691	139	4	5	2	7	7	8	3	1	1	1
LK-9148190	1799	39	1839	2360	924	692	139	4	5	2	7	7	8	3	1	1	1
LK-9148195	967	21	988	1269	497	372	75	2	2	1	4	3	4	1	0	0	0
LK-9148200	1767	38	1806	2318	908	680	137	4	5	2	7	7	7	3	1	1	1
LK-9151	19457	412	19888	25533	9991	7485	1495	35	39	10	70	63	72	20	4	0	0
LK-9151005	976	21	998	1281	501	376	75	2	2	1	4	3	4	1	0	0	0
LK-9151010	897	19	917	1177	461	345	69	2	2	1	3	3	4	1	0	0	0
LK-9151015	332	7	339	436	170	128	25	0	0	0	1	1	1	0	0	0	0
LK-9151020	428	9	438	562	220	165	33	1	1	0	1	1	1	0	0	0	0
LK-9151025	346	7	353	454	177	133	26	0	0	0	1	1	1	0	0	0	0
LK-9151030	557	12	569	731	286	214	43	1	1	0	2	2	2	0	0	0	0
LK-9151035	262	5	268	344	134	100	20	0	0	0	1	1	1	0	0	0	0
LK-9151040	192	4	197	252	99	74	14	0	0	0	0	0	0	0	0	0	0
LK-9151045	836	18	855	1097	430	322	64	2	2	1	3	3	3	1	0	0	0
LK-9151050	705	15	721	926	362	271	54	1	2	0	3	2	3	1	0	0	0
LK-9151055	1062	23	1086	1394	546	409	82	2	3	1	4	4	4	1	1	0	0
LK-9151060	777	17	794	1020	399	299	60	1	2	1	3	3	3	1	0	0	0
LK-9151065	822	18	840	1079	422	316	63	2	2	1	3	3	3	1	0	0	0
LK-9151070	1295	28	1323	1699	665	498	100	3	3	1	5	5	5	2	1	0	0
LK-9151075	1232	26	1259	1617	633	474	95	3	3	1	5	4	5	2	1	0	0
LK-9151080	657	14	672	862	337	253	51	1	1	0	2	2	2	1	0	0	0
LK-9151085	628	13	641	823	322	241	48	1	1	0	2	2	2	1	0	0	0
LK-9151090	541	11	553	710	278	208	42	1	1	0	2	2	2	0	0	0	0
LK-9151095	1003	21	1025	1316	515	386	77	2	2	1	4	3	4	1	0	0	0
LK-9151100	1199	26	1225	1573	616	461	93	3	3	1	5	4	5	2	1	0	0
LK-9151105	517	11	528	678	265	199	40	1	1	0	2	2	2	0	0	0	0
LK-9151110	590	12	603	774	303	227	45	1	1	0	2	2	2	1	0	0	0
LK-9151115	289	6	295	379	148	111	22	0	0	0	1	1	1	0	0	0	0
LK-9151120	495	10	506	650	254	190	38	1	1	0	2	1	2	0	0	0	0
LK-9151125	678	14	693	890	348	261	52	1	1	0	2	2	3	1	0	0	0
LK-9151130	436	9	446	572	224	168	33	1	1	0	1	1	1	0	0	0	0
LK-9151135	325	7	333	427	167	125	25	0	0	0	1	1	1	0	0	0	0
LK-9151140	650	14	665	853	334	250	50	1	1	0	2	2	2	1	0	0	0
LK-9151145	730	15	746	957	375	281	56	1	2	0	3	2	3	1	0	0	0
LK-92	398725	7483	406462	534681	204519	171627	14042	1331	347	510	918	837	970	155	119	5	13
LK-9203	41023	763	41827	54271	22866	15590	1691	161	16	4	48	71	65	7	2	0	0
LK-9203005	257	5	263	341	143	98	10	1	0	0	0	0	0	0	0	0	0
LK-9203010	200	3	204	265	112	76	8	0	0	0	0	0	0	0	0	0	0
LK-9203015	276	5	281	365	154	105	11	1	0	0	0	0	0	0	0	0	0
LK-9203020	320	6	326	423	178	122	13	1	0	0	0	0	0	0	0	0	0
LK-9203025	253	4	258	335	141	96	10	1	0	0	0	0	0	0	0	0	0
LK-9203030	541	10	552	716	302	206	22	2	0	0	1	1	1	0	0	0	0
LK-9203035	520	10	530	688	290	198	22	2	0	0	1	1	1	0	0	0	0
LK-9203040	422	8	430	558	235	160	17	2	0	0	0	1	1	0	0	0	0
LK-9203045	218	4	222	288	121	83	9	1	0	0	0	0	0	0	0	0	0
LK-9203050	443	8	452	586	247	168	18	2	0	0	1	1	1	0	0	0	0
LK-9203055	359	7	366	475	200	136	15	1	0	0	0	1	0	0	0	0	0
LK-9203060	310	6	316	410	173	118	13	1	0	0	0	0	0	0	0	0	0
LK-9203065	281	5	287	372	157	107	11	1	0	0	0	0	0	0	0	0	0
LK-9203070	246	4	250	325	137	93	10	1	0	0	0	0	0	0	0	0	0
LK-9203075	426	8	434	563	237	162	18	2	0	0	1	1	1	0	0	0	0
LK-9203080	227	4	231	300	126	86	9	1	0	0	0	0	0	0	0	0	0
LK-9203085	231	4	235	305	128	88	9	1	0	0	0	0	0	0	0	0	0
LK-9203090	646	12	659	855	360	246	27	3	1	0	1	1	1	0	0	0	0
LK-9203095	241	4	245	318	134	91	10	1	0	0	0	0	0	0	0	0	0
LK-9203100	286	5	291	378	159	108	12	1	0	0	0	0	0	0	0	0	0
LK-9203105	606	11	618	802	338	231	25	3	0	0	1	1	1	0	0	0	0
LK-9203110	433	8	441	572	241	164	18	2	0	0	1	1	1	0	0	0	0
LK-9203115	325	6	331	430	181	123	13	1	0	0	0	0	0	0	0	0	0
LK-9203120	487	9	497	645	272	185	20	2	0	0	1	1	1	0	0	0	0
LK-9203125	338	6	345	448	189	129	14	1	0	0	0	0	0	0	0	0	0
LK-9203130	552	10	563	730	308	210	23	2	0	0	1	1	1	0	0	0	0
LK-9203135	340	6	347	450	190	129	14	1	0	0	0	0	0	0	0	0	0
LK-9203140	472	9	481	624	263	179	20	2	0	0	1	1	1	0	0	0	0
LK-9203145	334	6	340	442	186	127	14	1	0	0	0	0	0	0	0	0	0
LK-9203150	531	10	541	702	296	202	22	2	0	0	1	1	1	0	0	0	0
LK-9203155	301	5	307	398	168	114	12	1	0	0	0	0	0	0	0	0	0
LK-9203160	401	7	409	530	223	152	17	1	0	0	0	1	1	0	0	0	0
LK-9203165	534	10	544	706	298	203	22	2	0	0	1	1	1	0	0	0	0
LK-9203170	685	13	698	906	382	260	29	3	1	0	1	1	1	0	0	0	0
LK-9203175	681	13	694	901	380	259	28	3	1	0	1	1	1	0	0	0	0
LK-9203180	372	7	379	492	207	141	15	1	0	0	0	1	1	0	0	0	0
LK-9203185	281	5	287	372	157	107	11	1	0	0	0	0	0	0	0	0	0
LK-9203190	298	5	304	394	166	113	12	1	0	0	0	0	0	0	0	0	0
LK-9203195	360	7	367	476	200	137	15	1	0	0	0	1	0	0	0	0	0
LK-9203200	467	9	476	618	260	177	19	2	0	0	1	1	1	0	0	0	0
LK-9203205	1328	26	1354	1757	741	505	56	6	2	1	3	3	3	1	1	0	0
LK-9203210	607	11	619	803	338	231	25	3	0	0	1	1	1	0	0	0	0
LK-9203215	444	8	453	588	247	169	18	2	0	0	1	1	1	0	0	0	0
LK-9203220	372	7	379	492	207	141	15	1	0	0	0	1	1	0	0	0	0
LK-9203225	429	8	437	567	239	163	18	2	0	0	1	1	1	0	0	0	0
LK-9203230	372	7	379	492	207	141	15	1	0	0	0	1	1	0	0	0	0
LK-9203235	142	2	145	188	79	54	6	0	0	0	0	0	0	0	0	0	0
LK-9203240	780	15	795	1032	435	297	33	3	1	0	1	2	2	1	0	0	0
LK-9203245	391	7	399	518	218	149	16	1	0	0	0	1	1	0	0	0	0
LK-9203250	371	7	378	490	207	141	15	1	0	0	0	1	1	0	0	0	0
LK-9203255	264	5	270	350	147	100	11	1	0	0	0	0	0	0	0	0	0
LK-9203260	623	12	635	824	347	237	26	3	0	0	1	1	1	0	0	0	0
LK-9203265	211	4	216	280	118	80	8	1	0	0	0	0	0	0	0	0	0
LK-9203270	726	14	741	961	405	276	30	3	1	0	1	2	1	0	0	0	0
LK-9203275	712	14	726	942	397	271	30	3	1	0	1	2	1	0	0	0	0
LK-9203280	416	8	424	550	232	158	17	2	0	0	0	1	1	0	0	0	0
LK-9203285	322	6	328	426	179	122	13	1	0	0	0	0	0	0	0	0	0
LK-9203290	351	6	358	464	195	133	14	1	0	0	0	1	0	0	0	0	0
LK-9203295	776	15	791	1027	433	295	32	3	1	0	1	2	2	1	0	0	0
LK-9203300	1241	24	1265	1642	692	472	52	6	1	1	2	3	3	1	1	0	0
LK-9203305	390	7	398	516	217	148	16	1	0	0	0	1	1	0	0	0	0
LK-9203310	888	17	906	1175	495	338	37	4	1	1	2	2	2	1	0	0	0
LK-9203315	642	12	655	850	358	244	27	3	1	0	1	1	1	0	0	0	0
LK-9203320	276	5	282	366	154	105	11	1	0	0	0	0	0	0	0	0	0
LK-9203325	655	12	668	866	365	249	27	3	1	0	1	1	1	0	0	0	0
LK-9203330	527	10	537	697	294	200	22	2	0	0	1	1	1	0	0	0	0
LK-9203335	400	7	408	529	223	152	16	1	0	0	0	1	1	0	0	0	0
LK-9203340	543	10	553	718	303	206	23	2	0	0	1	1	1	0	0	0	0
LK-9203345	553	10	564	731	308	210	23	2	0	0	1	1	1	0	0	0	0
LK-9203350	257	5	262	339	143	97	10	1	0	0	0	0	0	0	0	0	0
LK-9203355	519	10	530	687	290	197	22	2	0	0	1	1	1	0	0	0	0
LK-9203360	303	5	309	401	169	115	12	1	0	0	0	0	0	0	0	0	0
LK-9203365	422	8	431	559	235	160	17	2	0	0	0	1	1	0	0	0	0
LK-9203370	575	11	586	761	321	219	24	2	0	0	1	1	1	0	0	0	0
LK-9203375	423	8	431	559	236	161	17	2	0	0	0	1	1	0	0	0	0
LK-9203380	582	11	594	771	325	221	24	2	0	0	1	1	1	0	0	0	0
LK-9203385	327	6	334	433	182	124	13	1	0	0	0	0	0	0	0	0	0
LK-9203390	705	13	718	932	393	268	29	3	1	0	1	2	1	0	0	0	0
LK-9203395	431	8	440	570	240	164	18	2	0	0	1	1	1	0	0	0	0
LK-9203400	396	7	404	525	221	151	16	1	0	0	0	1	1	0	0	0	0
LK-9203405	446	8	454	590	248	169	18	2	0	0	1	1	1	0	0	0	0
LK-9203410	309	6	315	408	172	117	13	1	0	0	0	0	0	0	0	0	0
LK-9203415	537	10	548	711	300	204	22	2	0	0	1	1	1	0	0	0	0
LK-9203420	322	6	328	426	179	122	13	1	0	0	0	0	0	0	0	0	0
LK-9203425	625	12	637	826	348	238	26	3	0	0	1	1	1	0	0	0	0
LK-9203430	451	8	460	597	252	172	19	2	0	0	1	1	1	0	0	0	0
