entity_id	valid	rejected	polled	electors	UPFA	NDF	SLLP	DUNF	UDF	JSP	Ind 1	LF	ONF	NSH	Ind 3	Ind 5	USP	Ind 2	SEP	JP	NA	Ind 4	UNAF	RPP	PNF	ACAKO
LK-9142070	1090	8	1098	1399	653	411	1	5	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9142075	603	4	608	774	361	227	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142080	754	5	760	968	452	284	1	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142085	1064	8	1073	1367	638	401	1	5	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9142090	639	4	643	820	383	241	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142095	1026	7	1033	1317	615	387	1	5	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9142100	547	4	552	703	328	206	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142105	375	2	378	481	224	141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142110	515	4	519	662	309	194	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142115	785	6	791	1008	470	296	1	4	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142120	898	6	905	1153	538	339	1	4	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142125	1079	8	1088	1386	647	407	1	5	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9142130	560	4	564	719	335	211	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142135	1145	8	1154	1471	686	432	2	5	3	2	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9142140	397	3	400	510	238	150	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142145	748	5	753	960	448	282	1	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142150	596	4	601	765	357	225	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142155	2258	17	2275	2899	1353	852	4	11	5	5	5	1	2	3	2	1	2	1	0	0	1	0	0	0	0	0
LK-9142160	1036	8	1044	1330	621	391	1	5	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9142165	2251	17	2268	2890	1349	849	4	11	5	5	5	1	2	3	2	1	2	1	0	0	1	0	0	0	0	0
LK-9142170	1354	10	1364	1738	811	511	2	7	3	3	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9142175	1692	13	1705	2173	1014	638	3	8	4	3	3	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0
LK-9142180	1371	10	1382	1761	822	517	2	7	3	3	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9142185	1187	9	1196	1524	711	448	2	6	3	2	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9142190	790	6	796	1015	473	298	1	4	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142195	799	6	806	1027	479	301	1	4	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142200	564	4	568	724	338	213	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142205	1205	9	1215	1548	722	455	2	6	3	2	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9142210	569	4	573	731	341	214	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142215	611	4	616	785	366	230	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9142220	343	2	345	440	205	129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145	16704	115	16836	21455	10008	6295	16	73	33	24	26	0	4	4	1	0	1	0	0	0	0	0	0	0	0	0
LK-9145005	538	4	542	691	322	203	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145010	575	4	580	739	345	217	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145015	466	3	469	598	279	175	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145020	586	4	591	753	351	221	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145025	406	3	409	521	243	153	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145030	520	4	524	668	312	196	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145035	515	4	519	661	308	194	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145040	279	2	281	358	167	105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145045	766	5	772	984	459	289	1	3	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145050	643	5	648	826	385	242	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145055	596	4	601	766	357	225	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145060	439	3	442	564	263	165	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145065	281	2	283	361	168	106	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145070	463	3	466	594	277	174	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145075	511	3	515	656	306	192	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145080	629	4	634	808	377	237	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145085	439	3	443	564	263	166	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145090	583	4	588	749	350	220	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145095	554	4	558	711	332	209	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145100	613	4	618	787	367	231	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145105	465	3	469	598	279	175	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145110	556	4	561	715	333	210	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145115	382	2	385	491	229	144	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145120	592	4	597	760	355	223	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145125	814	6	821	1046	488	307	1	4	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145130	809	6	815	1039	485	305	1	4	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145135	638	4	643	819	382	240	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145140	462	3	465	593	276	174	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9145145	1154	8	1163	1482	692	435	2	5	3	2	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9145150	430	3	434	553	258	162	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148	72998	508	73532	94953	48636	23117	105	165	67	174	186	15	39	28	36	0	27	10	0	0	0	0	0	0	0	0
LK-9148005	1183	8	1191	1539	788	374	2	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148010	1008	7	1016	1312	672	319	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148015	1156	8	1165	1504	770	366	1	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148020	1593	11	1605	2072	1061	504	2	4	1	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148025	1376	9	1386	1790	917	436	2	3	1	3	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9148030	1937	14	1951	2519	1290	613	3	4	2	5	5	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148035	1716	12	1729	2232	1143	543	2	4	2	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148040	932	6	939	1213	621	295	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148045	1374	9	1384	1787	915	435	2	3	1	3	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9148050	2117	15	2133	2754	1411	671	3	5	2	5	6	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148055	1700	12	1713	2212	1133	538	2	4	2	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148060	2801	20	2822	3644	1866	887	4	7	3	7	8	1	2	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-9148065	1722	12	1735	2240	1147	545	2	4	2	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148070	1764	12	1777	2294	1175	559	3	4	2	4	5	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148075	1184	8	1193	1541	789	375	2	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148080	1319	9	1329	1716	879	418	2	3	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148085	2756	19	2776	3585	1836	873	4	6	3	7	7	1	2	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-9148090	1694	12	1706	2203	1129	536	2	4	2	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148095	1388	10	1398	1806	925	440	2	3	1	3	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9148100	1865	13	1879	2426	1243	591	3	4	2	4	5	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148105	2378	17	2395	3092	1584	753	4	6	2	6	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-9148110	2274	16	2290	2958	1515	720	3	5	2	5	6	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148115	3065	22	3087	3986	2042	971	5	7	3	8	8	1	2	2	2	0	2	1	0	0	0	0	0	0	0	0
LK-9148120	2836	20	2856	3688	1889	898	4	7	3	7	8	1	2	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-9148125	3066	22	3088	3988	2043	971	5	7	3	8	8	1	2	2	2	0	2	1	0	0	0	0	0	0	0	0
LK-9148130	1477	10	1488	1921	984	468	2	3	1	3	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148135	1304	9	1314	1696	869	413	2	3	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148140	1352	9	1362	1759	901	428	2	3	1	3	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9148145	1349	9	1359	1755	899	427	2	3	1	3	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9148150	1234	8	1243	1605	822	391	2	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148155	1297	9	1307	1687	864	411	2	3	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148160	1454	10	1464	1891	969	460	2	3	1	3	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9148165	2195	15	2211	2856	1463	695	3	5	2	5	6	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148170	2510	18	2528	3265	1673	795	4	6	2	6	7	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-9148175	1547	11	1558	2012	1031	490	2	3	1	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9148180	2980	21	3002	3876	1986	944	5	7	3	7	8	1	2	2	2	0	2	1	0	0	0	0	0	0	0	0
LK-9148185	2296	16	2312	2986	1529	727	3	5	2	6	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-9148190	2302	16	2318	2994	1533	729	3	5	2	6	6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-9148195	1237	8	1246	1609	824	392	2	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9148200	2260	16	2277	2940	1506	716	3	5	2	5	6	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9151	24895	168	25076	32385	16585	7878	27	49	13	52	57	0	5	3	4	0	3	0	0	0	0	0	0	0	0	0
LK-9151005	1249	9	1258	1625	832	395	2	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151010	1148	8	1156	1493	764	363	1	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151015	425	3	428	553	283	134	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151020	548	3	552	713	365	173	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151025	442	3	446	576	295	140	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151030	713	5	718	927	475	226	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151035	335	2	337	436	223	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151040	246	1	248	320	164	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151045	1070	7	1078	1392	713	339	1	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151050	903	6	909	1174	601	286	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151055	1359	9	1369	1768	905	430	2	3	1	3	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9151060	994	7	1001	1293	662	315	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151065	1052	7	1060	1369	701	333	1	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151070	1657	11	1669	2155	1104	525	2	4	1	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9151075	1576	11	1588	2050	1050	499	2	3	1	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9151080	841	6	847	1094	560	266	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151085	803	5	809	1044	535	254	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151090	692	5	697	901	461	219	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151095	1283	9	1292	1669	855	406	2	3	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151100	1534	11	1545	1995	1022	486	2	3	1	4	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-9151105	661	4	666	860	441	209	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151110	755	5	760	982	503	239	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151115	369	2	372	480	246	117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151120	634	4	638	824	422	200	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151125	867	6	874	1128	578	274	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151130	558	4	562	726	372	176	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151135	416	3	419	542	277	132	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151140	832	6	838	1082	554	263	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9151145	933	6	940	1214	622	295	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-92	458475	3133	461891	613640	282028	167779	356	1065	533	1025	516	30	105	137	151	43	107	44	7	5	0	1	0	1	2	0
LK-9203	46475	301	46820	62277	29817	15922	4	85	7	52	23	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0
LK-9203005	292	2	294	391	187	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203010	227	1	229	304	146	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203015	313	2	315	419	200	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203020	363	2	365	486	233	124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203025	287	2	289	384	184	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203030	613	4	618	822	394	210	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203035	589	4	593	789	378	202	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203040	478	3	481	640	307	164	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203045	247	1	249	331	158	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203050	502	3	506	673	322	172	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203055	407	3	410	545	261	139	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203060	351	2	354	471	225	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203065	319	2	321	427	204	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203070	278	2	280	373	178	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203075	482	3	486	646	309	165	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203080	257	1	259	344	165	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203085	261	1	263	350	168	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203090	732	5	738	981	470	251	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203095	273	2	275	365	175	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203100	324	2	326	434	208	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203105	687	5	692	920	441	235	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203110	490	3	494	657	314	168	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203115	368	2	371	493	236	126	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203120	552	4	556	740	354	189	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203125	383	2	386	514	246	131	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203130	625	4	630	838	401	214	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203135	386	2	388	517	247	132	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203140	535	3	539	716	343	183	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203145	378	2	381	507	243	130	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203150	601	4	606	806	386	206	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203155	341	2	343	457	219	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203160	454	3	458	609	291	156	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203165	605	4	609	810	388	207	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203170	776	5	781	1039	498	266	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203175	771	5	777	1033	495	264	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203180	421	3	424	564	270	144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203185	319	2	321	427	204	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203190	337	2	340	452	216	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203195	408	3	411	546	261	140	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203200	529	3	533	709	339	181	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203205	1505	11	1516	2016	966	516	1	4	1	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9203210	687	5	693	921	441	236	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203215	503	3	507	674	323	172	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203220	421	3	424	564	270	144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203225	486	3	489	651	312	166	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203230	422	3	425	565	270	144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203235	161	1	162	216	103	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203240	884	6	890	1184	567	303	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203245	443	3	447	594	285	152	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203250	420	3	423	563	269	144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203255	300	2	302	402	192	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203260	705	5	711	945	453	242	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203265	239	1	241	321	154	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203270	823	6	829	1103	528	282	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203275	807	6	813	1081	518	277	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203280	471	3	475	631	302	161	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203285	365	2	368	489	234	125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203290	397	2	400	533	255	136	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203295	879	6	886	1178	564	301	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203300	1406	10	1416	1884	902	482	1	3	1	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-9203305	442	3	445	592	283	151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203310	1006	7	1014	1348	646	345	1	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9203315	728	5	733	975	467	250	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203320	313	2	315	420	201	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203325	742	5	747	994	476	254	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203330	597	4	601	800	383	205	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203335	453	3	456	607	291	155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203340	615	4	619	824	395	211	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203345	626	4	631	839	402	215	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203350	291	2	293	390	186	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203355	588	4	593	789	378	202	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203360	343	2	346	460	220	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203365	478	3	482	641	307	164	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203370	651	4	656	873	418	223	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203375	479	3	482	642	307	164	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203380	660	4	665	884	423	226	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203385	371	2	374	497	238	127	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203390	798	5	804	1070	512	274	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203395	488	3	492	655	313	167	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203400	449	3	452	602	288	154	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203405	505	3	509	676	324	173	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203410	350	2	352	469	224	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203415	609	4	613	816	391	209	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203420	365	2	368	489	234	125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203425	708	5	713	948	454	243	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203430	511	3	515	685	328	175	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203435	1009	7	1016	1352	648	346	1	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-9203440	535	3	539	717	343	183	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9203445	880	6	887	1179	565	302	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9206	56594	369	57001	77933	30319	25344	44	94	48	95	48	3	11	27	7	0	11	3	0	0	0	0	0	0	0	0
LK-9206005	748	5	753	1030	401	335	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9206010	486	3	490	669	260	218	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9206015	957	6	964	1318	513	429	1	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-9206020	464	3	468	639	249	208	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-9206025	759	5	765	1046	407	340	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
