entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	ULPP	JSP	NLF	ULF	RPP	SLNF	SEP	DUA	SLPF	UNAF
LK-7160130	818	8	826	1097	388	419	2	0	3	1	0	0	0	0	0	0	0
LK-7160135	630	6	636	831	263	359	1	0	1	0	0	0	0	0	0	0	0
LK-7160140	133	1	135	176	55	76	0	0	0	0	0	0	0	0	0	0	0
LK-7160145	479	4	484	632	200	273	1	0	1	0	0	0	0	0	0	0	0
LK-7160150	772	7	780	1019	322	439	2	1	2	0	0	0	0	0	0	0	0
LK-7160155	655	6	661	864	273	373	2	0	2	0	0	0	0	0	0	0	0
LK-7160160	945	9	955	1247	394	538	2	1	2	1	0	0	1	0	0	0	0
LK-7163	17540	167	17723	23147	7312	9987	35	7	37	6	0	2	5	0	0	0	0
LK-7163005	614	6	620	810	256	349	1	0	1	0	0	0	0	0	0	0	0
LK-7163010	672	6	679	887	280	383	2	0	2	0	0	0	0	0	0	0	0
LK-7163015	786	8	795	1038	328	448	2	1	2	0	0	0	0	0	0	0	0
LK-7163020	1050	10	1060	1385	438	598	3	1	3	1	0	1	1	0	0	0	0
LK-7163025	619	6	626	817	258	353	1	0	1	0	0	0	0	0	0	0	0
LK-7163030	890	9	900	1175	371	507	2	1	2	1	0	0	1	0	0	0	0
LK-7163035	592	6	598	781	247	337	1	0	1	0	0	0	0	0	0	0	0
LK-7163040	913	9	922	1204	381	520	2	1	2	1	0	0	1	0	0	0	0
LK-7163045	653	6	660	862	272	372	1	0	2	0	0	0	0	0	0	0	0
LK-7163050	888	9	897	1172	370	506	2	1	2	1	0	0	1	0	0	0	0
LK-7163055	730	7	738	964	305	416	2	0	2	0	0	0	0	0	0	0	0
LK-7163060	695	7	702	917	290	396	2	0	2	0	0	0	0	0	0	0	0
LK-7163065	402	4	406	530	167	229	1	0	1	0	0	0	0	0	0	0	0
LK-7163070	561	5	567	741	234	319	1	0	1	0	0	0	0	0	0	0	0
LK-7163075	610	6	616	805	254	347	1	0	1	0	0	0	0	0	0	0	0
LK-7163080	560	5	566	739	234	319	1	0	1	0	0	0	0	0	0	0	0
LK-7163085	358	3	362	473	149	204	1	0	1	0	0	0	0	0	0	0	0
LK-7163090	831	8	840	1097	347	473	2	1	2	1	0	0	0	0	0	0	0
LK-7163095	558	5	563	736	232	317	1	0	1	0	0	0	0	0	0	0	0
LK-7163100	306	3	309	403	127	174	0	0	0	0	0	0	0	0	0	0	0
LK-7163105	592	6	598	781	247	337	1	0	1	0	0	0	0	0	0	0	0
LK-7163110	125	1	127	165	52	71	0	0	0	0	0	0	0	0	0	0	0
LK-7163115	312	3	315	411	130	177	0	0	0	0	0	0	0	0	0	0	0
LK-7163120	647	6	654	854	270	368	1	0	2	0	0	0	0	0	0	0	0
LK-7163125	569	5	575	751	237	324	1	0	1	0	0	0	0	0	0	0	0
LK-7163130	1040	10	1051	1372	434	592	3	1	3	1	0	1	1	0	0	0	0
LK-7163135	279	2	282	369	116	159	0	0	0	0	0	0	0	0	0	0	0
LK-7163140	123	1	124	162	51	70	0	0	0	0	0	0	0	0	0	0	0
LK-7163145	267	2	270	353	111	152	0	0	0	0	0	0	0	0	0	0	0
LK-7163150	298	3	301	393	124	170	0	0	0	0	0	0	0	0	0	0	0
LK-7166	16374	146	16535	21957	7768	8375	40	1	48	1	0	0	0	0	0	0	0
LK-7166005	536	5	541	718	254	274	1	0	2	0	0	0	0	0	0	0	0
LK-7166010	456	4	460	611	216	233	1	0	1	0	0	0	0	0	0	0	0
LK-7166015	375	3	379	503	178	192	1	0	1	0	0	0	0	0	0	0	0
LK-7166020	308	3	311	413	146	157	1	0	1	0	0	0	0	0	0	0	0
LK-7166025	191	1	193	257	91	98	0	0	0	0	0	0	0	0	0	0	0
LK-7166030	568	5	574	762	270	291	2	0	2	0	0	0	0	0	0	0	0
LK-7166035	462	4	466	619	219	236	1	0	1	0	0	0	0	0	0	0	0
LK-7166040	207	2	209	278	98	106	0	0	0	0	0	0	0	0	0	0	0
LK-7166045	286	2	289	384	136	146	1	0	1	0	0	0	0	0	0	0	0
LK-7166050	320	3	323	429	152	164	1	0	1	0	0	0	0	0	0	0	0
LK-7166055	377	3	381	506	179	193	1	0	1	0	0	0	0	0	0	0	0
LK-7166060	398	3	402	533	189	203	1	0	1	0	0	0	0	0	0	0	0
LK-7166065	565	5	571	758	268	289	1	0	2	0	0	0	0	0	0	0	0
LK-7166070	549	5	554	736	260	281	1	0	2	0	0	0	0	0	0	0	0
LK-7166075	333	3	336	446	158	170	1	0	1	0	0	0	0	0	0	0	0
LK-7166080	554	5	560	743	263	284	1	0	2	0	0	0	0	0	0	0	0
LK-7166085	558	5	564	749	265	286	1	0	2	0	0	0	0	0	0	0	0
LK-7166090	776	7	784	1041	368	397	2	0	2	0	0	0	0	0	0	0	0
LK-7166095	515	5	520	690	244	263	1	0	1	0	0	0	0	0	0	0	0
LK-7166100	757	7	764	1015	359	387	2	0	2	0	0	0	0	0	0	0	0
LK-7166105	1053	10	1063	1412	500	539	3	1	4	1	0	0	0	0	0	0	0
LK-7166110	635	6	642	852	301	325	2	0	2	0	0	0	0	0	0	0	0
LK-7166115	570	5	575	764	270	291	2	0	2	0	0	0	0	0	0	0	0
LK-7166120	552	5	558	741	262	283	1	0	2	0	0	0	0	0	0	0	0
LK-7166125	468	4	472	627	222	239	1	0	1	0	0	0	0	0	0	0	0
LK-7166130	449	4	453	602	213	229	1	0	1	0	0	0	0	0	0	0	0
LK-7166135	334	3	337	447	158	171	1	0	1	0	0	0	0	0	0	0	0
LK-7166140	404	4	408	542	192	207	1	0	1	0	0	0	0	0	0	0	0
LK-7166145	305	3	308	409	145	156	1	0	1	0	0	0	0	0	0	0	0
LK-7166150	443	4	447	594	210	227	1	0	1	0	0	0	0	0	0	0	0
LK-7166155	565	5	570	757	268	289	1	0	2	0	0	0	0	0	0	0	0
LK-7166160	324	3	328	435	154	166	1	0	1	0	0	0	0	0	0	0	0
LK-7166165	437	4	441	586	207	223	1	0	1	0	0	0	0	0	0	0	0
LK-7166170	366	3	370	491	174	187	1	0	1	0	0	0	0	0	0	0	0
LK-7166175	378	3	382	507	179	193	1	0	1	0	0	0	0	0	0	0	0
LK-72	202011	1727	203887	263456	94144	105354	444	60	531	58	8	57	3	0	0	0	0
LK-7203	33001	293	33321	43005	14121	18439	81	6	90	2	0	5	0	0	0	0	0
LK-7203005	724	6	731	943	310	405	2	0	2	0	0	0	0	0	0	0	0
LK-7203010	754	7	761	982	323	421	2	0	2	0	0	0	0	0	0	0	0
LK-7203015	692	6	699	902	296	387	2	0	2	0	0	0	0	0	0	0	0
LK-7203020	433	4	437	564	185	242	1	0	1	0	0	0	0	0	0	0	0
LK-7203025	399	3	403	520	171	223	1	0	1	0	0	0	0	0	0	0	0
LK-7203030	934	9	943	1217	400	522	2	1	3	0	0	1	0	0	0	0	0
LK-7203035	761	7	769	992	326	425	2	0	2	0	0	0	0	0	0	0	0
LK-7203040	644	6	650	839	276	360	2	0	2	0	0	0	0	0	0	0	0
LK-7203045	543	5	548	708	232	303	1	0	1	0	0	0	0	0	0	0	0
LK-7203050	494	4	499	644	211	276	1	0	1	0	0	0	0	0	0	0	0
LK-7203055	921	8	930	1200	394	515	2	1	3	0	0	1	0	0	0	0	0
LK-7203060	637	6	643	830	272	356	2	0	2	0	0	0	0	0	0	0	0
LK-7203065	609	5	615	794	261	340	1	0	2	0	0	0	0	0	0	0	0
LK-7203070	474	4	478	617	203	265	1	0	1	0	0	0	0	0	0	0	0
LK-7203075	1131	10	1142	1473	484	632	3	1	4	1	0	1	0	0	0	0	0
LK-7203080	443	4	447	577	189	247	1	0	1	0	0	0	0	0	0	0	0
LK-7203085	772	7	780	1006	331	432	2	0	2	0	0	0	0	0	0	0	0
LK-7203090	969	9	979	1263	415	542	3	1	3	0	0	1	0	0	0	0	0
LK-7203095	389	3	393	507	166	217	1	0	1	0	0	0	0	0	0	0	0
LK-7203100	635	6	642	828	272	355	2	0	2	0	0	0	0	0	0	0	0
LK-7203105	762	7	770	994	326	426	2	0	2	0	0	0	0	0	0	0	0
LK-7203110	909	8	918	1184	389	508	2	1	3	0	0	0	0	0	0	0	0
LK-7203115	538	5	544	702	230	301	1	0	1	0	0	0	0	0	0	0	0
LK-7203120	1224	11	1236	1595	524	684	3	1	4	1	0	1	0	0	0	0	0
LK-7203125	769	7	776	1002	329	430	2	0	2	0	0	0	0	0	0	0	0
LK-7203130	580	5	586	756	248	324	1	0	2	0	0	0	0	0	0	0	0
LK-7203135	517	4	522	674	221	289	1	0	1	0	0	0	0	0	0	0	0
LK-7203140	420	4	424	547	180	234	1	0	1	0	0	0	0	0	0	0	0
LK-7203145	748	7	755	975	320	418	2	0	2	0	0	0	0	0	0	0	0
LK-7203150	398	3	402	519	170	222	1	0	1	0	0	0	0	0	0	0	0
LK-7203155	425	4	429	554	182	237	1	0	1	0	0	0	0	0	0	0	0
LK-7203160	701	6	707	913	300	392	2	0	2	0	0	0	0	0	0	0	0
LK-7203165	528	5	533	688	226	295	1	0	1	0	0	0	0	0	0	0	0
LK-7203170	495	4	500	645	212	277	1	0	1	0	0	0	0	0	0	0	0
LK-7203175	699	6	705	911	299	390	2	0	2	0	0	0	0	0	0	0	0
LK-7203180	529	5	534	689	226	295	1	0	1	0	0	0	0	0	0	0	0
LK-7203185	367	3	370	478	157	205	1	0	1	0	0	0	0	0	0	0	0
LK-7203190	699	6	705	911	299	390	2	0	2	0	0	0	0	0	0	0	0
LK-7203195	573	5	579	747	245	320	1	0	2	0	0	0	0	0	0	0	0
LK-7203200	768	7	775	1001	329	429	2	0	2	0	0	0	0	0	0	0	0
LK-7203205	802	7	810	1045	343	448	2	0	2	0	0	0	0	0	0	0	0
LK-7203210	435	4	439	566	186	243	1	0	1	0	0	0	0	0	0	0	0
LK-7203215	643	6	649	838	275	359	2	0	2	0	0	0	0	0	0	0	0
LK-7203220	494	4	499	644	211	276	1	0	1	0	0	0	0	0	0	0	0
LK-7203225	599	5	605	781	256	335	1	0	2	0	0	0	0	0	0	0	0
LK-7203230	448	4	452	584	192	250	1	0	1	0	0	0	0	0	0	0	0
LK-7203235	396	3	400	516	169	221	1	0	1	0	0	0	0	0	0	0	0
LK-7203240	442	4	446	576	189	247	1	0	1	0	0	0	0	0	0	0	0
LK-7203245	654	6	661	853	280	366	2	0	2	0	0	0	0	0	0	0	0
LK-7203250	726	7	733	946	311	406	2	0	2	0	0	0	0	0	0	0	0
LK-7203255	399	3	403	520	171	223	1	0	1	0	0	0	0	0	0	0	0
LK-7203260	434	4	438	565	186	242	1	0	1	0	0	0	0	0	0	0	0
LK-7203265	522	5	527	680	223	292	1	0	1	0	0	0	0	0	0	0	0
LK-7206	34290	235	34553	44470	16388	17480	94	2	86	14	3	4	0	0	0	0	0
LK-7206005	842	6	849	1093	403	429	2	0	2	0	0	0	0	0	0	0	0
LK-7206010	685	5	690	888	327	349	2	0	2	0	0	0	0	0	0	0	0
LK-7206015	618	4	623	802	295	315	2	0	1	0	0	0	0	0	0	0	0
LK-7206020	886	6	893	1150	424	452	3	0	2	1	0	0	0	0	0	0	0
LK-7206025	302	2	305	392	144	154	1	0	0	0	0	0	0	0	0	0	0
LK-7206030	643	4	647	833	307	328	2	0	2	0	0	0	0	0	0	0	0
LK-7206035	1061	7	1069	1376	507	541	3	0	3	1	0	0	0	0	0	0	0
LK-7206040	549	4	554	713	263	280	1	0	1	0	0	0	0	0	0	0	0
LK-7206045	1049	7	1057	1361	502	535	3	0	3	1	0	0	0	0	0	0	0
LK-7206050	451	3	454	584	215	230	1	0	1	0	0	0	0	0	0	0	0
LK-7206055	871	6	878	1130	416	444	2	0	2	0	0	0	0	0	0	0	0
LK-7206060	501	3	505	650	239	255	1	0	1	0	0	0	0	0	0	0	0
LK-7206065	892	6	898	1156	426	455	3	0	2	1	0	0	0	0	0	0	0
LK-7206070	1173	8	1182	1521	561	598	3	0	3	1	1	1	0	0	0	0	0
LK-7206075	769	5	775	997	367	392	2	0	2	0	0	0	0	0	0	0	0
LK-7206080	579	4	584	751	277	295	1	0	1	0	0	0	0	0	0	0	0
LK-7206085	846	6	853	1097	404	431	2	0	2	0	0	0	0	0	0	0	0
LK-7206090	1087	8	1096	1410	520	554	3	0	3	1	0	1	0	0	0	0	0
LK-7206095	318	2	321	413	152	162	1	0	1	0	0	0	0	0	0	0	0
LK-7206100	576	4	580	747	275	294	1	0	1	0	0	0	0	0	0	0	0
LK-7206105	508	3	511	658	242	259	1	0	1	0	0	0	0	0	0	0	0
LK-7206110	962	7	969	1247	460	490	3	0	3	1	0	0	0	0	0	0	0
LK-7206115	703	5	708	911	336	358	2	0	2	0	0	0	0	0	0	0	0
LK-7206120	782	5	788	1014	374	399	2	0	2	0	0	0	0	0	0	0	0
LK-7206125	976	7	984	1266	467	498	3	0	3	1	0	0	0	0	0	0	0
LK-7206130	526	3	530	682	251	268	1	0	1	0	0	0	0	0	0	0	0
LK-7206135	782	5	788	1014	374	399	2	0	2	0	0	0	0	0	0	0	0
LK-7206140	956	7	963	1240	457	487	3	0	3	1	0	0	0	0	0	0	0
LK-7206145	924	6	931	1198	442	471	3	0	2	1	0	0	0	0	0	0	0
LK-7206150	544	4	548	705	260	277	1	0	1	0	0	0	0	0	0	0	0
LK-7206155	675	5	680	876	323	344	2	0	2	0	0	0	0	0	0	0	0
LK-7206160	1479	11	1490	1918	707	754	5	1	4	1	1	1	0	0	0	0	0
LK-7206165	969	7	976	1256	463	494	3	0	3	1	0	0	0	0	0	0	0
LK-7206170	715	5	721	928	342	365	2	0	2	0	0	0	0	0	0	0	0
LK-7206175	603	4	608	783	288	307	2	0	1	0	0	0	0	0	0	0	0
LK-7206180	883	6	889	1145	422	450	2	0	2	1	0	0	0	0	0	0	0
LK-7206185	732	5	738	949	350	373	2	0	2	0	0	0	0	0	0	0	0
LK-7206190	496	3	499	643	237	253	1	0	1	0	0	0	0	0	0	0	0
LK-7206195	742	5	747	962	354	378	2	0	2	0	0	0	0	0	0	0	0
LK-7206200	761	5	767	987	364	388	2	0	2	0	0	0	0	0	0	0	0
LK-7206205	307	2	310	398	147	156	1	0	0	0	0	0	0	0	0	0	0
LK-7206210	637	4	642	826	304	325	2	0	2	0	0	0	0	0	0	0	0
LK-7206215	774	5	780	1004	370	395	2	0	2	0	0	0	0	0	0	0	0
LK-7206220	693	5	699	899	331	353	2	0	2	0	0	0	0	0	0	0	0
LK-7206225	1463	11	1474	1897	699	746	4	1	4	1	1	1	0	0	0	0	0
LK-7209	19058	129	19205	24718	9108	9713	48	1	46	5	2	3	0	0	0	0	0
LK-7209005	649	4	654	842	310	331	2	0	2	0	0	0	0	0	0	0	0
LK-7209010	480	3	484	623	229	245	1	0	1	0	0	0	0	0	0	0	0
LK-7209015	587	4	592	762	281	299	1	0	1	0	0	0	0	0	0	0	0
LK-7209020	534	4	538	692	255	272	1	0	1	0	0	0	0	0	0	0	0
LK-7209025	254	1	256	329	121	129	0	0	0	0	0	0	0	0	0	0	0
LK-7209030	1165	8	1174	1511	557	594	3	0	3	1	1	1	0	0	0	0	0
LK-7209035	716	5	721	928	342	365	2	0	2	0	0	0	0	0	0	0	0
LK-7209040	575	4	579	746	275	293	1	0	1	0	0	0	0	0	0	0	0
LK-7209045	524	3	528	680	251	267	1	0	1	0	0	0	0	0	0	0	0
LK-7209050	664	5	669	861	317	338	2	0	2	0	0	0	0	0	0	0	0
LK-7209055	365	2	368	474	174	186	1	0	1	0	0	0	0	0	0	0	0
LK-7209060	586	4	591	760	280	299	1	0	1	0	0	0	0	0	0	0	0
LK-7209065	843	6	849	1093	403	430	2	0	2	0	0	0	0	0	0	0	0
LK-7209070	523	3	527	679	250	267	1	0	1	0	0	0	0	0	0	0	0
LK-7209075	723	5	728	937	345	368	2	0	2	0	0	0	0	0	0	0	0
LK-7209080	714	5	719	926	341	364	2	0	2	0	0	0	0	0	0	0	0
LK-7209085	805	6	811	1044	385	410	2	0	2	0	0	0	0	0	0	0	0
LK-7209090	589	4	594	764	282	300	1	0	1	0	0	0	0	0	0	0	0
LK-7209095	770	5	776	999	368	393	2	0	2	0	0	0	0	0	0	0	0
LK-7209100	744	5	749	964	355	379	2	0	2	0	0	0	0	0	0	0	0
LK-7209105	548	4	553	711	262	279	1	0	1	0	0	0	0	0	0	0	0
LK-7209110	908	6	915	1178	434	463	3	0	2	1	0	0	0	0	0	0	0
LK-7209115	717	5	723	930	343	366	2	0	2	0	0	0	0	0	0	0	0
LK-7209120	903	6	910	1171	432	460	3	0	2	1	0	0	0	0	0	0	0
LK-7209125	1273	9	1283	1651	609	649	4	1	4	1	1	1	0	0	0	0	0
LK-7209130	1074	8	1082	1393	513	547	3	0	3	1	0	1	0	0	0	0	0
LK-7209135	65	0	66	85	31	33	0	0	0	0	0	0	0	0	0	0	0
LK-7209140	760	5	766	985	363	387	2	0	2	0	0	0	0	0	0	0	0
LK-7210	16051	148	16212	21013	7732	8122	25	5	39	3	1	4	1	0	0	0	0
LK-7210005	1379	13	1393	1805	665	698	3	1	4	1	0	1	0	0	0	0	0
LK-7210010	250	2	253	328	120	126	0	0	0	0	0	0	0	0	0	0	0
LK-7210015	437	4	441	572	210	221	1	0	1	0	0	0	0	0	0	0	0
LK-7210020	741	7	749	970	357	375	1	0	2	0	0	0	0	0	0	0	0
LK-7210025	333	3	336	436	160	168	0	0	1	0	0	0	0	0	0	0	0
LK-7210030	276	2	279	362	133	140	0	0	0	0	0	0	0	0	0	0	0
LK-7210035	2521	25	2546	3300	1216	1276	6	3	8	2	1	2	1	0	0	0	0
LK-7210040	863	8	872	1130	416	437	2	1	2	0	0	1	0	0	0	0	0
LK-7210045	262	2	264	343	126	132	0	0	0	0	0	0	0	0	0	0	0
LK-7210050	193	1	195	253	93	98	0	0	0	0	0	0	0	0	0	0	0
LK-7210055	809	8	817	1059	390	410	2	0	2	0	0	0	0	0	0	0	0
LK-7210060	387	3	391	506	186	196	0	0	1	0	0	0	0	0	0	0	0
LK-7210065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-7210070	401	4	405	525	193	203	0	0	1	0	0	0	0	0	0	0	0
LK-7210075	223	2	225	292	107	113	0	0	0	0	0	0	0	0	0	0	0
LK-7210080	643	6	650	842	310	325	1	0	2	0	0	0	0	0	0	0	0
LK-7210085	511	5	516	669	246	259	1	0	1	0	0	0	0	0	0	0	0
LK-7210090	344	3	347	450	166	174	0	0	1	0	0	0	0	0	0	0	0
LK-7210095	525	5	531	688	253	266	1	0	1	0	0	0	0	0	0	0	0
LK-7210100	424	4	428	555	204	214	1	0	1	0	0	0	0	0	0	0	0
LK-7210105	331	3	334	433	159	167	0	0	1	0	0	0	0	0	0	0	0
LK-7210110	407	4	411	533	196	206	1	0	1	0	0	0	0	0	0	0	0
LK-7210115	526	5	531	688	253	266	1	0	1	0	0	0	0	0	0	0	0
LK-7210120	710	7	717	930	342	359	1	0	2	0	0	0	0	0	0	0	0
LK-7210125	668	6	675	874	322	338	1	0	2	0	0	0	0	0	0	0	0
LK-7210130	450	4	455	589	217	228	1	0	1	0	0	0	0	0	0	0	0
LK-7210135	310	3	313	406	149	157	0	0	1	0	0	0	0	0	0	0	0
LK-7210140	351	3	355	460	169	178	0	0	1	0	0	0	0	0	0	0	0
LK-7210145	284	2	286	371	137	143	0	0	0	0	0	0	0	0	0	0	0
LK-7210150	492	4	497	644	237	249	1	0	1	0	0	0	0	0	0	0	0
LK-7212	37875	351	38252	49574	18253	19164	65	17	102	14	0	16	0	0	0	0	0
LK-7212005	909	9	918	1189	438	460	2	1	3	1	0	1	0	0	0	0	0
LK-7212010	1019	10	1029	1334	491	516	2	1	3	1	0	1	0	0	0	0	0
LK-7212015	669	6	676	876	322	338	1	0	2	0	0	0	0	0	0	0	0
LK-7212020	589	5	595	772	284	298	1	0	1	0	0	0	0	0	0	0	0
LK-7212025	700	7	707	916	337	354	1	0	2	0	0	0	0	0	0	0	0
LK-7212030	607	6	613	795	293	307	1	0	2	0	0	0	0	0	0	0	0
LK-7212035	965	9	975	1263	465	488	2	1	3	1	0	1	0	0	0	0	0
LK-7212040	482	4	487	631	232	244	1	0	1	0	0	0	0	0	0	0	0
LK-7212045	395	3	399	517	190	200	0	0	1	0	0	0	0	0	0	0	0
LK-7212050	957	9	966	1252	461	484	2	1	3	1	0	1	0	0	0	0	0
LK-7212055	368	3	371	481	177	186	0	0	1	0	0	0	0	0	0	0	0
LK-7212060	453	4	457	593	218	229	1	0	1	0	0	0	0	0	0	0	0
LK-7212065	520	5	525	681	251	263	1	0	1	0	0	0	0	0	0	0	0
LK-7212070	572	5	578	749	276	289	1	0	1	0	0	0	0	0	0	0	0
LK-7212075	788	7	796	1031	380	399	1	0	2	0	0	0	0	0	0	0	0
LK-7212080	834	8	843	1092	402	422	2	1	2	0	0	0	0	0	0	0	0
LK-7212085	358	3	361	468	172	181	0	0	1	0	0	0	0	0	0	0	0
LK-7212090	607	6	613	795	293	307	1	0	2	0	0	0	0	0	0	0	0
LK-7212095	672	6	679	879	324	340	1	0	2	0	0	0	0	0	0	0	0
LK-7212100	531	5	536	695	256	269	1	0	1	0	0	0	0	0	0	0	0
LK-7212105	379	3	382	496	182	192	0	0	1	0	0	0	0	0	0	0	0
LK-7212110	264	2	266	345	127	133	0	0	0	0	0	0	0	0	0	0	0
LK-7212115	865	8	874	1133	417	438	2	1	2	0	0	1	0	0	0	0	0
LK-7212120	1292	12	1305	1691	623	654	3	1	4	1	0	1	0	0	0	0	0
LK-7212125	451	4	456	590	217	228	1	0	1	0	0	0	0	0	0	0	0
LK-7212130	556	5	562	728	268	281	1	0	1	0	0	0	0	0	0	0	0
LK-7212135	682	6	689	892	329	345	1	0	2	0	0	0	0	0	0	0	0
LK-7212140	1102	11	1113	1442	531	558	2	1	3	1	0	1	0	0	0	0	0
LK-7212145	477	4	481	624	230	241	1	0	1	0	0	0	0	0	0	0	0
LK-7212150	525	5	531	688	253	266	1	0	1	0	0	0	0	0	0	0	0
LK-7212155	609	6	615	797	294	308	1	0	2	0	0	0	0	0	0	0	0
LK-7212160	977	9	987	1279	471	495	2	1	3	1	0	1	0	0	0	0	0
LK-7212165	924	9	933	1209	445	468	2	1	3	1	0	1	0	0	0	0	0
LK-7212170	645	6	652	844	311	326	1	0	2	0	0	0	0	0	0	0	0
LK-7212175	493	4	498	646	238	250	1	0	1	0	0	0	0	0	0	0	0
LK-7212180	744	7	751	973	358	376	1	0	2	0	0	0	0	0	0	0	0
LK-7212185	326	3	329	427	157	165	0	0	1	0	0	0	0	0	0	0	0
LK-7212190	626	6	632	820	302	317	1	0	2	0	0	0	0	0	0	0	0
LK-7212195	775	7	783	1015	374	392	1	0	2	0	0	0	0	0	0	0	0
LK-7212200	781	7	789	1022	376	395	1	0	2	0	0	0	0	0	0	0	0
LK-7212205	535	5	540	700	258	271	1	0	1	0	0	0	0	0	0	0	0
LK-7212210	1220	12	1232	1597	588	617	3	1	4	1	0	1	0	0	0	0	0
LK-7212215	400	4	404	523	193	202	0	0	1	0	0	0	0	0	0	0	0
LK-7212220	333	3	336	435	160	168	0	0	1	0	0	0	0	0	0	0	0
LK-7212225	973	9	983	1273	469	492	2	1	3	1	0	1	0	0	0	0	0
LK-7212230	364	3	368	477	176	184	0	0	1	0	0	0	0	0	0	0	0
LK-7212235	1023	10	1033	1339	493	518	2	1	3	1	0	1	0	0	0	0	0
LK-7212240	745	7	753	975	359	377	1	0	2	0	0	0	0	0	0	0	0
LK-7212245	415	4	419	543	200	210	1	0	1	0	0	0	0	0	0	0	0
LK-7212250	596	5	602	780	287	302	1	0	1	0	0	0	0	0	0	0	0
LK-7212255	308	3	311	404	148	156	0	0	1	0	0	0	0	0	0	0	0
LK-7212260	878	8	887	1149	423	444	2	1	2	0	0	1	0	0	0	0	0
LK-7212265	931	9	940	1219	449	471	2	1	3	1	0	1	0	0	0	0	0
LK-7212270	1027	10	1037	1344	495	520	2	1	3	1	0	1	0	0	0	0	0
LK-7212275	1065	10	1075	1394	513	539	2	1	3	1	0	1	0	0	0	0	0
LK-7212280	574	5	580	752	277	291	1	0	1	0	0	0	0	0	0	0	0
LK-7215	39189	366	39582	51296	18886	19835	74	17	101	14	1	14	1	0	0	0	0
LK-7215005	691	6	698	904	333	350	1	0	2	0	0	0	0	0	0	0	0
LK-7215010	523	5	528	684	252	265	1	0	1	0	0	0	0	0	0	0	0
LK-7215015	451	4	456	590	217	228	1	0	1	0	0	0	0	0	0	0	0
LK-7215020	446	4	451	584	215	226	1	0	1	0	0	0	0	0	0	0	0
LK-7215025	883	8	891	1155	425	447	2	1	2	1	0	1	0	0	0	0	0
LK-7215030	774	7	781	1013	373	391	1	0	2	0	0	0	0	0	0	0	0
LK-7215035	428	4	432	560	206	216	1	0	1	0	0	0	0	0	0	0	0
LK-7215040	569	5	575	745	274	288	1	0	1	0	0	0	0	0	0	0	0
LK-7215045	483	4	488	633	233	245	1	0	1	0	0	0	0	0	0	0	0
LK-7215050	723	7	730	946	348	366	1	0	2	0	0	0	0	0	0	0	0
LK-7215055	430	4	434	563	207	218	1	0	1	0	0	0	0	0	0	0	0
LK-7215060	536	5	542	702	258	271	1	0	1	0	0	0	0	0	0	0	0
LK-7215065	278	2	281	364	134	140	0	0	0	0	0	0	0	0	0	0	0
LK-7215070	534	5	540	699	257	270	1	0	1	0	0	0	0	0	0	0	0
LK-7215075	497	4	502	651	240	252	1	0	1	0	0	0	0	0	0	0	0
LK-7215080	477	4	481	624	230	241	1	0	1	0	0	0	0	0	0	0	0
LK-7215085	741	7	748	970	357	375	1	0	2	0	0	0	0	0	0	0	0
LK-7215090	442	4	446	579	213	224	1	0	1	0	0	0	0	0	0	0	0
LK-7215095	525	5	530	687	253	265	1	0	1	0	0	0	0	0	0	0	0
LK-7215100	403	4	407	528	194	204	1	0	1	0	0	0	0	0	0	0	0
LK-7215105	950	9	960	1244	458	481	2	1	3	1	0	1	0	0	0	0	0
LK-7215110	855	8	864	1120	412	433	2	1	2	0	0	0	0	0	0	0	0
LK-7215115	594	5	600	778	286	301	1	0	1	0	0	0	0	0	0	0	0
LK-7215120	756	7	764	990	364	383	1	0	2	0	0	0	0	0	0	0	0
LK-7215125	682	6	689	893	329	345	1	0	2	0	0	0	0	0	0	0	0
LK-7215130	1117	11	1128	1462	539	565	2	1	3	1	0	1	0	0	0	0	0
LK-7215135	558	5	563	730	269	282	1	0	1	0	0	0	0	0	0	0	0
LK-7215140	397	3	401	519	191	201	0	0	1	0	0	0	0	0	0	0	0
LK-7215145	573	5	579	750	276	290	1	0	1	0	0	0	0	0	0	0	0
LK-7215150	546	5	551	714	263	276	1	0	1	0	0	0	0	0	0	0	0
LK-7215155	645	6	652	844	311	326	1	0	2	0	0	0	0	0	0	0	0
LK-7215160	810	8	818	1060	390	410	2	0	2	0	0	0	0	0	0	0	0
LK-7215165	473	4	478	620	228	239	1	0	1	0	0	0	0	0	0	0	0
LK-7215170	883	8	891	1155	425	447	2	1	2	1	0	1	0	0	0	0	0
LK-7215175	834	8	843	1092	402	422	2	1	2	0	0	0	0	0	0	0	0
LK-7215180	559	5	564	731	269	283	1	0	1	0	0	0	0	0	0	0	0
LK-7215185	726	7	734	951	350	368	1	0	2	0	0	0	0	0	0	0	0
LK-7215190	2434	24	2459	3186	1174	1233	6	2	8	2	1	2	1	0	0	0	0
LK-7215195	781	7	789	1023	377	395	1	0	2	0	0	0	0	0	0	0	0
LK-7215200	1124	11	1136	1471	542	569	2	1	3	1	0	1	0	0	0	0	0
LK-7215205	702	7	709	919	338	355	1	0	2	0	0	0	0	0	0	0	0
LK-7215210	1237	12	1249	1618	596	626	3	1	4	1	0	1	0	0	0	0	0
