entity_id	valid	rejected	polled	electors	UNP	PA	TULF	JVP	SU	DLF	NLF	EPDP	USP	ULF	SLMK	SEP	SMBP	IND4	IND2	IND3	JSP	RJP	SLPF	IND1	SLNF
LK-6172170	447	25	473	609	226	185		30	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172175	630	36	666	858	319	261		43	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172180	595	34	629	809	301	246		40	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172185	607	34	642	826	308	251		41	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172190	493	28	521	670	250	204		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172195	557	31	588	758	282	230		38	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172200	333	19	352	453	168	138		22	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172205	948	54	1002	1290	480	393		64	2		3			0	0			0	0	0	0	0	0	0	0
LK-6172210	480	27	507	653	243	199		32	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172215	554	31	586	754	281	230		37	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172220	536	30	566	729	271	222		36	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172225	449	25	475	611	227	186		30	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172230	638	36	675	869	323	264		43	2		2			0	0			0	0	0	0	0	0	0	0
LK-6172235	326	18	345	444	165	135		22	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172240	548	31	580	746	278	227		37	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172245	646	36	683	879	327	267		44	2		2			0	0			0	0	0	0	0	0	0	0
LK-6172250	485	27	513	660	246	201		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172255	169	9	179	231	86	70		11	0		0			0	0			0	0	0	0	0	0	0	0
LK-6172260	271	15	286	369	137	112		18	0		1			0	0			0	0	0	0	0	0	0	0
LK-6172265	429	24	453	583	217	177		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172270	666	38	704	907	337	276		45	2		2			0	0			0	0	0	0	0	0	0	0
LK-6172275	599	34	634	816	304	248		40	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172280	675	38	714	919	342	280		46	2		2			0	0			0	0	0	0	0	0	0	0
LK-6172285	269	15	285	367	136	111		18	0		1			0	0			0	0	0	0	0	0	0	0
LK-6172290	430	24	455	586	218	178		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172295	356	20	376	484	180	147		24	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172300	351	20	371	478	178	145		24	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172305	251	14	266	342	127	104		17	0		0			0	0			0	0	0	0	0	0	0	0
LK-6172310	274	15	289	373	139	113		18	0		1			0	0			0	0	0	0	0	0	0	0
LK-6172315	339	19	358	461	171	140		23	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172320	321	18	340	438	163	133		21	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172325	531	30	561	723	269	220		36	1		2			0	0			0	0	0	0	0	0	0	0
LK-6172330	301	17	319	410	153	125		20	0		1			0	0			0	0	0	0	0	0	0	0
LK-6172335	440	25	465	599	223	182		30	1		1			0	0			0	0	0	0	0	0	0	0
LK-6172340	506	28	535	689	256	210		34	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175	25088	1204	26315	33247	12878	10696		1242	51		62			0	0			0	0	0	0	0	0	0	0
LK-6175005	457	22	479	605	234	195		22	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175010	581	28	609	770	298	248		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175015	479	23	503	635	246	204		24	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175020	331	16	347	439	170	141		16	0		1			0	0			0	0	0	0	0	0	0	0
LK-6175025	440	21	461	583	226	187		22	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175030	422	20	443	559	217	180		21	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175035	920	44	965	1219	472	392		46	2		3			0	0			0	0	0	0	0	0	0	0
LK-6175040	399	19	418	528	204	170		20	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175045	591	28	620	784	304	252		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175050	360	17	377	477	184	153		18	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175055	705	34	740	935	362	301		35	1		2			0	0			0	0	0	0	0	0	0	0
LK-6175060	900	43	944	1193	462	384		45	2		2			0	0			0	0	0	0	0	0	0	0
LK-6175065	490	23	514	649	251	209		24	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175070	523	25	549	693	268	223		26	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175075	512	25	538	679	263	218		25	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175080	1100	53	1154	1458	565	469		55	3		3			0	0			0	0	0	0	0	0	0	0
LK-6175085	399	19	419	529	205	170		20	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175090	337	16	354	447	173	144		16	0		1			0	0			0	0	0	0	0	0	0	0
LK-6175095	519	25	544	687	266	221		26	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175100	779	38	817	1033	400	332		39	2		2			0	0			0	0	0	0	0	0	0	0
LK-6175105	513	25	539	680	264	219		25	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175110	1062	51	1113	1407	545	453		53	3		3			0	0			0	0	0	0	0	0	0	0
LK-6175115	433	21	454	574	222	185		21	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175120	601	29	630	796	308	256		30	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175125	680	33	713	901	349	290		34	1		2			0	0			0	0	0	0	0	0	0	0
LK-6175130	531	25	557	704	273	226		26	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175135	992	48	1041	1315	509	423		49	2		3			0	0			0	0	0	0	0	0	0	0
LK-6175140	419	20	440	556	215	179		21	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175145	508	24	533	673	261	217		25	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175150	374	18	392	496	192	159		18	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175155	666	32	698	882	342	284		33	1		2			0	0			0	0	0	0	0	0	0	0
LK-6175160	582	28	610	771	299	248		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175165	638	31	670	846	328	272		32	1		2			0	0			0	0	0	0	0	0	0	0
LK-6175170	1005	49	1054	1332	516	429		50	2		3			0	0			0	0	0	0	0	0	0	0
LK-6175175	398	19	417	527	204	169		20	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175180	547	26	573	724	281	233		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175185	696	33	730	922	357	297		34	1		2			0	0			0	0	0	0	0	0	0	0
LK-6175190	630	30	661	835	324	269		31	1		2			0	0			0	0	0	0	0	0	0	0
LK-6175195	433	21	454	573	222	184		21	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175200	728	35	763	965	374	310		36	2		2			0	0			0	0	0	0	0	0	0	0
LK-6175205	466	22	489	617	239	199		23	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175210	528	25	554	700	271	225		26	1		1			0	0			0	0	0	0	0	0	0	0
LK-6175215	414	20	435	549	213	177		20	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178	60349	2666	63060	80178	26665	27922		5099	185		148			0	0			0	0	0	0	0	0	0	0
LK-6178005	569	25	595	756	252	263		48	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178010	1073	48	1122	1426	474	497		91	4		3			0	0			0	0	0	0	0	0	0	0
LK-6178015	684	30	715	909	302	316		58	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178020	717	32	749	952	317	332		61	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178025	1189	53	1242	1579	525	550		101	4		3			0	0			0	0	0	0	0	0	0	0
LK-6178030	527	23	550	700	233	244		44	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178035	527	23	550	700	233	244		44	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178040	511	22	534	679	226	236		43	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178045	420	18	438	557	185	194		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178050	615	27	643	817	272	284		52	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178055	763	34	798	1014	337	353		65	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178060	388	17	405	515	171	179		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178065	592	26	619	787	262	274		50	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178070	479	21	500	636	212	221		40	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178075	573	25	598	761	253	265		48	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178080	706	31	738	938	312	327		60	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178085	623	27	651	828	275	288		53	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178090	411	18	430	546	182	190		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178095	673	30	704	895	298	311		57	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178100	721	32	753	957	318	333		61	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178105	334	15	350	444	148	155		28	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178110	529	23	553	703	234	245		45	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178115	715	32	747	950	316	331		60	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178120	793	35	829	1053	350	367		67	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178125	729	32	762	969	322	337		62	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178130	454	20	474	603	201	210		38	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178135	580	26	607	771	256	269		49	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178140	397	17	415	528	175	184		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178145	649	29	678	862	287	300		55	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178150	722	32	755	960	319	334		61	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178155	648	29	677	861	286	300		55	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178160	601	26	628	798	265	278		51	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178165	895	40	935	1188	395	414		76	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178170	514	23	537	683	227	238		43	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178175	443	19	463	589	196	205		37	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178180	750	33	784	997	331	347		63	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178185	644	28	673	856	285	298		54	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178190	924	41	966	1228	408	428		78	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178195	893	40	933	1186	394	413		76	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178200	507	22	529	673	224	234		43	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178205	841	37	879	1117	372	389		71	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178210	473	21	494	628	209	219		40	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178215	497	22	519	660	219	230		42	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178220	665	29	694	883	294	307		56	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178225	1027	46	1073	1365	454	475		87	3		3			0	0			0	0	0	0	0	0	0	0
LK-6178230	389	17	406	517	172	180		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178235	330	14	344	438	145	152		28	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178240	417	18	435	554	184	193		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178245	546	24	570	725	241	253		46	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178250	798	35	834	1061	353	369		67	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178255	1419	63	1483	1885	627	657		120	5		4			0	0			0	0	0	0	0	0	0	0
LK-6178260	1018	45	1063	1352	450	471		86	3		3			0	0			0	0	0	0	0	0	0	0
LK-6178265	1173	52	1226	1558	519	543		99	4		3			0	0			0	0	0	0	0	0	0	0
LK-6178270	377	16	394	501	167	174		32	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178275	1147	51	1198	1524	507	531		97	4		3			0	0			0	0	0	0	0	0	0	0
LK-6178280	603	27	630	802	267	279		51	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178285	476	21	498	633	210	220		40	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178290	713	32	745	947	315	330		60	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178295	529	23	553	703	234	245		45	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178300	456	20	477	606	201	211		38	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178305	678	30	709	901	300	314		57	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178310	1005	45	1051	1336	444	465		85	3		3			0	0			0	0	0	0	0	0	0	0
LK-6178315	814	36	851	1082	360	377		69	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178320	870	39	909	1156	385	403		74	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178325	844	37	882	1122	373	391		71	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178330	1143	51	1194	1518	505	529		97	4		3			0	0			0	0	0	0	0	0	0	0
LK-6178335	950	42	993	1263	420	440		80	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178340	555	24	580	737	245	257		47	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178345	989	44	1033	1314	437	458		84	3		3			0	0			0	0	0	0	0	0	0	0
LK-6178350	682	30	712	906	301	315		58	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178355	819	36	855	1088	362	379		69	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178360	537	24	561	714	237	248		45	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178365	941	42	983	1250	416	436		80	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178370	733	32	766	974	324	339		62	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178375	982	44	1026	1304	434	454		83	3		3			0	0			0	0	0	0	0	0	0	0
LK-6178380	1080	48	1129	1435	477	500		91	4		3			0	0			0	0	0	0	0	0	0	0
LK-6178385	983	44	1027	1305	434	455		83	3		3			0	0			0	0	0	0	0	0	0	0
LK-6178390	484	21	506	643	214	224		41	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178395	532	23	556	707	235	246		45	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178400	761	34	796	1011	336	352		64	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178405	492	22	514	653	217	227		41	1		1			0	0			0	0	0	0	0	0	0	0
LK-6178410	773	34	807	1026	341	357		65	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178415	565	25	591	751	250	262		48	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178420	728	32	761	968	322	337		62	2		2			0	0			0	0	0	0	0	0	0	0
LK-6178425	830	37	867	1102	367	384		70	3		2			0	0			0	0	0	0	0	0	0	0
LK-6178430	600	26	627	798	265	278		51	2		1			0	0			0	0	0	0	0	0	0	0
LK-6178435	603	27	630	801	266	279		51	2		1			0	0			0	0	0	0	0	0	0	0
LK-6181	29060	1090	30179	37893	13731	12502		2485	70		71			5	0			0	0	0	0	0	0	0	0
LK-6181005	767	29	797	1000	363	330		66	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181010	1034	39	1074	1348	489	445		89	3		3			1	0			0	0	0	0	0	0	0	0
LK-6181015	765	29	794	997	362	329		66	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181020	260	10	270	339	123	112		22	0		0			0	0			0	0	0	0	0	0	0	0
LK-6181025	407	15	422	530	192	175		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181030	501	19	520	653	237	216		43	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181035	415	15	431	541	196	179		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181040	392	15	407	511	185	169		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181045	799	30	830	1042	378	344		68	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181050	605	23	628	789	286	260		52	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181055	614	23	638	801	290	264		53	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181060	439	16	456	573	208	189		37	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181065	519	20	539	677	245	224		44	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181070	1056	40	1097	1377	499	455		91	3		3			1	0			0	0	0	0	0	0	0	0
LK-6181075	464	17	482	605	219	199		40	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181080	293	11	304	382	138	126		25	0		0			0	0			0	0	0	0	0	0	0	0
LK-6181085	282	10	293	368	133	121		24	0		0			0	0			0	0	0	0	0	0	0	0
LK-6181090	424	16	440	553	200	182		36	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181095	360	13	374	470	170	155		31	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181100	1294	49	1344	1687	612	557		111	4		4			1	0			0	0	0	0	0	0	0	0
LK-6181105	319	12	332	417	151	137		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181110	454	17	471	592	214	195		39	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181115	484	18	503	632	229	208		41	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181120	623	24	647	813	295	268		53	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181125	441	16	458	575	208	190		38	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181130	299	11	310	390	141	128		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6181135	247	9	257	322	117	106		21	0		0			0	0			0	0	0	0	0	0	0	0
LK-6181140	426	16	442	555	201	183		36	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181145	391	15	406	510	185	168		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181150	286	11	297	373	135	123		24	0		0			0	0			0	0	0	0	0	0	0	0
LK-6181155	464	17	482	605	219	199		40	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181160	1083	41	1125	1412	512	467		93	3		3			1	0			0	0	0	0	0	0	0	0
LK-6181165	348	13	361	454	164	150		30	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181170	336	12	349	438	159	144		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181175	638	24	663	832	302	275		55	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181180	507	19	526	661	239	218		43	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181185	519	20	539	677	245	224		44	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181190	547	21	568	713	258	235		47	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181195	558	21	579	727	264	240		48	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181200	458	17	476	598	217	197		39	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181205	422	16	438	550	199	181		36	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181210	1029	39	1069	1342	486	443		88	3		3			1	0			0	0	0	0	0	0	0	0
LK-6181215	335	12	348	437	158	144		28	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181220	493	18	512	643	233	212		42	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181225	848	32	880	1105	401	365		73	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181230	880	33	914	1147	416	379		75	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181235	545	20	566	710	257	234		47	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181240	407	15	423	531	192	175		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181245	667	25	693	870	315	287		57	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181250	374	14	389	488	177	161		32	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181255	475	18	493	619	224	204		41	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181260	332	12	345	433	157	143		28	1		1			0	0			0	0	0	0	0	0	0	0
LK-6181265	688	26	714	897	325	296		59	2		2			0	0			0	0	0	0	0	0	0	0
LK-6181270	447	17	464	582	211	192		38	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184	32873	1239	34142	42867	15530	14146		2807	83		85			2	0			0	0	0	0	0	0	0	0
LK-6184005	398	15	413	519	188	171		34	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184010	313	12	325	409	148	135		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184015	418	16	434	545	197	180		36	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184020	520	20	540	678	246	224		44	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184025	366	14	381	478	173	158		31	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184030	532	20	552	694	251	229		45	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184035	388	14	403	506	183	167		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184040	451	17	469	588	213	194		38	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184045	363	13	377	473	171	156		31	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184050	318	12	330	415	150	137		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184055	449	17	466	585	212	193		38	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184060	482	18	500	628	228	207		41	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184065	378	14	393	493	179	163		32	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184070	409	15	425	534	193	176		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184075	485	18	504	633	229	209		41	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184080	407	15	423	531	192	175		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184085	378	14	392	493	178	163		32	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184090	464	17	482	605	219	199		40	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184095	363	14	377	474	172	156		31	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184100	826	31	858	1077	390	356		71	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184105	429	16	446	559	203	185		37	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184110	546	21	567	712	258	235		47	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184115	271	10	282	354	128	117		23	0		0			0	0			0	0	0	0	0	0	0	0
LK-6184120	316	12	329	413	149	136		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184125	772	29	801	1006	365	332		66	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184130	401	15	416	522	189	172		34	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184135	533	20	554	696	252	230		46	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184140	409	15	425	533	193	176		35	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184145	398	15	413	519	188	171		34	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184150	392	15	407	511	185	169		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184155	547	21	568	713	258	235		47	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184160	392	15	407	511	185	169		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184165	537	20	558	700	254	231		46	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184170	342	13	355	446	162	147		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184175	946	36	982	1233	447	407		81	3		3			0	0			0	0	0	0	0	0	0	0
LK-6184180	650	25	675	848	307	280		56	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184185	502	19	522	655	237	216		43	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184190	521	20	541	679	246	224		44	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184195	1066	41	1107	1390	504	459		92	3		3			1	0			0	0	0	0	0	0	0	0
LK-6184200	1022	39	1061	1332	483	440		88	3		3			1	0			0	0	0	0	0	0	0	0
LK-6184205	315	12	327	411	149	135		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184210	634	24	658	826	299	273		54	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184215	897	34	931	1169	424	386		77	2		3			0	0			0	0	0	0	0	0	0	0
LK-6184220	295	11	307	385	139	127		25	0		1			0	0			0	0	0	0	0	0	0	0
LK-6184225	731	28	759	953	345	315		63	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184230	463	17	480	603	219	199		39	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184235	351	13	365	458	166	151		30	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184240	427	16	444	557	202	184		36	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184245	315	12	327	411	149	135		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184250	344	13	357	448	162	148		29	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184255	426	16	443	556	201	183		36	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184260	645	24	670	841	305	278		55	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184265	723	27	751	943	342	311		62	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184270	949	36	986	1237	449	409		81	3		3			0	0			0	0	0	0	0	0	0	0
LK-6184275	788	30	819	1028	373	339		68	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184280	424	16	440	553	200	182		36	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184285	622	23	646	811	294	268		53	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184290	315	12	327	411	149	135		27	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184295	364	14	378	475	172	157		31	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184300	510	19	529	665	241	219		44	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184305	450	17	468	587	213	194		38	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184310	375	14	390	489	177	161		32	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184315	366	14	380	477	173	157		31	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184320	460	17	478	600	217	198		39	1		1			0	0			0	0	0	0	0	0	0	0
LK-6184325	600	23	623	782	284	258		51	2		2			0	0			0	0	0	0	0	0	0	0
LK-6184330	384	14	399	501	181	165		33	1		1			0	0			0	0	0	0	0	0	0	0
LK-6187	31875	1410	33324	43124	15952	13337		2062	182		73			2	0			0	0	0	0	0	0	0	0
LK-6187005	432	19	452	585	216	181		28	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187010	462	21	483	625	231	193		30	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187015	376	17	393	509	188	157		24	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187020	386	17	403	522	193	161		25	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187025	643	29	672	869	322	269		42	4		2			0	0			0	0	0	0	0	0	0	0
LK-6187030	298	13	311	403	149	125		19	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187040	282	12	295	382	141	118		18	1		1			0	0			0	0	0	0	0	0	0	0
LK-6187045	138	6	144	187	69	57		9	0		0			0	0			0	0	0	0	0	0	0	0
LK-6187050	374	17	391	506	187	156		24	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187055	194	8	202	262	97	81		12	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187060	343	15	359	464	172	144		22	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187065	278	12	291	376	139	116		18	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187070	205	9	214	277	102	86		13	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187075	252	11	263	341	126	105		16	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187080	211	9	221	286	106	88		13	1		0			0	0			0	0	0	0	0	0	0	0
