entity_id	valid	rejected	polled	electors	UNP	PA	SU	ACTC	NUA	JVP	CWC	NLF	NPP	PP	TLP	SLMK	SMBP	IG3	ULF	MULF	SEP	IG2	DUNF	IG4	IG5	PFF	RJP	IG1	SLPF
LK-6187360	0	0	0	0	227	234	5		8	25		2		0	0	0	0		0	0			0			0		0	0
LK-6187365	0	0	0	0	157	162	3		5	18		1		0	0	0	0		0	0			0			0		0	0
LK-6187370	0	0	0	0	216	223	5		8	24		2		0	0	0	0		0	0			0			0		0	0
LK-6187375	0	0	0	0	253	261	6		9	28		2		0	0	0	0		0	0			0			0		0	0
LK-6187380	0	0	0	0	295	304	7		10	33		3		1	0	0	0		0	0			0			0		0	0
LK-6187385	0	0	0	0	189	195	4		7	21		1		0	0	0	0		0	0			0			0		0	0
LK-6187390	0	0	0	0	120	124	2		4	13		1		0	0	0	0		0	0			0			0		0	0
LK-6187395	0	0	0	0	220	227	5		8	25		2		0	0	0	0		0	0			0			0		0	0
LK-6187400	0	0	0	0	345	355	8		12	39		3		1	0	0	0		0	0			0			0		0	0
LK-6187405	0	0	0	0	243	250	6		8	27		2		0	0	0	0		0	0			0			0		0	0
LK-6187410	0	0	0	0	253	261	6		9	29		2		0	0	0	0		0	0			0			0		0	0
LK-6187415	0	0	0	0	205	211	5		7	23		2		0	0	0	0		0	0			0			0		0	0
LK-6187420	0	0	0	0	535	551	13		19	61		5		1	0	0	1		1	0			0			0		0	0
LK-62	0	0	0	0	115962	135598	1549		11957	10486		1685		627		1		2				34				1	0	1	2
LK-6203	0	0	0	0	8577	7964	40		3890	324		143		232		0		0				11				0	0	0	0
LK-6203005	0	0	0	0	125	116	0		56	4		2		3		0		0				0				0	0	0	0
LK-6203010	0	0	0	0	120	111	0		54	4		2		3		0		0				0				0	0	0	0
LK-6203015	0	0	0	0	346	321	2		157	13		6		9		0		0				1				0	0	0	0
LK-6203020	0	0	0	0	105	98	0		48	4		1		3		0		0				0				0	0	0	0
LK-6203025	0	0	0	0	225	208	1		102	8		4		6		0		0				0				0	0	0	0
LK-6203030	0	0	0	0	618	574	4		281	24		11		17		0		0				1				0	0	0	0
LK-6203035	0	0	0	0	107	100	0		49	4		1		3		0		0				0				0	0	0	0
LK-6203040	0	0	0	0	205	190	1		93	8		3		5		0		0				0				0	0	0	0
LK-6203045	0	0	0	0	61	57	0		27	2		1		1		0		0				0				0	0	0	0
LK-6203050	0	0	0	0	210	195	1		95	8		3		6		0		0				0				0	0	0	0
LK-6203055	0	0	0	0	219	203	1		99	8		4		6		0		0				0				0	0	0	0
LK-6203060	0	0	0	0	452	420	2		205	17		8		12		0		0				1				0	0	0	0
LK-6203065	0	0	0	0	387	359	2		176	15		7		11		0		0				1				0	0	0	0
LK-6203070	0	0	0	0	195	181	1		88	7		3		5		0		0				0				0	0	0	0
LK-6203075	0	0	0	0	398	369	2		180	15		7		11		0		0				1				0	0	0	0
LK-6203080	0	0	0	0	172	160	1		78	6		3		4		0		0				0				0	0	0	0
LK-6203085	0	0	0	0	108	100	0		49	4		1		3		0		0				0				0	0	0	0
LK-6203090	0	0	0	0	244	227	1		111	9		4		7		0		0				0				0	0	0	0
LK-6203095	0	0	0	0	248	231	1		113	9		4		7		0		0				0				0	0	0	0
LK-6203100	0	0	0	0	324	301	2		147	12		5		9		0		0				0				0	0	0	0
LK-6203105	0	0	0	0	116	107	0		52	4		2		3		0		0				0				0	0	0	0
LK-6203110	0	0	0	0	657	610	4		298	26		12		18		0		0				2				0	0	0	0
LK-6203115	0	0	0	0	698	649	4		317	27		12		20		0		0				2				0	0	0	0
LK-6203120	0	0	0	0	251	234	1		114	10		4		7		0		0				0				0	0	0	0
LK-6203125	0	0	0	0	249	231	1		113	9		4		7		0		0				0				0	0	0	0
LK-6203130	0	0	0	0	279	259	1		127	11		5		8		0		0				0				0	0	0	0
LK-6203135	0	0	0	0	187	173	1		85	7		3		5		0		0				0				0	0	0	0
LK-6203140	0	0	0	0	202	187	1		91	8		3		5		0		0				0				0	0	0	0
LK-6203145	0	0	0	0	100	93	0		45	3		1		2		0		0				0				0	0	0	0
LK-6203150	0	0	0	0	204	189	1		92	8		3		5		0		0				0				0	0	0	0
LK-6203155	0	0	0	0	765	711	4		348	30		14		21		0		0				2				0	0	0	0
LK-6206	0	0	0	0	1984	2268	5		535	146		35		28		0		0				0				0	0	0	0
LK-6206005	0	0	0	0	11	10	0		5	0		0		0		0		0				0				0	0	0	0
LK-6206010	0	0	0	0	80	74	0		36	3		1		2		0		0				0				0	0	0	0
LK-6206015	0	0	0	0	23	21	0		10	0		0		0		0		0				0				0	0	0	0
LK-6206020	0	0	0	0	76	71	0		34	3		1		2		0		0				0				0	0	0	0
LK-6206025	0	0	0	0	136	126	0		61	5		2		3		0		0				0				0	0	0	0
LK-6206030	0	0	0	0	239	222	1		108	9		4		6		0		0				0				0	0	0	0
LK-6206035	0	0	0	0	95	88	0		43	3		1		2		0		0				0				0	0	0	0
LK-6206040	0	0	0	0	146	212	1		1	19		4		0		0		0				0				0	0	0	0
LK-6206045	0	0	0	0	141	205	1		1	18		3		0		0		0				0				0	0	0	0
LK-6206050	0	0	0	0	124	181	0		1	16		3		0		0		0				0				0	0	0	0
LK-6206055	0	0	0	0	180	262	1		1	24		4		0		0		0				0				0	0	0	0
LK-6206060	0	0	0	0	104	151	0		1	13		2		0		0		0				0				0	0	0	0
LK-6206065	0	0	0	0	116	169	0		1	15		3		0		0		0				0				0	0	0	0
LK-6206070	0	0	0	0	45	42	0		20	1		0		1		0		0				0				0	0	0	0
LK-6206075	0	0	0	0	88	82	0		40	3		1		2		0		0				0				0	0	0	0
LK-6206080	0	0	0	0	288	267	1		131	11		5		8		0		0				0				0	0	0	0
LK-6206085	0	0	0	0	92	85	0		41	3		1		2		0		0				0				0	0	0	0
LK-6209	0	0	0	0	3368	4909	8		25	441		80		1		0		0				0				0	0	0	0
LK-6209005	0	0	0	0	132	192	1		1	17		3		0		0		0				0				0	0	0	0
LK-6209010	0	0	0	0	122	178	0		1	16		3		0		0		0				0				0	0	0	0
LK-6209015	0	0	0	0	312	454	2		3	41		8		1		0		0				0				0	0	0	0
LK-6209020	0	0	0	0	74	108	0		0	10		2		0		0		0				0				0	0	0	0
LK-6209025	0	0	0	0	105	153	0		1	14		2		0		0		0				0				0	0	0	0
LK-6209030	0	0	0	0	82	120	0		0	11		2		0		0		0				0				0	0	0	0
LK-6209035	0	0	0	0	168	245	1		1	22		4		0		0		0				0				0	0	0	0
LK-6209040	0	0	0	0	111	162	0		1	14		3		0		0		0				0				0	0	0	0
LK-6209045	0	0	0	0	105	153	0		1	14		2		0		0		0				0				0	0	0	0
LK-6209050	0	0	0	0	105	153	0		1	14		2		0		0		0				0				0	0	0	0
LK-6209055	0	0	0	0	224	326	1		2	30		6		0		0		0				0				0	0	0	0
LK-6209060	0	0	0	0	229	334	1		2	30		6		0		0		0				0				0	0	0	0
LK-6209065	0	0	0	0	95	139	0		1	12		2		0		0		0				0				0	0	0	0
LK-6209070	0	0	0	0	91	132	0		0	12		2		0		0		0				0				0	0	0	0
LK-6209075	0	0	0	0	102	148	0		1	13		2		0		0		0				0				0	0	0	0
LK-6209080	0	0	0	0	84	122	0		0	11		2		0		0		0				0				0	0	0	0
LK-6209085	0	0	0	0	78	114	0		0	10		2		0		0		0				0				0	0	0	0
LK-6209090	0	0	0	0	97	142	0		1	13		2		0		0		0				0				0	0	0	0
LK-6209095	0	0	0	0	251	366	1		2	33		6		0		0		0				0				0	0	0	0
LK-6209100	0	0	0	0	72	106	0		0	9		2		0		0		0				0				0	0	0	0
LK-6209105	0	0	0	0	126	184	0		1	16		3		0		0		0				0				0	0	0	0
LK-6209110	0	0	0	0	99	144	0		1	13		2		0		0		0				0				0	0	0	0
LK-6209115	0	0	0	0	196	286	1		2	26		5		0		0		0				0				0	0	0	0
LK-6209120	0	0	0	0	67	98	0		0	9		1		0		0		0				0				0	0	0	0
LK-6209125	0	0	0	0	126	183	0		1	16		3		0		0		0				0				0	0	0	0
LK-6209130	0	0	0	0	115	167	0		1	15		3		0		0		0				0				0	0	0	0
LK-6212	0	0	0	0	2082	3032	6		12	271		50		0		0		0				0				0	0	0	0
LK-6212005	0	0	0	0	153	223	1		1	20		4		0		0		0				0				0	0	0	0
LK-6212010	0	0	0	0	84	122	0		0	11		2		0		0		0				0				0	0	0	0
LK-6212015	0	0	0	0	79	115	0		0	10		2		0		0		0				0				0	0	0	0
LK-6212020	0	0	0	0	200	292	1		2	26		5		0		0		0				0				0	0	0	0
LK-6212025	0	0	0	0	129	188	1		1	17		3		0		0		0				0				0	0	0	0
LK-6212030	0	0	0	0	106	154	0		1	14		2		0		0		0				0				0	0	0	0
LK-6212035	0	0	0	0	79	115	0		0	10		2		0		0		0				0				0	0	0	0
LK-6212040	0	0	0	0	46	66	0		0	6		1		0		0		0				0				0	0	0	0
LK-6212045	0	0	0	0	89	129	0		0	11		2		0		0		0				0				0	0	0	0
LK-6212050	0	0	0	0	82	120	0		0	11		2		0		0		0				0				0	0	0	0
LK-6212055	0	0	0	0	80	117	0		0	10		2		0		0		0				0				0	0	0	0
LK-6212060	0	0	0	0	108	158	0		1	14		3		0		0		0				0				0	0	0	0
LK-6212065	0	0	0	0	127	185	0		1	17		3		0		0		0				0				0	0	0	0
LK-6212070	0	0	0	0	127	185	0		1	17		3		0		0		0				0				0	0	0	0
LK-6212075	0	0	0	0	49	71	0		0	6		1		0		0		0				0				0	0	0	0
LK-6212080	0	0	0	0	130	190	1		1	17		3		0		0		0				0				0	0	0	0
LK-6212085	0	0	0	0	151	220	1		1	20		4		0		0		0				0				0	0	0	0
LK-6212090	0	0	0	0	137	199	1		1	18		3		0		0		0				0				0	0	0	0
LK-6212095	0	0	0	0	126	183	0		1	16		3		0		0		0				0				0	0	0	0
LK-6215	0	0	0	0	8473	8357	48		3437	413		154		210		1		2				18				1	0	1	2
LK-6215005	0	0	0	0	753	699	4		342	29		13		21		0		0				2				0	0	0	0
LK-6215010	0	0	0	0	302	440	2		3	40		8		1		0		0				0				0	0	0	0
LK-6215015	0	0	0	0	116	169	0		1	15		3		0		0		0				0				0	0	0	0
LK-6215020	0	0	0	0	157	229	1		1	21		4		0		0		0				0				0	0	0	0
LK-6215025	0	0	0	0	350	325	2		159	13		6		10		0		0				1				0	0	0	0
LK-6215030	0	0	0	0	363	337	2		165	14		6		10		0		0				1				0	0	0	0
LK-6215035	0	0	0	0	671	623	4		305	26		12		19		0		0				2				0	0	0	0
LK-6215040	0	0	0	0	1393	1294	9		633	55		25		39		1		1				4				1	0	1	1
LK-6215045	0	0	0	0	390	362	2		177	15		7		11		0		0				1				0	0	0	0
LK-6215050	0	0	0	0	1011	939	6		459	40		18		28		0		1				3				0	0	0	1
LK-6215055	0	0	0	0	314	292	2		143	12		5		9		0		0				0				0	0	0	0
LK-6215060	0	0	0	0	156	145	1		71	6		2		4		0		0				0				0	0	0	0
LK-6215065	0	0	0	0	173	161	1		79	6		3		4		0		0				0				0	0	0	0
LK-6215070	0	0	0	0	62	57	0		28	2		1		1		0		0				0				0	0	0	0
LK-6215075	0	0	0	0	673	625	4		306	26		12		19		0		0				2				0	0	0	0
LK-6215080	0	0	0	0	139	203	1		1	18		3		0		0		0				0				0	0	0	0
LK-6215085	0	0	0	0	209	305	1		2	28		5		0		0		0				0				0	0	0	0
LK-6215090	0	0	0	0	84	78	0		38	3		1		2		0		0				0				0	0	0	0
LK-6215095	0	0	0	0	109	101	0		49	4		2		3		0		0				0				0	0	0	0
LK-6215100	0	0	0	0	339	314	2		154	13		6		9		0		0				1				0	0	0	0
LK-6215105	0	0	0	0	527	490	3		239	20		9		15		0		0				1				0	0	0	0
LK-6215110	0	0	0	0	182	169	1		82	7		3		5		0		0				0				0	0	0	0
LK-6218	0	0	0	0	6525	7261	31		1943	459		123		115		0		0				3				0	0	0	0
LK-6218005	0	0	0	0	245	227	1		111	9		4		7		0		0				0				0	0	0	0
LK-6218010	0	0	0	0	321	298	2		146	12		5		9		0		0				0				0	0	0	0
LK-6218015	0	0	0	0	567	826	4		5	76		15		2		0		0				1				0	0	0	0
LK-6218020	0	0	0	0	326	474	2		3	43		9		1		0		0				0				0	0	0	0
LK-6218025	0	0	0	0	416	606	3		4	55		11		1		0		0				1				0	0	0	0
LK-6218030	0	0	0	0	193	179	1		87	7		3		5		0		0				0				0	0	0	0
LK-6218035	0	0	0	0	201	187	1		91	8		3		5		0		0				0				0	0	0	0
LK-6218040	0	0	0	0	163	151	1		74	6		2		4		0		0				0				0	0	0	0
LK-6218045	0	0	0	0	248	230	1		112	9		4		7		0		0				0				0	0	0	0
LK-6218050	0	0	0	0	262	244	1		119	10		4		7		0		0				0				0	0	0	0
LK-6218055	0	0	0	0	144	134	0		65	5		2		4		0		0				0				0	0	0	0
LK-6218060	0	0	0	0	169	157	1		77	6		3		4		0		0				0				0	0	0	0
LK-6218065	0	0	0	0	196	285	1		2	26		5		0		0		0				0				0	0	0	0
LK-6218070	0	0	0	0	117	109	0		53	4		2		3		0		0				0				0	0	0	0
LK-6218075	0	0	0	0	192	178	1		87	7		3		5		0		0				0				0	0	0	0
LK-6218080	0	0	0	0	135	125	0		61	5		2		3		0		0				0				0	0	0	0
LK-6218085	0	0	0	0	199	185	1		90	7		3		5		0		0				0				0	0	0	0
LK-6218090	0	0	0	0	179	260	1		1	23		4		0		0		0				0				0	0	0	0
LK-6218095	0	0	0	0	90	131	0		0	12		2		0		0		0				0				0	0	0	0
LK-6218100	0	0	0	0	137	199	1		1	18		3		0		0		0				0				0	0	0	0
LK-6218105	0	0	0	0	166	241	1		1	22		4		0		0		0				0				0	0	0	0
LK-6218110	0	0	0	0	209	194	1		95	8		3		5		0		0				0				0	0	0	0
LK-6218115	0	0	0	0	135	125	0		61	5		2		3		0		0				0				0	0	0	0
LK-6218120	0	0	0	0	150	139	0		68	5		2		4		0		0				0				0	0	0	0
LK-6218125	0	0	0	0	260	242	1		118	10		4		7		0		0				0				0	0	0	0
LK-6218130	0	0	0	0	108	100	0		49	4		1		3		0		0				0				0	0	0	0
LK-6218140	0	0	0	0	468	435	3		213	18		8		13		0		0				1				0	0	0	0
LK-6218145	0	0	0	0	205	299	1		2	27		5		0		0		0				0				0	0	0	0
LK-6218150	0	0	0	0	232	215	1		105	9		4		6		0		0				0				0	0	0	0
LK-6218155	0	0	0	0	92	86	0		42	3		1		2		0		0				0				0	0	0	0
LK-6221	0	0	0	0	2674	3901	7		12	347		63		0		0		0				0				0	0	0	0
LK-6221005	0	0	0	0	129	189	1		1	17		3		0		0		0				0				0	0	0	0
LK-6221010	0	0	0	0	106	155	0		1	14		2		0		0		0				0				0	0	0	0
LK-6221015	0	0	0	0	145	211	1		1	19		4		0		0		0				0				0	0	0	0
LK-6221020	0	0	0	0	184	268	1		1	24		5		0		0		0				0				0	0	0	0
LK-6221025	0	0	0	0	134	195	1		1	17		3		0		0		0				0				0	0	0	0
LK-6221030	0	0	0	0	73	107	0		0	9		2		0		0		0				0				0	0	0	0
LK-6221035	0	0	0	0	70	102	0		0	9		1		0		0		0				0				0	0	0	0
LK-6221040	0	0	0	0	91	133	0		0	12		2		0		0		0				0				0	0	0	0
LK-6221045	0	0	0	0	89	130	0		0	11		2		0		0		0				0				0	0	0	0
LK-6221050	0	0	0	0	64	94	0		0	8		1		0		0		0				0				0	0	0	0
LK-6221055	0	0	0	0	87	127	0		0	11		2		0		0		0				0				0	0	0	0
LK-6221060	0	0	0	0	89	129	0		0	11		2		0		0		0				0				0	0	0	0
LK-6221065	0	0	0	0	54	79	0		0	7		1		0		0		0				0				0	0	0	0
LK-6221070	0	0	0	0	142	207	1		1	19		3		0		0		0				0				0	0	0	0
LK-6221075	0	0	0	0	92	134	0		0	12		2		0		0		0				0				0	0	0	0
LK-6221080	0	0	0	0	84	122	0		0	11		2		0		0		0				0				0	0	0	0
LK-6221085	0	0	0	0	126	184	0		1	16		3		0		0		0				0				0	0	0	0
LK-6221090	0	0	0	0	76	111	0		0	10		2		0		0		0				0				0	0	0	0
LK-6221095	0	0	0	0	128	187	1		1	17		3		0		0		0				0				0	0	0	0
LK-6221100	0	0	0	0	115	168	0		1	15		3		0		0		0				0				0	0	0	0
LK-6221105	0	0	0	0	87	127	0		0	11		2		0		0		0				0				0	0	0	0
LK-6221110	0	0	0	0	127	185	0		1	17		3		0		0		0				0				0	0	0	0
LK-6221115	0	0	0	0	85	124	0		0	11		2		0		0		0				0				0	0	0	0
LK-6221120	0	0	0	0	114	167	0		1	15		3		0		0		0				0				0	0	0	0
LK-6221125	0	0	0	0	183	266	1		1	24		5		0		0		0				0				0	0	0	0
LK-6224	0	0	0	0	5509	8022	29		39	721		136		0		0		0				0				0	0	0	0
LK-6224005	0	0	0	0	184	267	1		1	24		5		0		0		0				0				0	0	0	0
LK-6224010	0	0	0	0	134	195	1		1	17		3		0		0		0				0				0	0	0	0
LK-6224015	0	0	0	0	127	185	0		1	17		3		0		0		0				0				0	0	0	0
LK-6224020	0	0	0	0	193	281	1		2	25		5		0		0		0				0				0	0	0	0
LK-6224025	0	0	0	0	139	202	1		1	18		3		0		0		0				0				0	0	0	0
LK-6224030	0	0	0	0	177	258	1		1	23		4		0		0		0				0				0	0	0	0
LK-6224035	0	0	0	0	144	210	1		1	19		3		0		0		0				0				0	0	0	0
LK-6224040	0	0	0	0	93	135	0		0	12		2		0		0		0				0				0	0	0	0
LK-6224045	0	0	0	0	142	207	1		1	19		3		0		0		0				0				0	0	0	0
LK-6224050	0	0	0	0	158	230	1		1	21		4		0		0		0				0				0	0	0	0
LK-6224055	0	0	0	0	193	281	1		2	25		5		0		0		0				0				0	0	0	0
LK-6224060	0	0	0	0	178	259	1		1	23		4		0		0		0				0				0	0	0	0
LK-6224065	0	0	0	0	118	171	0		1	15		3		0		0		0				0				0	0	0	0
LK-6224070	0	0	0	0	64	94	0		0	8		1		0		0		0				0				0	0	0	0
LK-6224075	0	0	0	0	74	107	0		0	9		2		0		0		0				0				0	0	0	0
LK-6224080	0	0	0	0	167	244	1		1	22		4		0		0		0				0				0	0	0	0
LK-6224085	0	0	0	0	131	190	1		1	17		3		0		0		0				0				0	0	0	0
LK-6224090	0	0	0	0	198	288	1		2	26		5		0		0		0				0				0	0	0	0
LK-6224095	0	0	0	0	148	216	1		1	19		4		0		0		0				0				0	0	0	0
LK-6224100	0	0	0	0	107	156	0		1	14		2		0		0		0				0				0	0	0	0
LK-6224105	0	0	0	0	180	262	1		1	24		4		0		0		0				0				0	0	0	0
LK-6224110	0	0	0	0	179	261	1		1	24		4		0		0		0				0				0	0	0	0
LK-6224115	0	0	0	0	263	383	2		2	35		7		0		0		0				0				0	0	0	0
LK-6224120	0	0	0	0	150	219	1		1	20		4		0		0		0				0				0	0	0	0
LK-6224125	0	0	0	0	119	174	0		1	16		3		0		0		0				0				0	0	0	0
LK-6224130	0	0	0	0	74	108	0		0	9		2		0		0		0				0				0	0	0	0
LK-6224135	0	0	0	0	184	267	1		1	24		5		0		0		0				0				0	0	0	0
LK-6224140	0	0	0	0	261	381	2		2	35		7		0		0		0				0				0	0	0	0
LK-6224145	0	0	0	0	191	278	1		2	25		5		0		0		0				0				0	0	0	0
LK-6224150	0	0	0	0	154	224	1		1	20		4		0		0		0				0				0	0	0	0
LK-6224155	0	0	0	0	151	219	1		1	20		4		0		0		0				0				0	0	0	0
LK-6224160	0	0	0	0	171	249	1		1	22		4		0		0		0				0				0	0	0	0
LK-6224165	0	0	0	0	147	214	1		1	19		4		0		0		0				0				0	0	0	0
LK-6224170	0	0	0	0	192	280	1		2	25		5		0		0		0				0				0	0	0	0
LK-6224175	0	0	0	0	224	327	1		2	30		6		0		0		0				0				0	0	0	0
LK-6227	0	0	0	0	3519	5121	18		28	464		88		3		0		0				0				0	0	0	0
LK-6227005	0	0	0	0	251	365	1		2	33		6		0		0		0				0				0	0	0	0
LK-6227010	0	0	0	0	216	314	1		2	28		5		0		0		0				0				0	0	0	0
LK-6227015	0	0	0	0	114	166	0		1	15		3		0		0		0				0				0	0	0	0
LK-6227020	0	0	0	0	153	223	1		1	20		4		0		0		0				0				0	0	0	0
LK-6227025	0	0	0	0	157	228	1		1	21		4		0		0		0				0				0	0	0	0
LK-6227030	0	0	0	0	218	317	1		2	29		6		0		0		0				0				0	0	0	0
LK-6227035	0	0	0	0	219	318	1		2	29		6		0		0		0				0				0	0	0	0
LK-6227040	0	0	0	0	207	302	1		2	27		5		0		0		0				0				0	0	0	0
LK-6227045	0	0	0	0	117	170	0		1	15		3		0		0		0				0				0	0	0	0
LK-6227050	0	0	0	0	183	266	1		1	24		5		0		0		0				0				0	0	0	0
LK-6227055	0	0	0	0	243	354	1		2	32		6		0		0		0				0				0	0	0	0
LK-6227060	0	0	0	0	273	397	2		2	36		7		1		0		0				0				0	0	0	0
LK-6227065	0	0	0	0	351	511	2		3	47		9		1		0		0				0				0	0	0	0
LK-6227070	0	0	0	0	128	186	1		1	17		3		0		0		0				0				0	0	0	0
LK-6227075	0	0	0	0	272	396	2		2	36		7		1		0		0				0				0	0	0	0
LK-6227080	0	0	0	0	141	206	1		1	19		3		0		0		0				0				0	0	0	0
LK-6227085	0	0	0	0	106	154	0		1	14		2		0		0		0				0				0	0	0	0
LK-6227090	0	0	0	0	170	248	1		1	22		4		0		0		0				0				0	0	0	0
LK-6230	0	0	0	0	7665	8213	136		214	683		100		0		0		0				0				0	0	0	0
LK-6230005	0	0	0	0	260	279	5		7	23		3		0		0		0				0				0	0	0	0
LK-6230010	0	0	0	0	169	182	3		5	15		2		0		0		0				0				0	0	0	0
LK-6230015	0	0	0	0	288	309	5		8	26		4		0		0		0				0				0	0	0	0
LK-6230020	0	0	0	0	408	437	8		12	37		6		0		0		0				0				0	0	0	0
LK-6230025	0	0	0	0	113	122	2		3	10		1		0		0		0				0				0	0	0	0
LK-6230030	0	0	0	0	108	115	2		3	9		1		0		0		0				0				0	0	0	0
LK-6230035	0	0	0	0	179	192	3		5	16		2		0		0		0				0				0	0	0	0
LK-6230040	0	0	0	0	162	173	3		4	14		2		0		0		0				0				0	0	0	0
LK-6230045	0	0	0	0	379	406	7		11	34		5		0		0		0				0				0	0	0	0
LK-6230050	0	0	0	0	145	155	2		4	13		2		0		0		0				0				0	0	0	0
LK-6230055	0	0	0	0	146	156	2		4	13		2		0		0		0				0				0	0	0	0
LK-6230060	0	0	0	0	126	135	2		3	11		1		0		0		0				0				0	0	0	0
LK-6230065	0	0	0	0	193	206	3		5	17		2		0		0		0				0				0	0	0	0
LK-6230070	0	0	0	0	127	136	2		3	11		1		0		0		0				0				0	0	0	0
LK-6230075	0	0	0	0	449	481	8		13	40		6		0		0		0				0				0	0	0	0
LK-6230080	0	0	0	0	169	181	3		5	15		2		0		0		0				0				0	0	0	0
LK-6230085	0	0	0	0	222	238	4		6	20		3		0		0		0				0				0	0	0	0
LK-6230090	0	0	0	0	284	304	5		8	25		4		0		0		0				0				0	0	0	0
LK-6230095	0	0	0	0	179	192	3		5	16		2		0		0		0				0				0	0	0	0
LK-6230100	0	0	0	0	310	332	6		9	28		4		0		0		0				0				0	0	0	0
LK-6230105	0	0	0	0	143	153	2		4	13		2		0		0		0				0				0	0	0	0
LK-6230110	0	0	0	0	123	132	2		3	11		1		0		0		0				0				0	0	0	0
LK-6230115	0	0	0	0	254	272	5		7	23		3		0		0		0				0				0	0	0	0
LK-6230120	0	0	0	0	283	303	5		8	25		4		0		0		0				0				0	0	0	0
LK-6230125	0	0	0	0	201	215	3		5	18		3		0		0		0				0				0	0	0	0
LK-6230130	0	0	0	0	397	425	7		11	36		6		0		0		0				0				0	0	0	0
LK-6230135	0	0	0	0	162	174	3		4	14		2		0		0		0				0				0	0	0	0
LK-6230140	0	0	0	0	239	256	4		7	21		3		0		0		0				0				0	0	0	0
LK-6230145	0	0	0	0	206	221	4		6	18		3		0		0		0				0				0	0	0	0
LK-6230150	0	0	0	0	478	513	9		14	43		7		0		0		0				0				0	0	0	0
LK-6230155	0	0	0	0	207	222	4		6	18		3		0		0		0				0				0	0	0	0
LK-6230160	0	0	0	0	344	369	6		10	31		5		0		0		0				0				0	0	0	0
LK-6230165	0	0	0	0	212	227	4		6	19		3		0		0		0				0				0	0	0	0
LK-6233	0	0	0	0	11431	12253	202		316	1017		151		0		0		0				0				0	0	0	0
LK-6233005	0	0	0	0	191	205	3		5	17		2		0		0		0				0				0	0	0	0
LK-6233010	0	0	0	0	573	614	11		16	52		8		0		0		0				0				0	0	0	0
LK-6233015	0	0	0	0	142	152	2		4	12		2		0		0		0				0				0	0	0	0
LK-6233020	0	0	0	0	76	82	1		2	6		1		0		0		0				0				0	0	0	0
LK-6233025	0	0	0	0	124	133	2		3	11		1		0		0		0				0				0	0	0	0
LK-6233030	0	0	0	0	142	152	2		4	12		2		0		0		0				0				0	0	0	0
LK-6233035	0	0	0	0	140	150	2		4	12		2		0		0		0				0				0	0	0	0
LK-6233040	0	0	0	0	145	155	2		4	13		2		0		0		0				0				0	0	0	0
LK-6233045	0	0	0	0	100	108	2		2	9		1		0		0		0				0				0	0	0	0
LK-6233050	0	0	0	0	92	98	1		2	8		1		0		0		0				0				0	0	0	0
LK-6233055	0	0	0	0	85	91	1		2	7		1		0		0		0				0				0	0	0	0
LK-6233060	0	0	0	0	202	216	4		5	18		3		0		0		0				0				0	0	0	0
LK-6233065	0	0	0	0	457	489	9		13	41		6		0		0		0				0				0	0	0	0
LK-6233070	0	0	0	0	619	664	12		18	56		9		0		0		0				0				0	0	0	0
LK-6233075	0	0	0	0	410	440	8		12	37		6		0		0		0				0				0	0	0	0
LK-6233080	0	0	0	0	225	241	4		6	20		3		0		0		0				0				0	0	0	0
LK-6233085	0	0	0	0	189	202	3		5	17		2		0		0		0				0				0	0	0	0
LK-6233090	0	0	0	0	296	317	5		8	26		4		0		0		0				0				0	0	0	0
LK-6233100	0	0	0	0	651	698	12		19	59		9		0		0		0				0				0	0	0	0
LK-6233105	0	0	0	0	211	226	4		6	19		3		0		0		0				0				0	0	0	0
LK-6233110	0	0	0	0	379	406	7		11	34		5		0		0		0				0				0	0	0	0
LK-6233115	0	0	0	0	236	253	4		7	21		3		0		0		0				0				0	0	0	0
LK-6233120	0	0	0	0	298	320	5		8	27		4		0		0		0				0				0	0	0	0
LK-6233125	0	0	0	0	152	162	3		4	13		2		0		0		0				0				0	0	0	0
LK-6233130	0	0	0	0	153	164	3		4	13		2		0		0		0				0				0	0	0	0
LK-6233135	0	0	0	0	193	207	3		5	17		2		0		0		0				0				0	0	0	0
LK-6233140	0	0	0	0	187	201	3		5	17		2		0		0		0				0				0	0	0	0
LK-6233145	0	0	0	0	113	121	2		3	10		1		0		0		0				0				0	0	0	0
LK-6233150	0	0	0	0	215	231	4		6	19		3		0		0		0				0				0	0	0	0
LK-6233155	0	0	0	0	112	120	2		3	10		1		0		0		0				0				0	0	0	0
LK-6233160	0	0	0	0	128	137	2		3	11		1		0		0		0				0				0	0	0	0
LK-6233165	0	0	0	0	113	121	2		3	10		1		0		0		0				0				0	0	0	0
LK-6233170	0	0	0	0	202	216	4		5	18		3		0		0		0				0				0	0	0	0
LK-6233175	0	0	0	0	390	418	7		11	35		5		0		0		0				0				0	0	0	0
LK-6233180	0	0	0	0	686	736	13		20	62		10		0		0		0				0				0	0	0	0
LK-6233185	0	0	0	0	200	215	3		5	18		3		0		0		0				0				0	0	0	0
LK-6233190	0	0	0	0	275	295	5		8	25		4		0		0		0				0				0	0	0	0
LK-6233195	0	0	0	0	217	233	4		6	19		3		0		0		0				0				0	0	0	0
LK-6233200	0	0	0	0	277	297	5		8	25		4		0		0		0				0				0	0	0	0
LK-6233205	0	0	0	0	511	548	10		15	46		7		0		0		0				0				0	0	0	0
