entity_id	valid	rejected	polled	electors	UNP	UPFA	JVP	TULF	DP	BJP	NSSP	IG0	UPP	USP	AITM	SEP	IG1	ONF	UPF	JSP	FSP	ELPP	TLP	SLVP	NSU	MJP	SLNF
LK-8103030	743	28	773	1024	368	333	38		0	0		0	0								0					0	
LK-8103035	1024	39	1064	1411	508	459	53		0	0		0	1								0					0	
LK-8103040	998	38	1038	1376	495	448	52		0	0		0	1								0					0	
LK-8103045	1363	53	1418	1879	676	611	71		0	0		0	1								0					0	
LK-8103050	1305	50	1357	1799	647	585	68		0	0		0	1								0					0	
LK-8103055	1359	52	1413	1873	674	610	70		0	0		0	1								0					0	
LK-8103060	900	35	936	1241	446	404	46		0	0		0	0								0					0	
LK-8103065	853	33	888	1177	423	383	44		0	0		0	0								0					0	
LK-8103070	2194	85	2282	3025	1088	984	114		1	1		0	2								0					0	
LK-8103075	1741	67	1811	2401	864	781	90		0	0		0	1								0					0	
LK-8103080	1102	42	1146	1519	547	494	57		0	0		0	1								0					0	
LK-8103085	916	35	953	1263	454	411	47		0	0		0	0								0					0	
LK-8103090	1351	52	1405	1862	670	606	70		0	0		0	1								0					0	
LK-8103095	1310	51	1363	1806	650	588	68		0	0		0	1								0					0	
LK-8103100	1187	46	1234	1637	589	532	61		0	0		0	1								0					0	
LK-8103105	676	26	703	933	335	303	35		0	0		0	0								0					0	
LK-8103110	1025	39	1066	1413	508	460	53		0	0		0	1								0					0	
LK-8103115	1092	42	1135	1505	541	490	56		0	0		0	1								0					0	
LK-8103120	1077	42	1121	1486	534	483	56		0	0		0	1								0					0	
LK-8103125	1825	71	1898	2516	905	819	95		0	0		0	1								0					0	
LK-8103130	1245	48	1295	1716	617	558	64		0	0		0	1								0					0	
LK-8103135	1269	49	1319	1749	629	569	66		0	0		0	1								0					0	
LK-8103140	1471	57	1530	2028	730	660	76		0	0		0	1								0					0	
LK-8103145	1225	47	1274	1688	607	549	63		0	0		0	1								0					0	
LK-8103150	1151	44	1197	1587	571	516	60		0	0		0	1								0					0	
LK-8103155	1200	46	1248	1654	595	538	62		0	0		0	1								0					0	
LK-8103160	1482	57	1541	2043	735	665	77		0	0		0	1								0					0	
LK-8103165	1131	44	1176	1559	561	507	59		0	0		0	1								0					0	
LK-8103170	1086	42	1129	1497	538	487	56		0	0		0	1								0					0	
LK-8103175	784	30	815	1081	389	351	40		0	0		0	0								0					0	
LK-8106	28111	1077	29232	38761	13935	12607	1445		0	0		0	8								0					0	
LK-8106005	925	36	962	1275	459	415	48		0	0		0	0								0					0	
LK-8106010	707	27	735	975	350	317	36		0	0		0	0								0					0	
LK-8106015	1147	44	1193	1582	569	515	59		0	0		0	1								0					0	
LK-8106020	1068	41	1110	1472	529	479	55		0	0		0	1								0					0	
LK-8106025	797	31	829	1099	395	358	41		0	0		0	0								0					0	
LK-8106030	480	18	499	662	238	215	25		0	0		0	0								0					0	
LK-8106035	578	22	601	797	287	259	30		0	0		0	0								0					0	
LK-8106040	720	28	749	993	357	323	37		0	0		0	0								0					0	
LK-8106045	1160	45	1207	1600	575	520	60		0	0		0	1								0					0	
LK-8106050	206	8	214	284	102	92	10		0	0		0	0								0					0	
LK-8106055	552	21	574	761	274	248	28		0	0		0	0								0					0	
LK-8106060	321	12	334	443	159	144	16		0	0		0	0								0					0	
LK-8106065	888	34	923	1224	440	398	46		0	0		0	0								0					0	
LK-8106070	1161	45	1208	1601	576	521	60		0	0		0	1								0					0	
LK-8106075	892	34	928	1230	442	400	46		0	0		0	0								0					0	
LK-8106080	923	36	960	1273	458	414	48		0	0		0	0								0					0	
LK-8106085	1036	40	1077	1428	514	464	54		0	0		0	1								0					0	
LK-8106090	1225	47	1274	1689	608	550	63		0	0		0	1								0					0	
LK-8106095	613	23	637	845	304	275	31		0	0		0	0								0					0	
LK-8106100	301	11	313	415	149	135	15		0	0		0	0								0					0	
LK-8106105	446	17	464	615	221	200	23		0	0		0	0								0					0	
LK-8106110	720	28	749	993	357	323	37		0	0		0	0								0					0	
LK-8106115	810	31	842	1117	402	363	42		0	0		0	0								0					0	
LK-8106120	977	38	1016	1347	484	438	50		0	0		0	1								0					0	
LK-8106125	673	26	699	927	333	302	35		0	0		0	0								0					0	
LK-8106130	331	12	344	456	164	148	17		0	0		0	0								0					0	
LK-8106135	304	11	316	419	150	136	15		0	0		0	0								0					0	
LK-8106140	961	37	1000	1326	477	431	50		0	0		0	1								0					0	
LK-8106145	342	13	355	471	169	153	17		0	0		0	0								0					0	
LK-8106150	838	32	871	1155	415	376	43		0	0		0	0								0					0	
LK-8106155	586	22	609	808	290	263	30		0	0		0	0								0					0	
LK-8106160	550	21	572	758	273	247	28		0	0		0	0								0					0	
LK-8106165	530	20	552	731	263	238	27		0	0		0	0								0					0	
LK-8106170	259	10	270	358	128	116	13		0	0		0	0								0					0	
LK-8106175	426	16	443	588	211	191	22		0	0		0	0								0					0	
LK-8106180	473	18	491	652	234	212	24		0	0		0	0								0					0	
LK-8106185	807	31	839	1113	400	362	42		0	0		0	0								0					0	
LK-8106190	365	14	379	503	181	163	19		0	0		0	0								0					0	
LK-8106195	517	20	538	713	256	232	27		0	0		0	0								0					0	
LK-8106200	421	16	438	580	209	189	21		0	0		0	0								0					0	
LK-8106205	371	14	386	512	184	166	19		0	0		0	0								0					0	
LK-8106210	704	27	732	971	349	316	36		0	0		0	0								0					0	
LK-8109	10652	686	11366	15464	5145	5008	315		0	9		0	1								0					0	
LK-8109005	818	53	873	1188	395	385	24		0	1		0	0								0					0	
LK-8109010	667	43	711	968	322	314	20		0	1		0	0								0					0	
LK-8109015	753	49	804	1093	364	354	22		0	1		0	0								0					0	
LK-8109020	652	42	695	946	315	306	19		0	1		0	0								0					0	
LK-8109025	394	25	420	572	190	185	12		0	0		0	0								0					0	
LK-8109030	196	12	210	285	95	92	5		0	0		0	0								0					0	
LK-8109035	198	12	212	288	96	93	6		0	0		0	0								0					0	
LK-8109040	1106	72	1180	1605	534	520	33		0	1		0	1								0					0	
LK-8109045	489	32	522	710	236	230	14		0	0		0	0								0					0	
LK-8109050	244	16	261	355	118	115	7		0	0		0	0								0					0	
LK-8109055	349	22	372	506	168	164	10		0	0		0	0								0					0	
LK-8109060	358	23	382	520	173	168	10		0	0		0	0								0					0	
LK-8109065	657	42	701	954	317	309	20		0	1		0	0								0					0	
LK-8109070	792	51	845	1149	383	372	24		0	1		0	0								0					0	
LK-8109075	724	47	773	1051	350	341	22		0	1		0	0								0					0	
LK-8109080	828	54	883	1202	400	389	25		0	1		0	0								0					0	
LK-8109085	304	19	325	442	147	143	9		0	0		0	0								0					0	
LK-8109090	470	30	501	682	227	221	14		0	0		0	0								0					0	
LK-8109095	300	19	320	436	145	141	9		0	0		0	0								0					0	
LK-8109100	353	23	376	512	170	166	10		0	0		0	0								0					0	
LK-8112	12462	801	13301	18095	6022	5864	368		0	4		0	2								0					0	
LK-8112005	587	38	626	852	283	276	17		0	0		0	0								0					0	
LK-8112010	533	34	569	774	258	251	16		0	0		0	0								0					0	
LK-8112015	427	27	455	619	206	201	13		0	0		0	0								0					0	
LK-8112020	360	23	384	522	174	169	10		0	0		0	0								0					0	
LK-8112025	542	35	579	787	262	255	16		0	0		0	0								0					0	
LK-8112030	989	64	1056	1436	478	466	30		0	1		0	1								0					0	
LK-8112035	511	33	545	742	247	240	15		0	0		0	0								0					0	
LK-8112040	415	27	443	602	200	195	12		0	0		0	0								0					0	
LK-8112045	660	43	705	958	319	311	20		0	1		0	0								0					0	
LK-8112050	614	40	655	892	297	289	18		0	0		0	0								0					0	
LK-8112055	474	30	505	688	229	223	14		0	0		0	0								0					0	
LK-8112060	573	37	612	832	277	270	17		0	0		0	0								0					0	
LK-8112065	340	22	363	494	164	160	10		0	0		0	0								0					0	
LK-8112070	331	21	353	481	160	156	10		0	0		0	0								0					0	
LK-8112075	350	22	374	509	169	165	10		0	0		0	0								0					0	
LK-8112080	316	20	338	459	153	149	9		0	0		0	0								0					0	
LK-8112085	227	14	242	329	109	106	6		0	0		0	0								0					0	
LK-8112090	412	26	440	598	199	194	12		0	0		0	0								0					0	
LK-8112095	501	32	534	727	242	235	15		0	0		0	0								0					0	
LK-8112100	370	24	395	537	179	174	11		0	0		0	0								0					0	
LK-8112105	252	16	269	366	122	118	7		0	0		0	0								0					0	
LK-8112110	358	23	383	521	173	169	10		0	0		0	0								0					0	
LK-8112115	461	30	492	670	223	217	14		0	0		0	0								0					0	
LK-8112120	664	43	709	965	321	313	20		0	1		0	0								0					0	
LK-8112125	862	56	920	1252	417	406	26		0	1		0	1								0					0	
LK-8112130	333	21	355	483	161	156	10		0	0		0	0								0					0	
LK-8115	12193	784	13008	17701	5889	5734	359		0	6		0	3								0					0	
LK-8115005	188	12	200	273	90	88	5		0	0		0	0								0					0	
LK-8115010	252	16	269	366	122	118	7		0	0		0	0								0					0	
LK-8115015	229	14	244	332	110	107	6		0	0		0	0								0					0	
LK-8115020	516	33	551	750	249	243	15		0	0		0	0								0					0	
LK-8115025	287	18	306	417	139	135	8		0	0		0	0								0					0	
LK-8115030	301	19	321	437	145	141	9		0	0		0	0								0					0	
LK-8115035	155	10	165	225	75	73	4		0	0		0	0								0					0	
LK-8115040	658	43	702	955	318	310	20		0	1		0	0								0					0	
LK-8115045	482	31	514	699	233	227	14		0	0		0	0								0					0	
LK-8115050	290	18	309	421	140	136	8		0	0		0	0								0					0	
LK-8115055	495	32	528	718	239	233	15		0	0		0	0								0					0	
LK-8115060	499	32	533	725	241	235	15		0	0		0	0								0					0	
LK-8115065	807	52	861	1171	390	380	24		0	1		0	0								0					0	
LK-8115070	494	32	527	717	238	232	15		0	0		0	0								0					0	
LK-8115075	418	27	447	608	202	197	12		0	0		0	0								0					0	
LK-8115080	427	27	455	619	206	201	13		0	0		0	0								0					0	
LK-8115085	610	39	651	885	295	287	18		0	0		0	0								0					0	
LK-8115090	550	35	587	799	266	259	16		0	0		0	0								0					0	
LK-8115095	278	18	297	404	134	131	8		0	0		0	0								0					0	
LK-8115100	435	28	465	632	210	205	13		0	0		0	0								0					0	
LK-8115105	989	64	1055	1436	478	465	30		0	1		0	1								0					0	
LK-8115110	726	47	774	1053	351	341	22		0	1		0	0								0					0	
LK-8115115	343	22	366	499	166	161	10		0	0		0	0								0					0	
LK-8115120	919	60	980	1334	444	432	27		0	1		0	1								0					0	
LK-8115125	845	55	901	1226	408	397	25		0	1		0	1								0					0	
LK-8118	26220	1814	28097	38263	15616	8434	556		45	0		0	10								0					0	
LK-8118005	354	24	379	516	211	114	7		0	0		0	0								0					0	
LK-8118010	387	27	414	564	230	124	8		0	0		0	0								0					0	
LK-8118015	510	35	547	745	304	164	11		1	0		0	0								0					0	
LK-8118020	601	42	644	876	358	193	13		1	0		0	0								0					0	
LK-8118025	327	22	351	478	195	105	7		0	0		0	0								0					0	
LK-8118030	461	32	494	673	274	148	10		1	0		0	0								0					0	
LK-8118035	506	35	542	738	301	163	11		1	0		0	0								0					0	
LK-8118040	498	34	534	727	297	160	10		1	0		0	0								0					0	
LK-8118045	863	60	925	1260	514	278	18		2	0		0	1								0					0	
LK-8118050	442	30	474	645	263	142	9		1	0		0	0								0					0	
LK-8118055	1129	78	1210	1648	673	363	24		2	0		0	1								0					0	
LK-8118060	494	34	530	721	294	159	10		1	0		0	0								0					0	
LK-8118065	1009	70	1081	1473	601	325	22		2	0		0	1								0					0	
LK-8118070	590	41	632	861	351	190	12		1	0		0	0								0					0	
LK-8118075	1382	96	1481	2016	823	445	30		3	0		0	1								0					0	
LK-8118080	568	39	609	829	338	183	12		1	0		0	0								0					0	
LK-8118085	555	38	595	811	331	179	12		1	0		0	0								0					0	
LK-8118090	433	30	464	633	258	139	9		1	0		0	0								0					0	
LK-8118095	714	49	765	1042	425	230	15		1	0		0	0								0					0	
LK-8118100	638	44	684	931	380	205	14		1	0		0	0								0					0	
LK-8118105	609	42	652	888	362	196	13		1	0		0	0								0					0	
LK-8118110	745	52	799	1087	444	240	16		1	0		0	0								0					0	
LK-8118115	459	32	491	669	273	147	10		1	0		0	0								0					0	
LK-8118120	638	44	684	931	380	205	14		1	0		0	0								0					0	
LK-8118125	974	68	1043	1421	580	313	21		2	0		0	1								0					0	
LK-8118130	624	43	669	911	372	201	13		1	0		0	0								0					0	
LK-8118135	1118	78	1198	1631	666	360	24		2	0		0	1								0					0	
LK-8118140	542	37	581	791	323	174	11		1	0		0	0								0					0	
LK-8118145	761	53	815	1110	453	245	16		1	0		0	0								0					0	
LK-8118150	301	21	322	439	179	96	6		0	0		0	0								0					0	
LK-8118155	951	66	1019	1388	567	306	20		2	0		0	1								0					0	
LK-8118160	916	64	982	1337	546	295	20		2	0		0	1								0					0	
LK-8118165	708	49	759	1033	422	228	15		1	0		0	0								0					0	
LK-8118170	419	29	449	611	249	135	9		1	0		0	0								0					0	
LK-8118175	1025	71	1099	1496	611	330	22		2	0		0	1								0					0	
LK-8118180	1050	73	1125	1532	626	338	23		2	0		0	1								0					0	
LK-8118185	586	40	627	855	349	188	12		1	0		0	0								0					0	
LK-8118190	204	14	218	298	121	65	4		0	0		0	0								0					0	
LK-8118195	206	14	221	302	123	66	4		0	0		0	0								0					0	
LK-8118200	615	43	659	897	366	198	13		1	0		0	0								0					0	
LK-8118205	308	21	330	449	183	99	6		0	0		0	0								0					0	
LK-8119	16858	1165	18065	24602	10040	5418	355		26	0		0	9								0					0	
LK-8119005	490	34	525	716	292	158	10		1	0		0	0								0					0	
LK-8119010	498	34	534	727	297	160	10		1	0		0	0								0					0	
LK-8119015	177	12	190	258	105	57	3		0	0		0	0								0					0	
LK-8119020	888	62	951	1295	529	286	19		2	0		0	1								0					0	
LK-8119025	255	17	274	373	152	82	5		0	0		0	0								0					0	
LK-8119030	822	57	880	1199	489	264	18		1	0		0	1								0					0	
LK-8119035	206	14	221	302	123	66	4		0	0		0	0								0					0	
LK-8119040	521	36	558	760	310	167	11		1	0		0	0								0					0	
LK-8119045	847	59	907	1236	504	272	18		2	0		0	1								0					0	
LK-8119050	769	53	824	1123	458	247	16		1	0		0	1								0					0	
LK-8119055	223	15	239	325	132	71	4		0	0		0	0								0					0	
LK-8119060	610	42	653	890	363	196	13		1	0		0	0								0					0	
LK-8119065	737	51	790	1076	439	237	16		1	0		0	0								0					0	
LK-8119070	707	49	758	1032	421	227	15		1	0		0	0								0					0	
LK-8119075	1649	115	1767	2406	982	531	36		3	0		0	2								0					0	
LK-8119080	710	49	761	1036	423	228	15		1	0		0	0								0					0	
LK-8119085	537	37	575	783	320	172	11		1	0		0	0								0					0	
LK-8119090	382	26	410	558	228	123	8		0	0		0	0								0					0	
LK-8119095	125	8	134	182	74	40	2		0	0		0	0								0					0	
LK-8119100	359	25	385	524	214	115	7		0	0		0	0								0					0	
LK-8119105	936	65	1003	1366	558	301	20		2	0		0	1								0					0	
LK-8119110	1057	73	1133	1542	630	340	23		2	0		0	1								0					0	
LK-8119115	520	36	557	759	310	167	11		1	0		0	0								0					0	
LK-8119120	391	27	419	571	233	126	8		0	0		0	0								0					0	
LK-8119125	437	30	468	637	260	140	9		1	0		0	0								0					0	
LK-8119130	578	40	619	844	344	186	12		1	0		0	0								0					0	
LK-8119135	1105	77	1185	1613	659	356	24		2	0		0	1								0					0	
LK-8119140	322	22	345	469	191	103	7		0	0		0	0								0					0	
LK-8121	40476	1507	42030	55171	22511	15012	2237		24	202		0	7								16					0	
LK-8121005	1523	57	1582	2076	847	565	84		1	8		0	0								1					0	
LK-8121010	2191	82	2275	2987	1219	813	121		2	11		0	1								1					0	
LK-8121015	1239	46	1286	1689	689	459	68		1	6		0	0								0					0	
LK-8121020	1316	49	1367	1794	732	488	73		1	7		0	0								1					0	
LK-8121025	1169	43	1214	1594	650	434	65		1	6		0	0								0					0	
LK-8121030	1601	60	1662	2182	890	594	89		1	8		0	0								1					0	
LK-8121035	879	33	913	1198	489	326	48		0	4		0	0								0					0	
LK-8121040	903	33	937	1231	502	335	50		0	4		0	0								0					0	
LK-8121045	1086	40	1127	1480	604	402	60		0	5		0	0								0					0	
LK-8121050	1980	74	2056	2698	1101	734	110		1	10		0	1								1					0	
LK-8121055	738	27	767	1006	410	274	41		0	3		0	0								0					0	
LK-8121060	1205	45	1252	1643	670	447	67		1	6		0	0								0					0	
LK-8121065	2780	104	2887	3789	1546	1031	154		2	14		0	1								2					0	
LK-8121070	1805	67	1875	2461	1004	670	100		1	9		0	1								1					0	
LK-8121075	1485	55	1542	2024	826	551	82		1	7		0	0								1					0	
LK-8121080	1314	49	1365	1792	731	487	73		1	7		0	0								1					0	
LK-8121085	1919	72	1992	2615	1067	712	106		1	10		0	1								1					0	
LK-8121090	2244	84	2330	3058	1248	832	124		2	12		0	1								1					0	
LK-8121095	1661	62	1725	2264	924	616	92		1	8		0	0								1					0	
LK-8121100	1558	58	1618	2124	867	578	86		1	8		0	0								1					0	
LK-8121105	700	26	727	954	389	259	38		0	3		0	0								0					0	
LK-8121110	981	36	1019	1337	546	364	54		0	5		0	0								0					0	
LK-8121115	534	20	555	728	297	198	29		0	2		0	0								0					0	
LK-8121120	1156	43	1200	1575	643	429	64		1	6		0	0								0					0	
LK-8121125	497	18	516	678	276	184	27		0	2		0	0								0					0	
LK-8121130	1523	57	1581	2076	847	565	84		1	8		0	0								1					0	
LK-8121135	1183	44	1228	1612	658	439	65		1	6		0	0								0					0	
LK-8121140	2233	83	2318	3043	1242	828	124		2	12		0	1								1					0	
LK-8121145	1073	40	1114	1463	597	398	59		0	5		0	0								0					0	
LK-8124	49490	3174	52759	69884	28456	17572	2046		2	50		0	13								0					0	
LK-8124005	651	42	694	919	374	231	27		0	1		0	0								0					0	
LK-8124010	726	46	773	1025	417	258	30		0	1		0	0								0					0	
LK-8124015	901	58	961	1272	518	320	37		0	1		0	0								0					0	
LK-8124020	264	17	281	373	152	93	11		0	0		0	0								0					0	
LK-8124025	425	27	453	600	244	151	17		0	0		0	0								0					0	
LK-8124030	505	32	539	714	290	179	21		0	0		0	0								0					0	
LK-8124035	767	49	818	1084	441	272	32		0	1		0	0								0					0	
LK-8124040	974	63	1039	1376	560	346	40		0	1		0	0								0					0	
LK-8124045	771	49	822	1088	443	274	32		0	1		0	0								0					0	
LK-8124050	569	36	607	804	327	202	23		0	0		0	0								0					0	
LK-8124055	875	56	933	1235	503	311	36		0	1		0	0								0					0	
LK-8124060	1179	76	1257	1665	678	419	49		0	1		0	1								0					0	
LK-8124065	1529	98	1630	2159	879	543	63		0	2		0	1								0					0	
LK-8124070	1704	110	1817	2406	980	605	71		1	2		0	1								0					0	
LK-8124075	941	60	1003	1328	541	334	39		0	1		0	0								0					0	
LK-8124080	586	37	625	827	337	208	24		0	0		0	0								0					0	
LK-8124085	561	36	598	793	323	199	23		0	0		0	0								0					0	
LK-8124090	1055	68	1124	1489	607	375	44		0	1		0	0								0					0	
LK-8124095	1938	125	2066	2737	1115	689	81		1	3		0	1								0					0	
LK-8124100	651	42	694	920	374	231	27		0	1		0	0								0					0	
LK-8124105	1054	68	1123	1488	606	374	44		0	1		0	0								0					0	
LK-8124110	437	28	465	617	251	155	18		0	0		0	0								0					0	
LK-8124115	1240	80	1322	1751	713	441	51		0	1		0	1								0					0	
LK-8124120	364	23	388	514	209	129	15		0	0		0	0								0					0	
LK-8124125	502	32	535	709	289	178	21		0	0		0	0								0					0	
LK-8124130	974	63	1039	1376	560	346	40		0	1		0	0								0					0	
LK-8124135	1462	94	1559	2065	841	519	61		0	2		0	1								0					0	
LK-8124140	774	50	825	1092	445	275	32		0	1		0	0								0					0	
LK-8124145	538	34	574	760	309	191	22		0	0		0	0								0					0	
LK-8124150	986	63	1051	1392	567	350	41		0	1		0	0								0					0	
LK-8124155	1430	92	1525	2020	823	508	59		0	2		0	1								0					0	
LK-8124165	1143	73	1218	1613	657	406	47		0	1		0	1								0					0	
LK-8124170	516	33	550	729	297	183	21		0	0		0	0								0					0	
LK-8124175	908	58	968	1283	522	323	37		0	1		0	0								0					0	
LK-8124180	435	28	464	614	250	154	18		0	0		0	0								0					0	
LK-8124185	756	48	806	1068	435	268	31		0	1		0	0								0					0	
LK-8124190	1367	88	1457	1930	786	485	57		0	2		0	1								0					0	
LK-8124195	1042	67	1111	1471	599	370	43		0	1		0	0								0					0	
LK-8124200	1210	78	1289	1708	696	430	50		0	1		0	1								0					0	
LK-8124205	861	55	918	1216	495	306	36		0	1		0	0								0					0	
LK-8124210	1499	96	1598	2116	862	532	62		0	2		0	1								0					0	
LK-8124215	723	46	771	1021	416	257	30		0	1		0	0								0					0	
LK-8124220	1084	70	1156	1531	624	385	45		0	1		0	0								0					0	
LK-8124225	561	36	598	792	322	199	23		0	0		0	0								0					0	
LK-8124230	932	60	993	1316	536	331	38		0	1		0	0								0					0	
LK-8124235	664	42	707	937	381	236	27		0	1		0	0								0					0	
LK-8124240	1124	72	1198	1587	646	399	47		0	1		0	1								0					0	
LK-8124245	414	26	442	585	238	147	17		0	0		0	0								0					0	
LK-8124250	702	45	748	991	403	249	29		0	1		0	0								0					0	
LK-8124255	1234	79	1316	1743	710	438	51		0	1		0	1								0					0	
LK-8124260	820	53	874	1158	472	291	34		0	1		0	0								0					0	
LK-8124265	721	46	769	1018	415	256	30		0	1		0	0								0					0	
LK-8124270	1010	65	1077	1426	581	359	42		0	1		0	0								0					0	
LK-8124275	787	50	838	1111	452	279	32		0	1		0	0								0					0	
LK-8124280	964	62	1028	1362	554	342	40		0	1		0	0								0					0	
LK-8124285	680	44	725	960	391	241	28		0	1		0	0								0					0	
LK-8127	45044	2200	47330	62656	24601	17529	2017		0	2		0	0								26					0	
LK-8127005	489	24	514	680	267	190	22		0	0		0	0								0					0	
LK-8127010	497	24	522	692	271	193	22		0	0		0	0								0					0	
LK-8127015	397	19	417	552	216	154	18		0	0		0	0								0					0	
LK-8127020	377	18	397	525	206	147	17		0	0		0	0								0					0	
LK-8127025	342	16	359	475	186	133	15		0	0		0	0								0					0	
LK-8127030	339	16	357	472	185	132	15		0	0		0	0								0					0	
LK-8127035	279	13	293	389	152	108	12		0	0		0	0								0					0	
LK-8127040	294	14	309	409	161	114	13		0	0		0	0								0					0	
LK-8127045	531	26	558	739	290	207	24		0	0		0	0								0					0	
LK-8127050	650	32	683	904	355	253	29		0	0		0	0								0					0	
LK-8127055	828	41	870	1152	452	322	37		0	0		0	0								1					0	
LK-8127060	330	16	346	458	180	128	14		0	0		0	0								0					0	
LK-8127065	921	45	967	1281	503	358	41		0	0		0	0								1					0	
LK-8127070	462	22	485	642	252	180	21		0	0		0	0								0					0	
LK-8127075	425	21	447	592	232	165	19		0	0		0	0								0					0	
LK-8127080	414	20	435	576	226	161	18		0	0		0	0								0					0	
LK-8127085	396	19	416	551	216	154	18		0	0		0	0								0					0	
LK-8127090	755	37	794	1051	413	294	34		0	0		0	0								1					0	
LK-8127095	682	33	717	949	373	265	31		0	0		0	0								0					0	
LK-8127100	1473	73	1548	2049	805	574	66		0	1		0	0								2					0	
LK-8127105	921	45	967	1281	503	358	41		0	0		0	0								1					0	
LK-8127110	399	19	420	556	218	155	18		0	0		0	0								0					0	
LK-8127115	700	34	735	974	382	272	31		0	0		0	0								1					0	
LK-8127120	545	27	573	758	298	212	24		0	0		0	0								0					0	
LK-8127125	573	28	602	797	313	223	26		0	0		0	0								0					0	
LK-8127130	254	12	267	353	138	99	11		0	0		0	0								0					0	
LK-8127135	598	29	629	832	327	233	27		0	0		0	0								0					0	
LK-8127140	616	30	647	856	336	240	27		0	0		0	0								0					0	
LK-8127145	594	29	624	826	324	231	26		0	0		0	0								0					0	
LK-8127150	467	23	491	650	255	182	21		0	0		0	0								0					0	
LK-8127155	653	32	686	909	357	254	29		0	0		0	0								0					0	
LK-8127160	220	10	231	306	120	85	10		0	0		0	0								0					0	
LK-8127165	984	48	1033	1368	537	383	44		0	0		0	0								1					0	
LK-8127170	677	33	712	942	370	264	30		0	0		0	0								0					0	
LK-8127175	565	28	594	786	309	220	25		0	0		0	0								0					0	
LK-8127180	494	24	519	687	270	192	22		0	0		0	0								0					0	
LK-8127185	605	30	636	842	331	235	27		0	0		0	0								0					0	
LK-8127190	484	24	508	673	264	188	22		0	0		0	0								0					0	
LK-8127195	477	23	502	664	261	186	21		0	0		0	0								0					0	
LK-8127200	582	28	612	810	318	226	26		0	0		0	0								0					0	
LK-8127205	844	41	887	1174	461	328	38		0	0		0	0								1					0	
LK-8127210	291	14	306	405	159	113	13		0	0		0	0								0					0	
LK-8127215	1063	52	1117	1478	581	414	48		0	0		0	0								1					0	
LK-8127220	742	36	780	1032	405	289	33		0	0		0	0								1					0	
LK-8127225	586	29	616	815	320	228	26		0	0		0	0								0					0	
LK-8127230	529	26	556	737	289	206	24		0	0		0	0								0					0	
LK-8127235	1121	55	1177	1559	612	436	50		0	0		0	0								1					0	
LK-8127240	780	38	820	1085	426	304	35		0	0		0	0								1					0	
LK-8127245	1019	50	1071	1417	557	397	46		0	0		0	0								1					0	
LK-8127250	792	39	833	1102	433	308	36		0	0		0	0								1					0	
LK-8127255	1150	57	1208	1600	628	448	52		0	0		0	0								1					0	
LK-8127260	1042	51	1094	1449	569	406	47		0	0		0	0								1					0	
LK-8127265	1152	57	1210	1602	629	449	52		0	0		0	0								1					0	
LK-8127270	714	35	750	993	390	278	32		0	0		0	0								1					0	
LK-8127275	580	28	609	806	317	226	26		0	0		0	0								0					0	
LK-8127280	969	48	1018	1347	529	377	44		0	0		0	0								1					0	
LK-8127285	564	27	593	785	308	220	25		0	0		0	0								0					0	
LK-8127290	1007	49	1058	1400	550	392	45		0	0		0	0								1					0	
LK-8127295	1161	57	1219	1614	634	452	52		0	0		0	0								1					0	
LK-8127300	872	43	916	1212	476	339	39		0	0		0	0								1					0	
LK-8127305	494	24	519	687	270	192	22		0	0		0	0								0					0	
LK-8127310	686	34	721	954	375	267	31		0	0		0	0								0					0	
LK-8127315	648	32	681	901	354	252	29		0	0		0	0								0					0	
LK-8127320	287	14	302	400	157	112	13		0	0		0	0								0					0	
LK-8127325	472	23	496	657	258	184	21		0	0		0	0								0					0	
LK-8127330	1085	53	1140	1510	593	423	49		0	0		0	0								1					0	
LK-8127335	816	40	857	1134	445	317	37		0	0		0	0								1					0	
LK-8127340	1289	63	1354	1793	704	502	58		0	1		0	0								1					0	
LK-8130	52582	2307	54955	72962	29468	19704	2416		38	62		0	4								0					0	
LK-8130005	1257	55	1314	1745	705	471	58		1	2		0	0								0					0	
LK-8130010	1205	53	1259	1671	675	452	56		1	2		0	0								0					0	
LK-8130015	882	39	922	1224	494	331	41		1	1		0	0								0					0	
LK-8130020	1579	70	1650	2191	885	592	73		2	2		0	1								0					0	
LK-8130025	1203	53	1257	1669	674	451	56		1	2		0	0								0					0	
LK-8130030	984	43	1029	1366	552	369	45		1	1		0	0								0					0	
LK-8130035	965	42	1009	1339	541	362	44		1	1		0	0								0					0	
LK-8130040	922	41	964	1280	517	346	42		1	1		0	0								0					0	
LK-8130045	821	36	858	1139	460	308	38		1	1		0	0								0					0	
LK-8130050	795	35	831	1103	446	298	37		1	1		0	0								0					0	
LK-8130055	663	29	693	921	372	249	30		0	1		0	0								0					0	
LK-8130060	420	18	439	583	235	157	19		0	0		0	0								0					0	
LK-8130065	1069	47	1117	1483	599	401	49		1	1		0	0								0					0	
LK-8130070	1084	48	1133	1504	608	406	50		1	2		0	0								0					0	
LK-8130075	1070	47	1118	1485	600	401	49		1	1		0	0								0					0	
LK-8130080	906	40	946	1256	508	339	42		1	1		0	0								0					0	
LK-8130085	972	43	1016	1348	545	364	45		1	1		0	0								0					0	
LK-8130090	539	23	563	747	302	202	25		0	0		0	0								0					0	
LK-8130095	411	18	430	571	230	154	19		0	0		0	0								0					0	
