entity_id	valid	rejected	polled	electors	IND01	IND02	IND03	IND04	DUNF	OWORS	IND05	IND06	USP	RJA	DNM	NMPP	FSP	JSWP	IND07	OPPP	IND08	IND09	NDF	JSP	NSSP	NSU	IND10	IND11	SLPP	NUA	SLLP	IND12	IND13	SPSL	IND14	SEP	IND15	ONF	NPP
LK-9112245	1619	12	1631	1876	0	1	0	0	2	0	0	0	0	1	0	41	0	2	0	0	1	1	566	1	0	0	0	2	980	1	0	0	0	3	0	0	0	0	3
LK-9112250	1357	10	1367	1572	0	1	0	0	2	0	0	0	0	1	0	34	0	1	0	0	0	1	474	1	0	0	0	2	822	1	0	0	0	2	0	0	0	0	3
LK-9112255	1517	11	1529	1758	0	1	0	0	2	0	0	0	0	1	0	38	0	1	0	0	0	1	530	1	0	0	0	2	919	1	0	0	0	3	0	0	0	0	3
LK-9112260	1714	13	1727	1986	0	1	0	0	2	0	0	0	0	1	0	43	0	2	0	0	1	1	599	1	0	0	0	3	1038	1	0	0	0	3	0	0	0	0	3
LK-9112265	1595	12	1607	1850	1	2	0	0	2	0	0	0	0	1	0	27	0	2	1	0	1	2	665	1	0	0	0	3	866	1	0	0	0	3	0	0	0	0	2
LK-9115	39850	288	40162	46458	4	41	4	0	63	0	0	0	0	34	0	891	1	55	10	0	18	23	15402	5	0	0	0	66	22472	8	4	0	4	79	0	0	0	4	60
LK-9115005	571	4	576	666	0	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	221	0	0	0	0	1	322	0	0	0	0	1	0	0	0	0	1
LK-9115010	549	4	553	640	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	212	0	0	0	0	1	309	0	0	0	0	1	0	0	0	0	1
LK-9115015	418	3	421	487	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	161	0	0	0	0	0	236	0	0	0	0	1	0	0	0	0	0
LK-9115020	388	3	391	452	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	150	0	0	0	0	0	219	0	0	0	0	1	0	0	0	0	0
LK-9115025	682	5	687	795	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	264	0	0	0	0	1	385	0	0	0	0	1	0	0	0	0	1
LK-9115030	843	6	849	983	0	1	0	0	1	0	0	0	0	1	0	19	0	1	0	0	1	1	326	0	0	0	0	1	475	0	0	0	0	2	0	0	0	0	1
LK-9115035	1023	8	1031	1193	0	1	0	0	2	0	0	0	0	1	0	23	0	1	0	0	1	1	396	0	0	0	0	2	577	0	0	0	0	2	0	0	0	0	2
LK-9115040	870	6	877	1014	0	1	0	0	2	0	0	0	0	1	0	19	0	1	0	0	1	1	336	0	0	0	0	2	490	0	0	0	0	2	0	0	0	0	1
LK-9115045	2146	16	2163	2502	1	3	1	0	4	0	0	0	0	3	0	49	0	4	1	0	2	2	830	1	0	0	0	5	1211	1	1	0	1	5	0	0	0	1	4
LK-9115050	1105	8	1114	1288	0	1	0	0	2	0	0	0	0	1	0	25	0	2	1	0	1	1	427	0	0	0	0	2	623	0	0	0	0	2	0	0	0	0	2
LK-9115055	434	3	437	506	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	168	0	0	0	0	1	245	0	0	0	0	1	0	0	0	0	0
LK-9115060	318	2	320	371	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	123	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0
LK-9115065	724	5	729	844	0	1	0	0	1	0	0	0	0	1	0	16	0	1	0	0	0	0	280	0	0	0	0	1	408	0	0	0	0	1	0	0	0	0	1
LK-9115070	453	3	457	529	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	175	0	0	0	0	1	256	0	0	0	0	1	0	0	0	0	0
LK-9115075	604	4	609	704	0	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	233	0	0	0	0	1	341	0	0	0	0	1	0	0	0	0	1
LK-9115080	2290	18	2308	2669	1	3	1	0	5	0	0	0	0	3	0	52	1	4	2	0	2	3	885	1	0	0	0	5	1292	2	1	0	1	6	0	0	0	1	5
LK-9115085	687	5	693	801	0	1	0	0	1	0	0	0	0	1	0	15	0	1	0	0	0	0	266	0	0	0	0	1	388	0	0	0	0	1	0	0	0	0	1
LK-9115090	227	1	229	265	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	88	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0
LK-9115095	400	3	403	466	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	154	0	0	0	0	0	225	0	0	0	0	1	0	0	0	0	0
LK-9115100	325	2	327	379	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	125	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0
LK-9115105	332	2	335	387	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	128	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0
LK-9115110	309	2	312	361	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	119	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0
LK-9115115	499	3	503	582	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	193	0	0	0	0	1	281	0	0	0	0	1	0	0	0	0	1
LK-9115120	625	4	630	729	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	0	241	0	0	0	0	1	352	0	0	0	0	1	0	0	0	0	1
LK-9115125	736	5	742	858	0	1	0	0	1	0	0	0	0	1	0	16	0	1	0	0	0	0	285	0	0	0	0	1	415	0	0	0	0	1	0	0	0	0	1
LK-9115130	784	6	790	914	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	1	303	0	0	0	0	1	442	0	0	0	0	2	0	0	0	0	1
LK-9115135	625	4	630	729	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	0	241	0	0	0	0	1	352	0	0	0	0	1	0	0	0	0	1
LK-9115140	1112	8	1120	1296	0	1	0	0	2	0	0	0	0	1	0	25	0	2	1	0	1	1	430	0	0	0	0	2	627	0	0	0	0	2	0	0	0	0	2
LK-9115145	1194	9	1204	1392	0	1	0	0	2	0	0	0	0	1	0	27	0	2	1	0	1	1	462	0	0	0	0	2	674	1	0	0	0	3	0	0	0	0	2
LK-9115150	665	5	670	775	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	257	0	0	0	0	1	375	0	0	0	0	1	0	0	0	0	1
LK-9115155	770	6	776	897	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	1	297	0	0	0	0	1	434	0	0	0	0	2	0	0	0	0	1
LK-9115160	780	6	787	910	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	1	302	0	0	0	0	1	440	0	0	0	0	2	0	0	0	0	1
LK-9115165	685	5	690	798	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	265	0	0	0	0	1	386	0	0	0	0	1	0	0	0	0	1
LK-9115170	792	6	798	923	0	1	0	0	1	0	0	0	0	1	0	18	0	1	0	0	0	1	306	0	0	0	0	1	447	0	0	0	0	2	0	0	0	0	1
LK-9115175	546	4	550	636	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	211	0	0	0	0	1	308	0	0	0	0	1	0	0	0	0	1
LK-9115180	575	4	580	671	0	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	222	0	0	0	0	1	324	0	0	0	0	1	0	0	0	0	1
LK-9115185	1203	9	1212	1402	0	1	0	0	2	0	0	0	0	1	0	27	0	2	1	0	1	1	465	0	0	0	0	2	678	1	0	0	0	3	0	0	0	0	2
LK-9115190	682	5	687	795	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	264	0	0	0	0	1	385	0	0	0	0	1	0	0	0	0	1
LK-9115195	569	4	574	664	0	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	220	0	0	0	0	1	321	0	0	0	0	1	0	0	0	0	1
LK-9115200	699	5	704	815	0	1	0	0	1	0	0	0	0	1	0	16	0	1	0	0	0	0	270	0	0	0	0	1	394	0	0	0	0	1	0	0	0	0	1
LK-9115205	741	5	747	864	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	0	286	0	0	0	0	1	418	0	0	0	0	1	0	0	0	0	1
LK-9115210	699	5	705	815	0	1	0	0	1	0	0	0	0	1	0	16	0	1	0	0	0	0	270	0	0	0	0	1	394	0	0	0	0	1	0	0	0	0	1
LK-9115215	841	6	847	980	0	1	0	0	1	0	0	0	0	1	0	19	0	1	0	0	1	1	325	0	0	0	0	1	474	0	0	0	0	2	0	0	0	0	1
LK-9115220	2146	16	2163	2502	1	3	1	0	4	0	0	0	0	3	0	49	0	4	1	0	2	2	830	1	0	0	0	5	1211	1	1	0	1	5	0	0	0	1	4
LK-9115225	756	5	762	881	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	0	292	0	0	0	0	1	426	0	0	0	0	2	0	0	0	0	1
LK-9115230	2156	16	2173	2514	1	3	1	0	4	0	0	0	0	3	0	49	0	4	1	0	2	2	834	1	0	0	0	5	1216	1	1	0	1	5	0	0	0	1	4
LK-9115235	919	7	926	1071	0	1	0	0	2	0	0	0	0	1	0	21	0	1	0	0	1	1	355	0	0	0	0	2	518	0	0	0	0	2	0	0	0	0	2
LK-9115240	1380	10	1391	1609	0	2	0	0	3	0	0	0	0	2	0	31	0	2	1	0	1	1	534	1	0	0	0	3	779	1	0	0	0	3	0	0	0	0	3
LK-9115245	671	5	676	782	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	259	0	0	0	0	1	378	0	0	0	0	1	0	0	0	0	1
LK-9115250	302	2	304	352	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	116	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0
LK-9118	54251	402	54675	63248	9	63	5	0	101	0	0	0	1	50	5	1215	5	78	22	0	37	45	20969	17	0	0	0	101	30599	21	6	0	5	119	5	2	0	10	95
LK-9118005	1187	9	1196	1384	0	1	0	0	2	0	0	0	0	1	0	27	0	2	1	0	1	1	459	0	0	0	0	2	669	1	0	0	0	3	0	0	0	0	2
LK-9118010	1097	8	1106	1279	0	1	0	0	2	0	0	0	0	1	0	25	0	2	1	0	1	1	424	0	0	0	0	2	619	0	0	0	0	2	0	0	0	0	2
LK-9118015	624	4	629	728	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	0	241	0	0	0	0	1	352	0	0	0	0	1	0	0	0	0	1
LK-9118020	773	6	779	901	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	1	299	0	0	0	0	1	436	0	0	0	0	2	0	0	0	0	1
LK-9118025	3695	29	3724	4307	2	6	1	0	8	0	0	0	1	5	1	84	1	7	3	0	4	4	1429	3	0	0	0	8	2084	3	2	0	1	9	1	1	0	2	8
LK-9118030	2742	21	2764	3197	1	4	1	0	6	0	0	0	0	3	1	62	1	5	2	0	3	3	1060	2	0	0	0	6	1547	2	1	0	1	7	1	0	0	1	6
LK-9118035	762	6	768	889	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	1	295	0	0	0	0	1	430	0	0	0	0	2	0	0	0	0	1
LK-9118040	682	5	687	795	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	264	0	0	0	0	1	385	0	0	0	0	1	0	0	0	0	1
LK-9118045	917	7	924	1069	0	1	0	0	2	0	0	0	0	1	0	21	0	1	0	0	1	1	354	0	0	0	0	2	517	0	0	0	0	2	0	0	0	0	2
LK-9118050	239	1	241	279	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	92	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
LK-9118055	368	2	370	429	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	142	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0
LK-9118060	994	7	1002	1159	0	1	0	0	2	0	0	0	0	1	0	22	0	1	0	0	1	1	384	0	0	0	0	2	560	0	0	0	0	2	0	0	0	0	2
LK-9118065	694	5	699	809	0	1	0	0	1	0	0	0	0	1	0	15	0	1	0	0	0	0	268	0	0	0	0	1	391	0	0	0	0	1	0	0	0	0	1
LK-9118070	522	4	526	608	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	202	0	0	0	0	1	294	0	0	0	0	1	0	0	0	0	1
LK-9118075	488	3	492	569	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	189	0	0	0	0	1	275	0	0	0	0	1	0	0	0	0	1
LK-9118080	563	4	567	656	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	217	0	0	0	0	1	317	0	0	0	0	1	0	0	0	0	1
LK-9118090	1164	9	1173	1357	0	1	0	0	2	0	0	0	0	1	0	26	0	2	1	0	1	1	450	0	0	0	0	2	657	1	0	0	0	3	0	0	0	0	2
LK-9118095	528	4	533	616	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	204	0	0	0	0	1	298	0	0	0	0	1	0	0	0	0	1
LK-9118100	535	4	539	624	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	207	0	0	0	0	1	302	0	0	0	0	1	0	0	0	0	1
LK-9118105	423	3	427	493	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	163	0	0	0	0	0	239	0	0	0	0	1	0	0	0	0	0
LK-9118110	811	6	817	945	0	1	0	0	1	0	0	0	0	1	0	18	0	1	0	0	0	1	313	0	0	0	0	1	457	0	0	0	0	2	0	0	0	0	1
LK-9118115	949	7	957	1107	0	1	0	0	2	0	0	0	0	1	0	21	0	1	0	0	1	1	367	0	0	0	0	2	535	0	0	0	0	2	0	0	0	0	2
LK-9118120	1002	7	1010	1168	0	1	0	0	2	0	0	0	0	1	0	22	0	1	0	0	1	1	387	0	0	0	0	2	565	0	0	0	0	2	0	0	0	0	2
LK-9118125	2671	21	2692	3114	1	4	1	0	6	0	0	0	0	3	1	61	1	5	2	0	3	3	1033	2	0	0	0	6	1507	2	1	0	1	7	1	0	0	1	5
LK-9118130	3178	25	3203	3705	2	5	1	0	7	0	0	0	0	4	1	72	1	6	2	0	3	4	1229	2	0	0	0	7	1793	2	1	0	1	8	1	1	0	2	6
LK-9118135	1431	11	1443	1669	0	2	0	0	3	0	0	0	0	2	0	32	0	2	1	0	1	1	553	1	0	0	0	3	807	1	0	0	0	3	0	0	0	1	3
LK-9118140	2561	20	2581	2986	1	4	1	0	5	0	0	0	0	3	1	58	1	4	2	0	3	3	990	2	0	0	0	5	1445	2	1	0	1	6	1	0	0	1	5
LK-9118145	927	7	934	1080	0	1	0	0	2	0	0	0	0	1	0	21	0	1	0	0	1	1	358	0	0	0	0	2	523	0	0	0	0	2	0	0	0	0	2
LK-9118150	868	6	874	1012	0	1	0	0	2	0	0	0	0	1	0	19	0	1	0	0	1	1	335	0	0	0	0	2	489	0	0	0	0	2	0	0	0	0	1
LK-9118155	1309	10	1320	1527	0	2	0	0	3	0	0	0	0	1	0	30	0	2	1	0	1	1	506	1	0	0	0	3	739	1	0	0	0	3	0	0	0	0	2
LK-9118160	1206	9	1215	1405	0	1	0	0	2	0	0	0	0	1	0	27	0	2	1	0	1	1	466	0	0	0	0	2	680	1	0	0	0	3	0	0	0	0	2
LK-9118165	815	6	821	950	0	1	0	0	1	0	0	0	0	1	0	18	0	1	0	0	0	1	315	0	0	0	0	1	459	0	0	0	0	2	0	0	0	0	1
LK-9118170	1559	12	1571	1817	1	2	0	0	3	0	0	0	0	2	0	35	0	2	1	0	1	2	603	1	0	0	0	3	879	1	0	0	0	4	0	0	0	1	3
LK-9118175	998	7	1006	1164	0	1	0	0	2	0	0	0	0	1	0	22	0	1	0	0	1	1	386	0	0	0	0	2	563	0	0	0	0	2	0	0	0	0	2
LK-9118180	601	4	606	701	0	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	232	0	0	0	0	1	339	0	0	0	0	1	0	0	0	0	1
LK-9118185	1556	12	1568	1814	1	2	0	0	3	0	0	0	0	2	0	35	0	2	1	0	1	2	602	1	0	0	0	3	878	1	0	0	0	4	0	0	0	1	3
LK-9118190	610	4	614	711	0	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	235	0	0	0	0	1	344	0	0	0	0	1	0	0	0	0	1
LK-9118195	828	6	835	965	0	1	0	0	1	0	0	0	0	1	0	19	0	1	0	0	1	1	320	0	0	0	0	1	467	0	0	0	0	2	0	0	0	0	1
LK-9118200	1353	10	1364	1577	0	2	0	0	3	0	0	0	0	1	0	31	0	2	1	0	1	1	523	1	0	0	0	3	763	1	0	0	0	3	0	0	0	0	2
LK-9118205	1358	10	1368	1583	0	2	0	0	3	0	0	0	0	1	0	31	0	2	1	0	1	1	525	1	0	0	0	3	766	1	0	0	0	3	0	0	0	0	2
LK-9118210	955	7	963	1114	0	1	0	0	2	0	0	0	0	1	0	21	0	1	0	0	1	1	369	0	0	0	0	2	539	0	0	0	0	2	0	0	0	0	2
LK-9118215	1010	7	1018	1178	0	1	0	0	2	0	0	0	0	1	0	23	0	1	0	0	1	1	391	0	0	0	0	2	570	0	0	0	0	2	0	0	0	0	2
LK-9118220	618	4	622	720	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	0	239	0	0	0	0	1	348	0	0	0	0	1	0	0	0	0	1
LK-9118225	632	4	637	737	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	0	244	0	0	0	0	1	357	0	0	0	0	1	0	0	0	0	1
LK-9118230	370	2	373	432	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	143	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0
LK-9118235	538	4	543	628	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	208	0	0	0	0	1	304	0	0	0	0	1	0	0	0	0	1
LK-9118240	694	5	699	809	0	1	0	0	1	0	0	0	0	1	0	15	0	1	0	0	0	0	268	0	0	0	0	1	391	0	0	0	0	1	0	0	0	0	1
LK-9118245	472	3	476	550	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	182	0	0	0	0	1	266	0	0	0	0	1	0	0	0	0	1
LK-9118250	1161	9	1170	1353	0	1	0	0	2	0	0	0	0	1	0	26	0	2	1	0	1	1	449	0	0	0	0	2	655	1	0	0	0	3	0	0	0	0	2
LK-9118255	734	5	739	855	0	1	0	0	1	0	0	0	0	1	0	16	0	1	0	0	0	0	283	0	0	0	0	1	414	0	0	0	0	1	0	0	0	0	1
LK-9118260	797	6	803	929	0	1	0	0	1	0	0	0	0	1	0	18	0	1	0	0	0	1	308	0	0	0	0	1	449	0	0	0	0	2	0	0	0	0	1
LK-9118265	682	5	687	795	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	264	0	0	0	0	1	385	0	0	0	0	1	0	0	0	0	1
LK-9121	17987	140	18139	21020	0	13	0	0	24	0	0	0	0	6	0	335	0	24	4	0	4	18	7531	6	0	0	0	33	9684	5	2	0	0	28	0	0	0	2	22
LK-9121005	752	6	758	878	0	0	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	1	315	0	0	0	0	1	405	0	0	0	0	1	0	0	0	0	1
LK-9121010	757	6	763	885	0	0	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	1	317	0	0	0	0	1	407	0	0	0	0	1	0	0	0	0	1
LK-9121015	848	7	855	991	0	1	0	0	1	0	0	0	0	0	0	16	0	1	0	0	0	1	355	0	0	0	0	2	457	0	0	0	0	1	0	0	0	0	1
LK-9121020	1133	9	1142	1324	0	1	0	0	2	0	0	0	0	1	0	21	0	2	0	0	0	1	474	1	0	0	0	2	610	1	0	0	0	2	0	0	0	0	1
LK-9121025	457	3	461	534	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	191	0	0	0	0	1	246	0	0	0	0	1	0	0	0	0	0
LK-9121030	932	7	940	1089	0	1	0	0	1	0	0	0	0	1	0	17	0	1	0	0	0	1	390	1	0	0	0	2	502	0	0	0	0	2	0	0	0	0	1
LK-9121035	666	5	672	779	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	279	0	0	0	0	1	359	0	0	0	0	1	0	0	0	0	1
LK-9121040	658	5	664	769	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	275	0	0	0	0	1	354	0	0	0	0	1	0	0	0	0	1
LK-9121045	1676	13	1690	1959	0	2	0	0	3	0	0	0	0	1	0	32	0	3	1	0	1	2	702	1	0	0	0	4	903	1	1	0	0	3	0	0	0	1	2
LK-9121050	1498	12	1511	1751	0	1	0	0	2	0	0	0	0	1	0	28	0	2	1	0	1	2	627	1	0	0	0	3	807	1	1	0	0	3	0	0	0	1	2
LK-9121055	1246	10	1257	1457	0	1	0	0	2	0	0	0	0	1	0	23	0	2	1	0	1	1	522	1	0	0	0	2	671	1	0	0	0	2	0	0	0	0	2
LK-9121060	852	7	859	995	0	1	0	0	1	0	0	0	0	0	0	16	0	1	0	0	0	1	357	0	0	0	0	2	458	0	0	0	0	1	0	0	0	0	1
LK-9121065	850	7	857	993	0	1	0	0	1	0	0	0	0	0	0	16	0	1	0	0	0	1	356	0	0	0	0	2	457	0	0	0	0	1	0	0	0	0	1
LK-9121070	787	6	794	920	0	0	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	1	330	0	0	0	0	1	424	0	0	0	0	1	0	0	0	0	1
LK-9121075	1370	11	1382	1601	0	1	0	0	2	0	0	0	0	1	0	26	0	2	1	0	1	2	574	1	0	0	0	3	738	1	0	0	0	3	0	0	0	0	2
LK-9121080	828	6	835	968	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	1	347	0	0	0	0	1	446	0	0	0	0	1	0	0	0	0	1
LK-9121085	626	5	631	731	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	0	262	0	0	0	0	1	337	0	0	0	0	1	0	0	0	0	1
LK-9121090	801	6	808	936	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	1	335	0	0	0	0	1	431	0	0	0	0	1	0	0	0	0	1
LK-9121095	825	6	832	964	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	1	345	0	0	0	0	1	444	0	0	0	0	1	0	0	0	0	1
LK-9121100	425	3	428	496	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	178	0	0	0	0	1	228	0	0	0	0	0	0	0	0	0	0
LK-9124	61059	471	61541	70779	22	74	1	1	81	0	0	0	1	36	1	1028	1	72	47	0	47	82	25317	51	0	2	1	108	33307	32	17	0	1	99	4	1	0	9	79
LK-9124005	851	6	858	987	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	1	355	0	0	0	0	1	462	0	0	0	0	1	0	0	0	0	1
LK-9124010	1186	9	1195	1376	0	1	0	0	1	0	0	0	0	1	0	20	0	1	1	0	1	1	494	1	0	0	0	2	644	0	0	0	0	2	0	0	0	0	1
LK-9124015	2755	21	2777	3196	1	4	0	0	4	0	0	0	0	2	0	47	0	3	2	0	2	4	1149	3	0	1	0	5	1497	2	1	0	0	5	1	0	0	1	4
LK-9124020	937	7	944	1087	0	1	0	0	1	0	0	0	0	0	0	16	0	1	0	0	1	1	391	1	0	0	0	1	509	0	0	0	0	1	0	0	0	0	1
LK-9124025	2035	16	2051	2360	1	2	0	0	3	0	0	0	0	1	0	35	0	2	2	0	2	3	849	2	0	0	0	4	1105	1	1	0	0	3	0	0	0	0	3
LK-9124030	1288	10	1298	1494	0	1	0	0	2	0	0	0	0	1	0	22	0	1	1	0	1	2	537	1	0	0	0	2	700	1	0	0	0	2	0	0	0	0	2
LK-9124035	1520	12	1532	1763	1	2	0	0	2	0	0	0	0	1	0	26	0	2	1	0	1	2	634	1	0	0	0	3	826	1	0	0	0	2	0	0	0	0	2
LK-9124040	1338	10	1348	1552	0	1	0	0	2	0	0	0	0	1	0	23	0	1	1	0	1	2	558	1	0	0	0	2	726	1	0	0	0	2	0	0	0	0	2
LK-9124045	1504	11	1516	1744	1	2	0	0	2	0	0	0	0	1	0	25	0	2	1	0	1	2	627	1	0	0	0	3	817	1	0	0	0	2	0	0	0	0	2
LK-9124050	1084	8	1092	1257	0	1	0	0	1	0	0	0	0	0	0	18	0	1	1	0	1	1	452	1	0	0	0	2	589	0	0	0	0	2	0	0	0	0	1
LK-9124055	1254	9	1264	1454	0	1	0	0	1	0	0	0	0	1	0	21	0	1	1	0	1	2	523	1	0	0	0	2	681	1	0	0	0	2	0	0	0	0	1
LK-9124060	2534	20	2554	2940	1	3	0	0	3	0	0	0	0	2	0	43	0	3	2	0	2	4	1057	2	0	0	0	5	1377	2	1	0	0	4	1	0	0	1	3
LK-9124065	1665	13	1678	1931	1	2	0	0	2	0	0	0	0	1	0	28	0	2	1	0	1	2	694	1	0	0	0	3	904	1	0	0	0	3	0	0	0	0	2
LK-9124070	1415	11	1426	1642	0	2	0	0	2	0	0	0	0	1	0	24	0	2	1	0	1	2	590	1	0	0	0	2	769	1	0	0	0	2	0	0	0	0	2
LK-9124075	2150	17	2167	2494	1	3	0	0	3	0	0	0	0	1	0	37	0	3	2	0	2	3	897	2	0	0	0	4	1168	1	1	0	0	4	0	0	0	1	3
LK-9124080	1777	14	1791	2062	1	2	0	0	2	0	0	0	0	1	0	30	0	2	1	0	1	2	741	2	0	0	0	3	965	1	1	0	0	3	0	0	0	0	2
LK-9124085	739	5	745	858	0	1	0	0	1	0	0	0	0	0	0	12	0	1	0	0	0	1	308	0	0	0	0	1	401	0	0	0	0	1	0	0	0	0	1
LK-9124090	1889	14	1904	2191	1	2	0	0	2	0	0	0	0	1	0	32	0	2	2	0	2	3	788	2	0	0	0	3	1026	1	1	0	0	3	0	0	0	0	2
LK-9124095	1414	11	1425	1640	0	2	0	0	2	0	0	0	0	1	0	24	0	2	1	0	1	2	590	1	0	0	0	2	768	1	0	0	0	2	0	0	0	0	2
LK-9124100	868	6	875	1007	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	1	362	0	0	0	0	1	471	0	0	0	0	1	0	0	0	0	1
LK-9124105	1895	15	1910	2199	1	2	0	0	2	0	0	0	0	1	0	32	0	2	2	0	2	3	790	2	0	0	0	3	1030	1	1	0	0	3	0	0	0	0	2
LK-9124110	2420	19	2439	2807	1	3	0	0	3	0	0	0	0	2	0	41	0	3	2	0	2	3	1009	2	0	0	0	5	1314	1	1	0	0	4	1	0	0	1	3
LK-9124115	2068	16	2085	2399	1	3	0	0	3	0	0	0	0	1	0	35	0	2	2	0	2	3	863	2	0	0	0	4	1123	1	1	0	0	3	0	0	0	0	3
LK-9124120	1155	9	1164	1340	0	1	0	0	1	0	0	0	0	1	0	19	0	1	1	0	1	1	482	1	0	0	0	2	627	0	0	0	0	2	0	0	0	0	1
LK-9124125	1836	14	1851	2130	1	2	0	0	2	0	0	0	0	1	0	31	0	2	1	0	1	3	766	2	0	0	0	3	997	1	1	0	0	3	0	0	0	0	2
LK-9124130	1294	10	1305	1501	0	1	0	0	2	0	0	0	0	1	0	22	0	1	1	0	1	2	540	1	0	0	0	2	703	1	0	0	0	2	0	0	0	0	2
LK-9124135	832	6	838	965	0	1	0	0	1	0	0	0	0	0	0	14	0	1	0	0	0	1	347	0	0	0	0	1	452	0	0	0	0	1	0	0	0	0	1
LK-9124140	897	7	904	1041	0	1	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	1	374	1	0	0	0	1	487	0	0	0	0	1	0	0	0	0	1
